week,rsv_cases_65_baseline,flu_season,start_year,calendar_year,year_week,uptake_shape,season_week,season_cov,template_shape,vax_weekly,vax_cov,vax_weekly_lag2,vax_cov_lag2,scenario
7,43047.953588625904,2027-2028,2027,2028,2028-07,0.0,20,0.3408432574569941,0.01739309097156841,0.005928317783995211,0.3408432574569941,0.006763329304656611,0.2313325076062768,low
8,46424.20742004248,2027-2028,2027,2028,2028-08,0.0,21,0.3408432574569941,0.01616405247948285,0.005509408300812738,0.3408432574569941,0.006295747452582889,0.2376282550588597,low
9,40645.207521865006,2027-2028,2027,2028,2028-09,0.0,22,0.3408432574569941,0.015119592231622573,0.005153411067647701,0.3408432574569941,0.005928317783995211,0.2435565728428549,low
10,32985.30510404069,2027-2028,2027,2028,2028-10,0.0,23,0.3408432574569941,0.013932671778213189,0.004748857233965314,0.3408432574569941,0.005509408300812738,0.24906598114366765,low
11,31108.524501525273,2027-2028,2027,2028,2028-11,0.0,24,0.3408432574569941,0.012883281761658568,0.004391179722379988,0.3408432574569941,0.005153411067647701,0.25421939221131534,low
12,27001.663871025423,2027-2028,2027,2028,2028-12,0.0,25,0.3408432574569941,0.011821258099295946,0.004029196117803905,0.3408432574569941,0.004748857233965314,0.2589682494452807,low
13,28771.483090703416,2027-2028,2027,2028,2028-13,0.0,26,0.3408432574569941,0.010794367430770635,0.003679187357291548,0.3408432574569941,0.004391179722379988,0.26335942916766064,low
14,25397.346219665214,2027-2028,2027,2028,2028-14,0.0,27,0.3408432574569941,0.009874724554315619,0.0033657332835835,0.3408432574569941,0.004029196117803905,0.26738862528546453,low
15,21840.778408156617,2027-2028,2027,2028,2028-15,0.0,28,0.3408432574569941,0.008977329209662462,0.003059862131085176,0.3408432574569941,0.003679187357291548,0.2710678126427561,low
16,23477.614230762567,2027-2028,2027,2028,2028-16,0.0,29,0.3408432574569941,0.008109688823336632,0.002764132755508635,0.3408432574569941,0.0033657332835835,0.2744335459263396,low
17,18186.54786064728,2027-2028,2027,2028,2028-17,0.0,30,0.3408432574569941,0.0072920849705532765,0.0024854579950165678,0.3408432574569941,0.003059862131085176,0.2774934080574248,low
42,80724.96411944448,2028-2029,2028,2028,2028-42,0.0,3,0.4072189475865359,0.06536456158967449,0.026617687980002552,0.12661768798000256,0.0,0.0,low
43,64292.215837643445,2028-2029,2028,2028,2028-43,0.0,4,0.4072189475865359,0.06214519310897873,0.02530670013540036,0.15192438811540293,0.0,0.0,low
44,51554.70032329951,2028-2029,2028,2028,2028-44,0.0,5,0.4072189475865359,0.059022885208016594,0.024035237197929434,0.17595962531333237,0.026617687980002552,0.026617687980002552,low
45,70726.19698527816,2028-2029,2028,2028,2028-45,0.0,6,0.4072189475865359,0.0559966423322492,0.022802893758918183,0.19876251907225054,0.02530670013540036,0.05192438811540291,low
46,61784.98855322787,2028-2029,2028,2028,2028-46,0.0,7,0.4072189475865359,0.05306545850049194,0.021609260163767324,0.22037177923601786,0.024035237197929434,0.07595962531333235,low
47,74891.45784655388,2028-2029,2028,2028,2028-47,0.0,8,0.4072189475865359,0.05022831697025985,0.020453922375672156,0.24082570161169,0.022802893758918183,0.09876251907225053,low
48,78791.11519847276,2028-2029,2028,2028,2028-48,0.0,9,0.4072189475865359,0.047484189884816855,0.01933646183189435,0.26016216344358434,0.021609260163767324,0.12037177923601786,low
49,93357.77378230238,2028-2029,2028,2028,2028-49,0.0,10,0.4072189475865359,0.0448320379004977,0.018256455292000363,0.2784186187355847,0.020453922375672156,0.14082570161169,low
50,99881.3248097,2028-2029,2028,2028,2028-50,0.0,11,0.4072189475865359,0.04227080979272265,0.017213474677423152,0.2956320934130079,0.01933646183189435,0.16016216344358436,low
51,109526.88845336525,2028-2029,2028,2028,2028-51,0.0,12,0.4072189475865359,0.03979944203895961,0.016207086901636466,0.3118391803146443,0.018256455292000363,0.17841861873558473,low
52,97597.25251858615,2028-2029,2028,2028,2028-52,0.0,13,0.4072189475865359,0.037416858376699856,0.015236853690154175,0.3270760340047985,0.017213474677423152,0.19563209341300788,low
1,88716.35546435432,2028-2029,2028,2029,2029-01,0.0,14,0.4072189475865359,0.02806626102658422,0.011429113277934633,0.3385051472827332,0.016207086901636466,0.21183918031464433,low
2,84828.87590899944,2028-2029,2028,2029,2029-02,0.0,15,0.4072189475865359,0.026874853634218456,0.010943949613468628,0.3494490968962018,0.015236853690154175,0.2270760340047985,low
3,68763.05622401096,2028-2029,2028,2029,2029-03,0.0,16,0.4072189475865359,0.02533841532331421,0.010318282821470567,0.35976737971767236,0.011429113277934633,0.23850514728273314,low
4,60022.082962059045,2028-2029,2028,2029,2029-04,0.0,17,0.4072189475865359,0.020957564754174735,0.008534317463171712,0.36830169718084405,0.010943949613468628,0.2494490968962018,low
5,48451.11924660505,2028-2029,2028,2029,2029-05,0.0,18,0.4072189475865359,0.019842931191062136,0.00808041755665637,0.3763821147375004,0.010318282821470567,0.25976737971767233,low
6,48583.186685876695,2028-2029,2028,2029,2029-06,0.0,19,0.4072189475865359,0.01847109284060652,0.007521778987324985,0.38390389372482536,0.008534317463171712,0.26830169718084407,low
7,43047.953588625904,2028-2029,2028,2029,2029-07,0.0,20,0.4072189475865359,0.01739309097156841,0.007082796200718966,0.3909866899255444,0.00808041755665637,0.2763821147375004,low
8,46424.20742004248,2028-2029,2028,2029,2029-08,0.0,21,0.4072189475865359,0.01616405247948285,0.006582308439428542,0.39756899836497295,0.007521778987324985,0.2839038937248254,low
9,40645.207521865006,2028-2029,2028,2029,2029-09,0.0,22,0.4072189475865359,0.015119592231622573,0.006156984436498907,0.40372598280147187,0.007082796200718966,0.2909866899255444,low
10,32985.30510404069,2028-2029,2028,2029,2029-10,0.0,23,0.4072189475865359,0.013932671778213189,0.005673647938592604,0.4072189475865359,0.006582308439428542,0.2975689983649729,low
11,31108.524501525273,2028-2029,2028,2029,2029-11,0.0,24,0.4072189475865359,0.012883281761658568,0.0052463164404434135,0.4072189475865359,0.006156984436498907,0.30372598280147184,low
12,27001.663871025423,2028-2029,2028,2029,2029-12,0.0,25,0.4072189475865359,0.011821258099295946,0.004813840282344109,0.4072189475865359,0.005673647938592604,0.30939963074006444,low
13,28771.483090703416,2028-2029,2028,2029,2029-13,0.0,26,0.4072189475865359,0.010794367430770635,0.004395670945020797,0.4072189475865359,0.0052463164404434135,0.31464594718050787,low
14,25397.346219665214,2028-2029,2028,2029,2029-14,0.0,27,0.4072189475865359,0.009874724554315619,0.004021174940715331,0.4072189475865359,0.004813840282344109,0.319459787462852,low
15,21840.778408156617,2028-2029,2028,2029,2029-15,0.0,28,0.4072189475865359,0.008977329209662462,0.0036557385528966156,0.4072189475865359,0.004395670945020797,0.3238554584078728,low
16,23477.614230762567,2028-2029,2028,2029,2029-16,0.0,29,0.4072189475865359,0.008109688823336632,0.0033024189478934357,0.4072189475865359,0.004021174940715331,0.3278766333485881,low
17,18186.54786064728,2028-2029,2028,2029,2029-17,0.0,30,0.4072189475865359,0.0072920849705532765,0.0029694751674203008,0.4072189475865359,0.0036557385528966156,0.3315323719014847,low
42,80724.96411944448,2029-2030,2029,2029,2029-42,0.0,3,0.45834787542904953,0.06536456158967449,0.02995970793297856,0.12995970793297856,0.0,0.0,low
43,64292.215837643445,2029-2030,2029,2029,2029-43,0.0,4,0.45834787542904953,0.06214519310897873,0.02848411722962841,0.15844382516260697,0.0,0.0,low
44,51554.70032329951,2029-2030,2029,2029,2029-44,0.0,5,0.45834787542904953,0.059022885208016594,0.02705301403678708,0.18549683919939405,0.02995970793297856,0.02995970793297856,low
45,70726.19698527816,2029-2030,2029,2029,2029-45,0.0,6,0.45834787542904953,0.0559966423322492,0.025665942044146798,0.21116278124354085,0.02848411722962841,0.058443825162606974,low
46,61784.98855322787,2029-2030,2029,2029,2029-46,0.0,7,0.45834787542904953,0.05306545850049194,0.02432244016236888,0.23548522140590974,0.02705301403678708,0.08549683919939405,low
47,74891.45784655388,2029-2030,2029,2029,2029-47,0.0,8,0.45834787542904953,0.05022831697025985,0.023022042369695475,0.2585072637756052,0.025665942044146798,0.11116278124354084,low
48,78791.11519847276,2029-2030,2029,2029,2029-48,0.0,9,0.45834787542904953,0.047484189884816855,0.02176427755017537,0.2802715413257806,0.02432244016236888,0.13548522140590974,low
49,93357.77378230238,2029-2030,2029,2029,2029-49,0.0,10,0.45834787542904953,0.0448320379004977,0.020548669322847747,0.3008202106486283,0.023022042369695475,0.1585072637756052,low
50,99881.3248097,2029-2030,2029,2029,2029-50,0.0,11,0.45834787542904953,0.04227080979272265,0.019374735861159887,0.3201949465097882,0.02176427755017537,0.18027154132578058,low
51,109526.88845336525,2029-2030,2029,2029,2029-51,0.0,12,0.45834787542904953,0.03979944203895961,0.018241989701818735,0.338436936211607,0.020548669322847747,0.20082021064862832,low
52,97597.25251858615,2029-2030,2029,2029,2029-52,0.0,13,0.45834787542904953,0.037416858376699856,0.017149937542190016,0.35558687375379694,0.019374735861159887,0.22019494650978821,low
1,88716.35546435432,2029-2030,2029,2030,2030-01,0.0,14,0.45834787542904953,0.02806626102658422,0.012864111112772011,0.368450984866569,0.018241989701818735,0.23843693621160694,low
2,84828.87590899944,2029-2030,2029,2030,2030-02,0.0,15,0.45834787542904953,0.026874853634218456,0.0123180320657107,0.3807690169322797,0.017149937542190016,0.25558687375379696,low
3,68763.05622401096,2029-2030,2029,2030,2030-03,0.0,16,0.45834787542904953,0.02533841532331421,0.01161380883017994,0.39238282576245964,0.012864111112772011,0.268450984866569,low
4,60022.082962059045,2029-2030,2029,2030,2030-04,0.0,17,0.45834787542904953,0.020957564754174735,0.009605855279242721,0.4019886810417024,0.0123180320657107,0.2807690169322797,low
5,48451.11924660505,2029-2030,2029,2030,2030-05,0.0,18,0.45834787542904953,0.019842931191062136,0.00909496535370815,0.4110836463954105,0.01161380883017994,0.2923828257624596,low
6,48583.186685876695,2029-2030,2029,2030,2030-06,0.0,19,0.45834787542904953,0.01847109284060652,0.008466186160344726,0.4195498325557552,0.009605855279242721,0.30198868104170234,low
7,43047.953588625904,2029-2030,2029,2030,2030-07,0.0,20,0.45834787542904953,0.01739309097156841,0.007972086293962564,0.4275219188497178,0.00909496535370815,0.3110836463954105,low
8,46424.20742004248,2029-2030,2029,2030,2030-08,0.0,21,0.45834787542904953,0.01616405247948285,0.007408759112294625,0.43493067796201235,0.008466186160344726,0.3195498325557552,low
9,40645.207521865006,2029-2030,2029,2030,2030-09,0.0,22,0.45834787542904953,0.015119592231622573,0.006930032976717768,0.44186071093873014,0.007972086293962564,0.32752191884971776,low
10,32985.30510404069,2029-2030,2029,2030,2030-10,0.0,23,0.45834787542904953,0.013932671778213189,0.006386010508594293,0.44824672144732447,0.007408759112294625,0.33493067796201237,low
11,31108.524501525273,2029-2030,2029,2030,2030-11,0.0,24,0.45834787542904953,0.012883281761658568,0.005905024824010027,0.4541517462713345,0.006930032976717768,0.34186071093873016,low
12,27001.663871025423,2029-2030,2029,2030,2030-12,0.0,25,0.45834787542904953,0.011821258099295946,0.0054182485347107415,0.45834787542904953,0.006386010508594293,0.34824672144732444,low
13,28771.483090703416,2029-2030,2029,2030,2030-13,0.0,26,0.45834787542904953,0.010794367430770635,0.004947575378494249,0.45834787542904953,0.005905024824010027,0.3541517462713345,low
14,25397.346219665214,2029-2030,2029,2030,2030-14,0.0,27,0.45834787542904953,0.009874724554315619,0.0045260590199176325,0.45834787542904953,0.0054182485347107415,0.35956999480604523,low
15,21840.778408156617,2029-2030,2029,2030,2030-15,0.0,28,0.45834787542904953,0.008977329209662462,0.004114739770275938,0.45834787542904953,0.004947575378494249,0.36451757018453945,low
16,23477.614230762567,2029-2030,2029,2030,2030-16,0.0,29,0.45834787542904953,0.008109688823336632,0.003717058642567054,0.45834787542904953,0.0045260590199176325,0.3690436292044571,low
17,18186.54786064728,2029-2030,2029,2030,2030-17,0.0,30,0.45834787542904953,0.0072920849705532765,0.0033423116537011975,0.45834787542904953,0.004114739770275938,0.37315836897473303,low
42,80724.96411944448,2030-2031,2030,2030,2030-42,0.0,3,0.491470274606283,0.06536456158967449,0.032124739033996624,0.13212473903399663,0.0,0.0,low
43,64292.215837643445,2030-2031,2030,2030,2030-43,0.0,4,0.491470274606283,0.06214519310897873,0.030542515122730263,0.1626672541567269,0.0,0.0,low
44,51554.70032329951,2030-2031,2030,2030,2030-44,0.0,5,0.491470274606283,0.059022885208016594,0.029007993601239034,0.19167524775796593,0.032124739033996624,0.032124739033996624,low
45,70726.19698527816,2030-2031,2030,2030,2030-45,0.0,6,0.491470274606283,0.0559966423322492,0.027520685184060326,0.21919593294202624,0.030542515122730263,0.06266725415672689,low
46,61784.98855322787,2030-2031,2030,2030,2030-46,0.0,7,0.491470274606283,0.05306545850049194,0.026080095461345088,0.24527602840337134,0.029007993601239034,0.09167524775796593,low
47,74891.45784655388,2030-2031,2030,2030,2030-47,0.0,8,0.491470274606283,0.05022831697025985,0.02468572473438503,0.2699617531377564,0.027520685184060326,0.11919593294202624,low
48,78791.11519847276,2030-2031,2030,2030,2030-48,0.0,9,0.491470274606283,0.047484189884816855,0.023337067842147827,0.29329882097990423,0.026080095461345088,0.14527602840337134,low
49,93357.77378230238,2030-2031,2030,2030,2030-49,0.0,10,0.491470274606283,0.0448320379004977,0.022033613978116894,0.3153324349580211,0.02468572473438503,0.16996175313775636,low
50,99881.3248097,2030-2031,2030,2030,2030-50,0.0,11,0.491470274606283,0.04227080979272265,0.02077484649665936,0.33610728145468044,0.023337067842147827,0.1932988209799042,low
51,109526.88845336525,2030-2031,2030,2030,2030-51,0.0,12,0.491470274606283,0.03979944203895961,0.019560242708064324,0.3556675241627447,0.022033613978116894,0.2153324349580211,low
52,97597.25251858615,2030-2031,2030,2030,2030-52,0.0,13,0.491470274606283,0.037416858376699856,0.018389273661301078,0.3740567978240459,0.02077484649665936,0.23610728145468043,low
1,88716.35546435432,2030-2031,2030,2031,2031-01,0.0,14,0.491470274606283,0.02806626102658422,0.013793733013906965,0.38785053083795284,0.019560242708064324,0.25566752416274474,low
2,84828.87590899944,2030-2031,2030,2031,2031-02,0.0,15,0.491470274606283,0.026874853634218456,0.013208191695613008,0.4010587225335658,0.018389273661301078,0.27405679782404585,low
3,68763.05622401096,2030-2031,2030,2031,2031-03,0.0,16,0.491470274606283,0.02533841532331421,0.012453077937037283,0.4135118004706031,0.013793733013906965,0.2878505308379528,low
4,60022.082962059045,2030-2031,2030,2031,2031-04,0.0,17,0.491470274606283,0.020957564754174735,0.010300020104813215,0.42381182057541633,0.013208191695613008,0.3010587225335658,low
5,48451.11924660505,2030-2031,2030,2031,2031-05,0.0,18,0.491470274606283,0.019842931191062136,0.009752210841464886,0.43356403141688116,0.012453077937037283,0.3135118004706031,low
6,48583.186685876695,2030-2031,2030,2031,2031-06,0.0,19,0.491470274606283,0.01847109284060652,0.009077993070651035,0.4426420244875322,0.010300020104813215,0.3238118205754163,low
7,43047.953588625904,2030-2031,2030,2031,2031-07,0.0,20,0.491470274606283,0.01739309097156841,0.008548187196048787,0.451190211683581,0.009752210841464886,0.3335640314168812,low
8,46424.20742004248,2030-2031,2030,2031,2031-08,0.0,21,0.491470274606283,0.01616405247948285,0.007944151310841807,0.4591343629944228,0.009077993070651035,0.3426420244875322,low
9,40645.207521865006,2030-2031,2030,2031,2031-09,0.0,22,0.491470274606283,0.015119592231622573,0.007430830146010569,0.46656519314043343,0.008548187196048787,0.351190211683581,low
10,32985.30510404069,2030-2031,2030,2031,2031-10,0.0,23,0.491470274606283,0.013932671778213189,0.006847494024837646,0.4734126871652711,0.007944151310841807,0.3591343629944228,low
11,31108.524501525273,2030-2031,2030,2031,2031-11,0.0,24,0.491470274606283,0.012883281761658568,0.006331750025232454,0.4797444371905035,0.007430830146010569,0.3665651931404334,low
12,27001.663871025423,2030-2031,2030,2031,2031-12,0.0,25,0.491470274606283,0.011821258099295946,0.005809796964252725,0.4855542341547562,0.006847494024837646,0.37341268716527104,low
13,28771.483090703416,2030-2031,2030,2031,2031-13,0.0,26,0.491470274606283,0.010794367430770635,0.005305110725401962,0.49085934488015814,0.006331750025232454,0.3797444371905035,low
14,25397.346219665214,2030-2031,2030,2031,2031-14,0.0,27,0.491470274606283,0.009874724554315619,0.004853133588370903,0.491470274606283,0.005809796964252725,0.3855542341547562,low
15,21840.778408156617,2030-2031,2030,2031,2031-15,0.0,28,0.491470274606283,0.008977329209662462,0.004412090451903816,0.491470274606283,0.005305110725401962,0.39085934488015817,low
16,23477.614230762567,2030-2031,2030,2031,2031-16,0.0,29,0.491470274606283,0.008109688823336632,0.003985670992976758,0.491470274606283,0.004853133588370903,0.3957124784685291,low
17,18186.54786064728,2030-2031,2030,2031,2031-17,0.0,30,0.491470274606283,0.0072920849705532765,0.003583843002930168,0.491470274606283,0.004412090451903816,0.4001245689204329,low
42,80724.96411944448,2026-2027,2026,2026,2026-42,0.0,3,0.3149696785930869,0.06536456158967449,0.020587854955277807,0.12058785495527781,0.0,0.0,mid
43,64292.215837643445,2026-2027,2026,2026,2026-43,0.0,4,0.3149696785930869,0.06214519310897873,0.01957385149964035,0.14016170645491816,0.0,0.0,mid
44,51554.70032329951,2026-2027,2026,2026,2026-44,0.0,5,0.3149696785930869,0.059022885208016594,0.01859041918360565,0.1587521256385238,0.020587854955277807,0.020587854955277807,mid
45,70726.19698527816,2026-2027,2026,2026,2026-45,0.0,6,0.3149696785930869,0.0559966423322492,0.017637244437680572,0.17638937007620437,0.01957385149964035,0.04016170645491816,mid
46,61784.98855322787,2026-2027,2026,2026,2026-46,0.0,7,0.3149696785930869,0.05306545850049194,0.016714010408294736,0.19310338048449913,0.01859041918360565,0.058752125638523806,mid
47,74891.45784655388,2026-2027,2026,2026,2026-47,0.0,8,0.3149696785930869,0.05022831697025985,0.015820396852394437,0.20892377733689355,0.017637244437680572,0.07638937007620437,mid
48,78791.11519847276,2026-2027,2026,2026,2026-48,0.0,9,0.3149696785930869,0.047484189884816855,0.014956080026273872,0.22387985736316743,0.016714010408294736,0.09310338048449912,mid
49,93357.77378230238,2026-2027,2026,2026,2026-49,0.0,10,0.3149696785930869,0.0448320379004977,0.01412073256819285,0.23800058993136028,0.015820396852394437,0.10892377733689355,mid
50,99881.3248097,2026-2027,2026,2026,2026-50,0.0,11,0.3149696785930869,0.04227080979272265,0.013314023374283362,0.25131461330564364,0.014956080026273872,0.12387985736316742,mid
51,109526.88845336525,2026-2027,2026,2026,2026-51,0.0,12,0.3149696785930869,0.03979944203895961,0.012535617467195299,0.263850230772839,0.01412073256819285,0.13800058993136027,mid
52,97597.25251858615,2026-2027,2026,2026,2026-52,0.0,13,0.3149696785930869,0.037416858376699856,0.011785175856872205,0.27563540662971114,0.013314023374283362,0.15131461330564364,mid
1,88716.35546435432,2026-2027,2026,2027,2027-01,0.0,14,0.3149696785930869,0.02806626102658422,0.008840021214852913,0.28447542784456403,0.012535617467195299,0.16385023077283895,mid
2,84828.87590899944,2026-2027,2026,2027,2027-02,0.0,15,0.3149696785930869,0.026874853634218456,0.00846476401140604,0.2929401918559701,0.011785175856872205,0.17563540662971114,mid
3,68763.05622401096,2026-2027,2026,2027,2027-03,0.0,16,0.3149696785930869,0.02533841532331421,0.007980832530442425,0.30092102438641255,0.008840021214852913,0.18447542784456405,mid
4,60022.082962059045,2026-2027,2026,2027,2027-04,0.0,17,0.3149696785930869,0.020957564754174735,0.006600997434716222,0.30752202182112875,0.00846476401140604,0.19294019185597008,mid
5,48451.11924660505,2026-2027,2026,2027,2027-05,0.0,18,0.3149696785930869,0.019842931191062136,0.00624992165959358,0.31377194348072235,0.007980832530442425,0.20092102438641252,mid
6,48583.186685876695,2026-2027,2026,2027,2027-06,0.0,19,0.3149696785930869,0.01847109284060652,0.005817834175268904,0.3149696785930869,0.006600997434716222,0.20752202182112875,mid
7,43047.953588625904,2026-2027,2026,2027,2027-07,0.0,20,0.3149696785930869,0.01739309097156841,0.005478296273055223,0.3149696785930869,0.00624992165959358,0.21377194348072232,mid
8,46424.20742004248,2026-2027,2026,2027,2027-08,0.0,21,0.3149696785930869,0.01616405247948285,0.005091186414224503,0.3149696785930869,0.005817834175268904,0.21958977765599122,mid
9,40645.207521865006,2026-2027,2026,2027,2027-09,0.0,22,0.3149696785930869,0.015119592231622573,0.004762213105652695,0.3149696785930869,0.005478296273055223,0.22506807392904646,mid
10,32985.30510404069,2026-2027,2026,2027,2027-10,0.0,23,0.3149696785930869,0.013932671778213189,0.004388369151926781,0.3149696785930869,0.005091186414224503,0.23015926034327094,mid
11,31108.524501525273,2026-2027,2026,2027,2027-11,0.0,24,0.3149696785930869,0.012883281761658568,0.004057843115693778,0.3149696785930869,0.004762213105652695,0.23492147344892364,mid
12,27001.663871025423,2026-2027,2026,2027,2027-12,0.0,25,0.3149696785930869,0.011821258099295946,0.0037233378641011693,0.3149696785930869,0.004388369151926781,0.23930984260085042,mid
13,28771.483090703416,2026-2027,2026,2027,2027-13,0.0,26,0.3149696785930869,0.010794367430770635,0.003399898440285512,0.3149696785930869,0.004057843115693778,0.2433676857165442,mid
14,25397.346219665214,2026-2027,2026,2027,2027-14,0.0,27,0.3149696785930869,0.009874724554315619,0.003110238819068054,0.3149696785930869,0.0037233378641011693,0.24709102358064539,mid
15,21840.778408156617,2026-2027,2026,2027,2027-15,0.0,28,0.3149696785930869,0.008977329209662462,0.0028275864957917163,0.3149696785930869,0.003399898440285512,0.2504909220209309,mid
16,23477.614230762567,2026-2027,2026,2027,2027-16,0.0,29,0.3149696785930869,0.008109688823336632,0.002554306082176288,0.3149696785930869,0.003110238819068054,0.25360116083999895,mid
17,18186.54786064728,2026-2027,2026,2027,2027-17,0.0,30,0.3149696785930869,0.0072920849705532765,0.002296785659448645,0.3149696785930869,0.0028275864957917163,0.25642874733579063,mid
42,80724.96411944448,2027-2028,2027,2027,2027-42,0.0,3,0.4507370888307285,0.06536456158967449,0.029462232203626735,0.12946223220362674,0.0,0.0,mid
43,64292.215837643445,2027-2028,2027,2027,2027-43,0.0,4,0.4507370888307285,0.06214519310897873,0.028011143426764522,0.15747337563039127,0.0,0.0,mid
44,51554.70032329951,2027-2028,2027,2027,2027-44,0.0,5,0.4507370888307285,0.059022885208016594,0.026603803453051668,0.18407717908344293,0.029462232203626735,0.029462232203626735,mid
45,70726.19698527816,2027-2028,2027,2027,2027-45,0.0,6,0.4507370888307285,0.0559966423322492,0.02523976354913354,0.20931694263257647,0.028011143426764522,0.05747337563039126,mid
46,61784.98855322787,2027-2028,2027,2027,2027-46,0.0,7,0.4507370888307285,0.05306545850049194,0.023918570281979572,0.23323551291455605,0.026603803453051668,0.08407717908344292,mid
47,74891.45784655388,2027-2028,2027,2027,2027-47,0.0,8,0.4507370888307285,0.05022831697025985,0.022639765368042,0.25587527828259804,0.02523976354913354,0.10931694263257646,mid
48,78791.11519847276,2027-2028,2027,2027,2027-48,0.0,9,0.4507370888307285,0.047484189884816855,0.021402885514167875,0.27727816379676595,0.023918570281979572,0.13323551291455604,mid
49,93357.77378230238,2027-2028,2027,2027,2027-49,0.0,10,0.4507370888307285,0.0448320379004977,0.02020746224961922,0.2974856260463852,0.022639765368042,0.15587527828259803,mid
50,99881.3248097,2027-2028,2027,2027,2027-50,0.0,11,0.4507370888307285,0.04227080979272265,0.019053021748489257,0.3165386477948744,0.021402885514167875,0.17727816379676592,mid
51,109526.88845336525,2027-2028,2027,2027,2027-51,0.0,12,0.4507370888307285,0.03979944203895961,0.017939084641727967,0.3344777324366024,0.02020746224961922,0.19748562604638514,mid
52,97597.25251858615,2027-2028,2027,2027,2027-52,0.0,13,0.4507370888307285,0.037416858376699856,0.01686516581790535,0.3513428982545077,0.019053021748489257,0.2165386477948744,mid
1,88716.35546435432,2027-2028,2027,2028,2028-01,0.0,14,0.4507370888307285,0.02806626102658422,0.012650504789485904,0.36399340304399364,0.017939084641727967,0.23447773243660236,mid
2,84828.87590899944,2027-2028,2027,2028,2028-02,0.0,15,0.4507370888307285,0.026874853634218456,0.012113493289839551,0.3761068963338332,0.01686516581790535,0.25134289825450773,mid
3,68763.05622401096,2027-2028,2027,2028,2028-03,0.0,16,0.4507370888307285,0.02533841532331421,0.011420963558414569,0.3875278598922477,0.012650504789485904,0.2639934030439936,mid
4,60022.082962059045,2027-2028,2027,2028,2028-04,0.0,17,0.4507370888307285,0.020957564754174735,0.009446351726278201,0.396974211618526,0.012113493289839551,0.2761068963338332,mid
5,48451.11924660505,2027-2028,2027,2028,2028-05,0.0,18,0.4507370888307285,0.019842931191062136,0.008943945038927807,0.4059181566574538,0.011420963558414569,0.2875278598922477,mid
6,48583.186685876695,2027-2028,2027,2028,2028-06,0.0,19,0.4507370888307285,0.01847109284060652,0.008325606614497095,0.4142437632719508,0.009446351726278201,0.29697421161852594,mid
7,43047.953588625904,2027-2028,2027,2028,2028-07,0.0,20,0.4507370888307285,0.01739309097156841,0.007839711190292772,0.4220834744622436,0.008943945038927807,0.30591815665745375,mid
8,46424.20742004248,2027-2028,2027,2028,2028-08,0.0,21,0.4507370888307285,0.01616405247948285,0.007285737958309219,0.4293692124205528,0.008325606614497095,0.3142437632719508,mid
9,40645.207521865006,2027-2028,2027,2028,2028-09,0.0,22,0.4507370888307285,0.015119592231622573,0.006814960986789256,0.43618417340734206,0.007839711190292772,0.3220834744622436,mid
10,32985.30510404069,2027-2028,2027,2028,2028-10,0.0,23,0.4507370888307285,0.013932671778213189,0.006279971916945862,0.4424641453242879,0.007285737958309219,0.32936921242055284,mid
11,31108.524501525273,2027-2028,2027,2028,2028-11,0.0,24,0.4507370888307285,0.012883281761658568,0.005806972915836002,0.448271118240124,0.006814960986789256,0.3361841734073421,mid
12,27001.663871025423,2027-2028,2027,2028,2028-12,0.0,25,0.4507370888307285,0.011821258099295946,0.0053282794619933255,0.4507370888307285,0.006279971916945862,0.3424641453242879,mid
13,28771.483090703416,2027-2028,2027,2028,2028-13,0.0,26,0.4507370888307285,0.010794367430770635,0.004865421751514786,0.4507370888307285,0.005806972915836002,0.34827111824012397,mid
14,25397.346219665214,2027-2028,2027,2028,2028-14,0.0,27,0.4507370888307285,0.009874724554315619,0.004450904598617535,0.4507370888307285,0.0053282794619933255,0.3535993977021173,mid
15,21840.778408156617,2027-2028,2027,2028,2028-15,0.0,28,0.4507370888307285,0.008977329209662462,0.004046415233438323,0.4507370888307285,0.004865421751514786,0.35846481945363207,mid
16,23477.614230762567,2027-2028,2027,2028,2028-16,0.0,29,0.4507370888307285,0.008109688823336632,0.0036553375315538494,0.4507370888307285,0.004450904598617535,0.3629157240522496,mid
17,18186.54786064728,2027-2028,2027,2028,2028-17,0.0,30,0.4507370888307285,0.0072920849705532765,0.0032868131511334924,0.4507370888307285,0.004046415233438323,0.3669621392856879,mid
42,80724.96411944448,2028-2029,2028,2028,2028-42,0.0,3,0.5684862776569074,0.06536456158967449,0.03715885630878972,0.1371588563087897,0.0,0.0,mid
43,64292.215837643445,2028-2029,2028,2028,2028-43,0.0,4,0.5684862776569074,0.06214519310897873,0.03532868950479301,0.17248754581358272,0.0,0.0,mid
44,51554.70032329951,2028-2029,2028,2028,2028-44,0.0,5,0.5684862776569074,0.059022885208016594,0.03355370030847629,0.20604124612205904,0.03715885630878972,0.03715885630878972,mid
45,70726.19698527816,2028-2029,2028,2028,2028-45,0.0,6,0.5684862776569074,0.0559966423322492,0.031833322760745554,0.2378745688828046,0.03532868950479301,0.07248754581358273,mid
46,61784.98855322787,2028-2029,2028,2028,2028-46,0.0,7,0.5684862776569074,0.05306545850049194,0.03016698497510176,0.26804155385790635,0.03355370030847629,0.10604124612205902,mid
47,74891.45784655388,2028-2029,2028,2028,2028-47,0.0,8,0.5684862776569074,0.05022831697025985,0.028554108947394293,0.29659566280530064,0.031833322760745554,0.13787456888280458,mid
