week,rsv_cases_65_baseline,flu_season,start_year,calendar_year,year_week,uptake_shape,season_week,season_cov,template_shape,vax_weekly,vax_cov,vax_weekly_lag2,vax_cov_lag2,scenario
46,61784.98855322787,2027-2028,2027,2027,2027-46,0.0,7,0.3408432574569941,0.05306545850049194,0.018087003733756612,0.2007514743207765,0.02011755245881061,0.06357839260784184,low
47,74891.45784655388,2027-2028,2027,2027,2027-47,0.0,8,0.3408432574569941,0.05022831697025985,0.017119983172725783,0.21787145749350229,0.01908607797917803,0.08266447058701987,low
48,78791.11519847276,2027-2028,2027,2027,2027-48,0.0,9,0.3408432574569941,0.047484189884816855,0.016184665958047427,0.2340561234515497,0.018087003733756612,0.10075147432077648,low
49,93357.77378230238,2027-2028,2027,2027,2027-49,0.0,10,0.3408432574569941,0.0448320379004977,0.015280697836441056,0.24933682128799076,0.017119983172725783,0.11787145749350227,low
50,99881.3248097,2027-2028,2027,2027,2027-50,0.0,11,0.3408432574569941,0.04227080979272265,0.014407720505096595,0.2637445417930874,0.016184665958047427,0.13405612345154969,low
51,109526.88845336525,2027-2028,2027,2027,2027-51,0.0,12,0.3408432574569941,0.03979944203895961,0.013565371469529826,0.27730991326261717,0.015280697836441056,0.14933682128799075,low
52,97597.25251858615,2027-2028,2027,2027,2027-52,0.0,13,0.3408432574569941,0.037416858376699856,0.012753283892921395,0.2900631971555386,0.014407720505096595,0.16374454179308734,low
1,88716.35546435432,2027-2028,2027,2028,2028-01,0.0,14,0.3408432574569941,0.02806626102658422,0.009566195832939245,0.2996293929884778,0.013565371469529826,0.17730991326261716,low
2,84828.87590899944,2027-2028,2027,2028,2028-02,0.0,15,0.3408432574569941,0.026874853634218456,0.009160112656366955,0.30878950564484475,0.012753283892921395,0.19006319715553857,low
3,68763.05622401096,2027-2028,2027,2028,2028-03,0.0,16,0.3408432574569941,0.02533841532331421,0.008636428017596629,0.31742593366244143,0.009566195832939245,0.19962939298847782,low
4,60022.082962059045,2027-2028,2027,2028,2028-04,0.0,17,0.3408432574569941,0.020957564754174735,0.0071432446391788045,0.32456917830162024,0.009160112656366955,0.20878950564484478,low
5,48451.11924660505,2027-2028,2027,2028,2028-05,0.0,18,0.3408432574569941,0.019842931191062136,0.006763329304656611,0.3313325076062768,0.008636428017596629,0.2174259336624414,low
6,48583.186685876695,2027-2028,2027,2028,2028-06,0.0,19,0.3408432574569941,0.01847109284060652,0.006295747452582889,0.33762825505885974,0.0071432446391788045,0.2245691783016202,low
