flu_season,region,age_class,population
2013-2014,Mississippi,30-34,188626.977
2013-2014,Mississippi,35-39,191621.056
2013-2014,Mississippi,40-44,194615.135
2013-2014,Mississippi,45-49,182638.819
2013-2014,Mississippi,5-9,206591.45100000003
2013-2014,Mississippi,50-54,197609.214
2013-2014,Mississippi,55-59,200603.293
2013-2014,Mississippi,60-64,170662.503
2013-2014,Mississippi,65-69,140721.713
2013-2014,Mississippi,70-74,107786.84400000001
2013-2014,Mississippi,75-79,77846.054
2013-2014,Mississippi,80-84,53893.422000000006
2013-2014,Mississippi,85+,50899.343
2013-2014,Mississippi,total,2994079.0
2013-2014,Missouri,0-5,369878.929
2013-2014,Missouri,10-14,388069.696
2013-2014,Missouri,15-19,400196.874
2013-2014,Missouri,20-24,430514.81899999996
2013-2014,Missouri,25-29,394133.28500000003
2013-2014,Missouri,30-34,400196.874
2013-2014,Missouri,35-39,357751.75100000005
2013-2014,Missouri,40-44,375942.518
2013-2014,Missouri,45-49,375942.518
2013-2014,Missouri,5-9,394133.28500000003
2013-2014,Missouri,50-54,442641.997
2013-2014,Missouri,55-59,418387.64100000006
2013-2014,Missouri,60-64,369878.929
2013-2014,Missouri,65-69,297115.86100000003
2013-2014,Missouri,70-74,230416.38199999998
2013-2014,Missouri,75-79,163716.90300000002
2013-2014,Missouri,80-84,121271.78
2013-2014,Missouri,85+,121271.78
2013-2014,Missouri,total,6063589.0
2013-2014,Montana,0-5,59367.581999999995
2013-2014,Montana,10-14,62438.318999999996
2013-2014,Montana,15-19,64485.477
2013-2014,Montana,20-24,74721.26699999999
2013-2014,Montana,25-29,62438.318999999996
2013-2014,Montana,30-34,66532.63500000001
2013-2014,Montana,35-39,60391.16100000001
2013-2014,Montana,40-44,54249.687
2013-2014,Montana,45-49,58344.003000000004
2013-2014,Montana,5-9,65509.056000000004
2013-2014,Montana,50-54,72674.109
2013-2014,Montana,55-59,79839.162
2013-2014,Montana,60-64,71650.53000000001
2013-2014,Montana,65-69,57320.42399999999
2013-2014,Montana,70-74,41966.738999999994
2013-2014,Montana,75-79,29683.790999999997
2013-2014,Montana,80-84,19448.001
2013-2014,Montana,85+,20471.58
2013-2014,Montana,total,1023579.0
2013-2014,Nebraska,0-5,129823.70700000001
2013-2014,Nebraska,10-14,127942.20400000001
2013-2014,Nebraska,15-19,129823.70700000001
2013-2014,Nebraska,20-24,133586.713
2013-2014,Nebraska,25-29,124179.198
2013-2014,Nebraska,30-34,131705.21000000002
2013-2014,Nebraska,35-39,112890.18
2013-2014,Nebraska,40-44,114771.683
2013-2014,Nebraska,45-49,107245.671
2013-2014,Nebraska,5-9,133586.713
2013-2014,Nebraska,50-54,129823.70700000001
2013-2014,Nebraska,55-59,127942.20400000001
2013-2014,Nebraska,60-64,107245.671
2013-2014,Nebraska,65-69,82786.13200000001
2013-2014,Nebraska,70-74,62089.599
2013-2014,Nebraska,75-79,48919.078
2013-2014,Nebraska,80-84,37630.06
2013-2014,Nebraska,85+,39511.563
2013-2014,Nebraska,total,1881503.0
2013-2014,Nevada,0-5,176024.138
2013-2014,Nevada,10-14,184541.435
2013-2014,Nevada,15-19,178863.237
2013-2014,Nevada,20-24,190219.633
2013-2014,Nevada,25-29,204415.12800000003
2013-2014,Nevada,30-34,201576.02899999998
2013-2014,Nevada,35-39,187380.534
2013-2014,Nevada,40-44,198736.93000000002
2013-2014,Nevada,45-49,190219.633
2013-2014,Nevada,5-9,190219.633
2013-2014,Nevada,50-54,193058.73200000002
2013-2014,Nevada,55-59,178863.237
2013-2014,Nevada,60-64,164667.742
2013-2014,Nevada,65-69,141954.95
2013-2014,Nevada,70-74,107885.762
2013-2014,Nevada,75-79,68138.376
2013-2014,Nevada,80-84,45425.584
2013-2014,Nevada,85+,36908.287000000004
2013-2014,Nevada,total,2839099.0
2013-2014,New Hampshire,0-5,65013.837
2013-2014,New Hampshire,10-14,76955.154
2013-2014,New Hampshire,15-19,92876.91
2013-2014,New Hampshire,20-24,87569.65800000001
2013-2014,New Hampshire,25-29,78281.967
2013-2014,New Hampshire,30-34,76955.154
2013-2014,New Hampshire,35-39,74301.52799999999
2013-2014,New Hampshire,40-44,84916.032
2013-2014,New Hampshire,45-49,96857.34899999999
2013-2014,New Hampshire,5-9,72974.715
2013-2014,New Hampshire,50-54,112779.10500000001
2013-2014,New Hampshire,55-59,104818.227
2013-2014,New Hampshire,60-64,94203.723
2013-2014,New Hampshire,65-69,72974.715
2013-2014,New Hampshire,70-74,49092.081000000006
2013-2014,New Hampshire,75-79,33170.325000000004
2013-2014,New Hampshire,80-84,25209.447
2013-2014,New Hampshire,85+,27863.073
2013-2014,New Hampshire,total,1326813.0
2013-2014,New Jersey,0-5,536290.5
2013-2014,New Jersey,10-14,572043.2000000001
2013-2014,New Jersey,15-19,580981.375
2013-2014,New Jersey,20-24,572043.2000000001
2013-2014,New Jersey,25-29,572043.2000000001
2013-2014,New Jersey,30-34,580981.375
2013-2014,New Jersey,35-39,572043.2000000001
2013-2014,New Jersey,40-44,607795.9
2013-2014,New Jersey,45-49,643548.6000000001
2013-2014,New Jersey,5-9,554166.85
2013-2014,New Jersey,50-54,688239.475
2013-2014,New Jersey,55-59,625672.2500000001
2013-2014,New Jersey,60-64,527352.3250000001
2013-2014,New Jersey,65-69,420094.225
2013-2014,New Jersey,70-74,312836.12500000006
2013-2014,New Jersey,75-79,214516.2
2013-2014,New Jersey,80-84,169825.32499999998
2013-2014,New Jersey,85+,196639.85
2013-2014,New Jersey,total,8938175.0
2013-2014,New Mexico,0-5,135562.18
2013-2014,New Mexico,10-14,139733.32400000002
2013-2014,New Mexico,15-19,141818.896
2013-2014,New Mexico,20-24,150161.184
2013-2014,New Mexico,25-29,137647.752
2013-2014,New Mexico,30-34,137647.752
2013-2014,New Mexico,35-39,123048.748
2013-2014,New Mexico,40-44,123048.748
2013-2014,New Mexico,45-49,123048.748
2013-2014,New Mexico,5-9,141818.896
2013-2014,New Mexico,50-54,141818.896
2013-2014,New Mexico,55-59,139733.32400000002
2013-2014,New Mexico,60-64,131391.036
2013-2014,New Mexico,65-69,108449.744
2013-2014,New Mexico,70-74,77166.164
2013-2014,New Mexico,75-79,58396.015999999996
2013-2014,New Mexico,80-84,41711.44
2013-2014,New Mexico,85+,33369.152
2013-2014,New Mexico,total,2085572.0
2013-2014,New York,0-5,1184773.6199999999
2013-2014,New York,10-14,1165027.3930000002
2013-2014,New York,15-19,1263758.528
2013-2014,New York,20-24,1441474.571
2013-2014,New York,25-29,1480967.025
2013-2014,New York,30-34,1362489.6630000002
2013-2014,New York,35-39,1244012.301
2013-2014,New York,40-44,1263758.528
2013-2014,New York,45-49,1342743.436
2013-2014,New York,5-9,1145281.166
2013-2014,New York,50-54,1441474.571
2013-2014,New York,55-59,1342743.436
2013-2014,New York,60-64,1165027.3930000002
2013-2014,New York,65-69,928072.669
2013-2014,New York,70-74,671371.718
2013-2014,New York,75-79,493655.67500000005
2013-2014,New York,80-84,375178.31299999997
2013-2014,New York,85+,434416.99400000006
2013-2014,New York,total,19746227.0
2013-2014,North Carolina,0-5,596637.84
2013-2014,North Carolina,10-14,656301.6240000001
2013-2014,North Carolina,15-19,666245.588
2013-2014,North Carolina,20-24,706021.4439999999
2013-2014,North Carolina,25-29,646357.66
2013-2014,North Carolina,30-34,636413.696
2013-2014,North Carolina,35-39,626469.732
2013-2014,North Carolina,40-44,696077.4800000001
2013-2014,North Carolina,45-49,666245.588
2013-2014,North Carolina,5-9,656301.6240000001
2013-2014,North Carolina,50-54,696077.4800000001
2013-2014,North Carolina,55-59,666245.588
2013-2014,North Carolina,60-64,576749.912
2013-2014,North Carolina,65-69,507142.164
2013-2014,North Carolina,70-74,357982.704
2013-2014,North Carolina,75-79,248599.1
2013-2014,North Carolina,80-84,178991.352
2013-2014,North Carolina,85+,169047.388
2013-2014,North Carolina,total,9943964.0
2013-2014,North Dakota,0-5,50284.776000000005
2013-2014,North Dakota,10-14,42150.474
2013-2014,North Dakota,15-19,51024.258
2013-2014,North Dakota,20-24,68032.344
2013-2014,North Dakota,25-29,56200.632
2013-2014,North Dakota,30-34,51763.740000000005
2013-2014,North Dakota,35-39,42889.956
2013-2014,North Dakota,40-44,39932.028000000006
2013-2014,North Dakota,45-49,42150.474
2013-2014,North Dakota,5-9,49545.294
2013-2014,North Dakota,50-54,49545.294
2013-2014,North Dakota,55-59,50284.776000000005
2013-2014,North Dakota,60-64,42889.956
2013-2014,North Dakota,65-69,31797.726
2013-2014,North Dakota,70-74,22923.942
2013-2014,North Dakota,75-79,18487.05
2013-2014,North Dakota,80-84,14789.64
2013-2014,North Dakota,85+,17008.086
2013-2014,North Dakota,total,739482.0
2013-2014,Ohio,0-5,684055.6170000001
2013-2014,Ohio,10-14,742026.432
2013-2014,Ohio,15-19,776808.9210000001
2013-2014,Ohio,20-24,788403.084
2013-2014,Ohio,25-29,742026.432
2013-2014,Ohio,30-34,718838.106
2013-2014,Ohio,35-39,684055.6170000001
2013-2014,Ohio,40-44,742026.432
2013-2014,Ohio,45-49,753620.595
2013-2014,Ohio,5-9,730432.269
2013-2014,Ohio,50-54,846373.899
2013-2014,Ohio,55-59,846373.899
2013-2014,Ohio,60-64,730432.269
2013-2014,Ohio,65-69,579708.15
2013-2014,Ohio,70-74,428984.0310000001
2013-2014,Ohio,75-79,324636.56399999995
2013-2014,Ohio,80-84,220289.097
2013-2014,Ohio,85+,243477.423
2013-2014,Ohio,total,11594163.0
2013-2014,Oklahoma,0-5,263707.468
2013-2014,Oklahoma,10-14,259829.41700000002
2013-2014,Oklahoma,15-19,267585.51900000003
2013-2014,Oklahoma,20-24,283097.723
2013-2014,Oklahoma,25-29,263707.468
2013-2014,Oklahoma,30-34,263707.468
2013-2014,Oklahoma,35-39,236561.111
2013-2014,Oklahoma,40-44,240439.162
2013-2014,Oklahoma,45-49,224926.95799999998
2013-2014,Oklahoma,5-9,275341.621
2013-2014,Oklahoma,50-54,263707.468
2013-2014,Oklahoma,55-59,252073.315
2013-2014,Oklahoma,60-64,221048.907
2013-2014,Oklahoma,65-69,186146.448
2013-2014,Oklahoma,70-74,135731.785
2013-2014,Oklahoma,75-79,100829.32600000002
2013-2014,Oklahoma,80-84,69804.918
2013-2014,Oklahoma,85+,65926.867
2013-2014,Oklahoma,total,3878051.0
2013-2014,Oregon,0-5,226303.62300000002
2013-2014,Oregon,10-14,246154.818
2013-2014,Oregon,15-19,246154.818
2013-2014,Oregon,20-24,266006.01300000004
2013-2014,Oregon,25-29,266006.01300000004
2013-2014,Oregon,30-34,273946.49100000004
2013-2014,Oregon,35-39,258065.535
2013-2014,Oregon,40-44,266006.01300000004
2013-2014,Oregon,45-49,246154.818
2013-2014,Oregon,5-9,242184.579
2013-2014,Oregon,50-54,262035.774
2013-2014,Oregon,55-59,269976.25200000004
2013-2014,Oregon,60-64,273946.49100000004
2013-2014,Oregon,65-69,218363.145
2013-2014,Oregon,70-74,158809.56
2013-2014,Oregon,75-79,103226.214
2013-2014,Oregon,80-84,71464.30200000001
2013-2014,Oregon,85+,83375.019
2013-2014,Oregon,total,3970239.0
2013-2014,Pennsylvania,0-5,716083.7039999999
2013-2014,Pennsylvania,10-14,780019.749
2013-2014,Pennsylvania,15-19,843955.794
2013-2014,Pennsylvania,20-24,869530.212
2013-2014,Pennsylvania,25-29,843955.794
2013-2014,Pennsylvania,30-34,792806.958
2013-2014,Pennsylvania,35-39,728870.9130000001
2013-2014,Pennsylvania,40-44,792806.958
2013-2014,Pennsylvania,45-49,856743.003
2013-2014,Pennsylvania,5-9,728870.9130000001
2013-2014,Pennsylvania,50-54,946253.4660000001
2013-2014,Pennsylvania,55-59,946253.4660000001
2013-2014,Pennsylvania,60-64,831168.5850000001
2013-2014,Pennsylvania,65-69,664934.868
2013-2014,Pennsylvania,70-74,485913.942
2013-2014,Pennsylvania,75-79,370829.061
2013-2014,Pennsylvania,80-84,294105.807
2013-2014,Pennsylvania,85+,319680.22500000003
2013-2014,Pennsylvania,total,12787209.0
2013-2014,Puerto Rico,0-5,184516.64400000003
2013-2014,Puerto Rico,10-14,234194.20200000002
2013-2014,Puerto Rico,15-19,251936.18699999998
2013-2014,Puerto Rico,20-24,269678.172
2013-2014,Puerto Rico,25-29,212903.81999999998
2013-2014,Puerto Rico,30-34,216452.217
2013-2014,Puerto Rico,35-39,223549.011
2013-2014,Puerto Rico,40-44,234194.20200000002
2013-2014,Puerto Rico,45-49,230645.80500000002
2013-2014,Puerto Rico,5-9,209355.423
2013-2014,Puerto Rico,50-54,230645.80500000002
2013-2014,Puerto Rico,55-59,220000.614
2013-2014,Puerto Rico,60-64,216452.217
2013-2014,Puerto Rico,65-69,198710.232
2013-2014,Puerto Rico,70-74,156129.46800000002
2013-2014,Puerto Rico,75-79,113548.704
2013-2014,Puerto Rico,80-84,78064.73400000001
2013-2014,Puerto Rico,85+,70967.94
2013-2014,Puerto Rico,total,3548397.0
2013-2014,Rhode Island,0-5,54868.99600000001
2013-2014,Rhode Island,10-14,61200.03399999999
2013-2014,Rhode Island,15-19,73862.11
2013-2014,Rhode Island,20-24,82303.494
2013-2014,Rhode Island,25-29,71751.76400000001
2013-2014,Rhode Island,30-34,65420.726
2013-2014,Rhode Island,35-39,62255.207
2013-2014,Rhode Island,40-44,64365.553
2013-2014,Rhode Island,45-49,72806.937
2013-2014,Rhode Island,5-9,56979.342000000004
2013-2014,Rhode Island,50-54,79137.97499999999
2013-2014,Rhode Island,55-59,74917.283
2013-2014,Rhode Island,60-64,66475.899
2013-2014,Rhode Island,65-69,52758.65
2013-2014,Rhode Island,70-74,36931.055
2013-2014,Rhode Island,75-79,25324.152000000002
2013-2014,Rhode Island,80-84,23213.806
2013-2014,Rhode Island,85+,28489.671000000002
2013-2014,Rhode Island,total,1055173.0
2013-2014,South Carolina,0-5,285116.438
2013-2014,South Carolina,10-14,304446.366
2013-2014,South Carolina,15-19,318943.81200000003
2013-2014,South Carolina,20-24,347938.704
2013-2014,South Carolina,25-29,314111.33
2013-2014,South Carolina,30-34,304446.366
2013-2014,South Carolina,35-39,294781.402
2013-2014,South Carolina,40-44,309278.848
2013-2014,South Carolina,45-49,309278.848
2013-2014,South Carolina,5-9,309278.848
2013-2014,South Carolina,50-54,338273.74000000005
2013-2014,South Carolina,55-59,323776.294
2013-2014,South Carolina,60-64,309278.848
2013-2014,South Carolina,65-69,275451.474
2013-2014,South Carolina,70-74,193299.28
2013-2014,South Carolina,75-79,125644.532
2013-2014,South Carolina,80-84,86984.676
2013-2014,South Carolina,85+,82152.194
2013-2014,South Carolina,total,4832482.0
2013-2014,South Dakota,0-5,60575.424999999996
2013-2014,South Dakota,10-14,58869.075000000004
2013-2014,South Dakota,15-19,58869.075000000004
2013-2014,South Dakota,20-24,61428.600000000006
2013-2014,South Dakota,25-29,55456.375
2013-2014,South Dakota,30-34,56309.55
2013-2014,South Dakota,35-39,46924.625
2013-2014,South Dakota,40-44,49484.149999999994
2013-2014,South Dakota,45-49,47777.799999999996
2013-2014,South Dakota,5-9,58015.9
2013-2014,South Dakota,50-54,58869.075000000004
2013-2014,South Dakota,55-59,58869.075000000004
2013-2014,South Dakota,60-64,52043.674999999996
2013-2014,South Dakota,65-69,43511.924999999996
2013-2014,South Dakota,70-74,25595.25
2013-2014,South Dakota,75-79,21329.375
2013-2014,South Dakota,80-84,17916.675000000003
2013-2014,South Dakota,85+,20476.2
2013-2014,South Dakota,total,853175.0
2013-2014,Tennessee,0-5,399510.472
2013-2014,Tennessee,10-14,419158.528
2013-2014,Tennessee,15-19,432257.232
2013-2014,Tennessee,20-24,451905.28800000006
2013-2014,Tennessee,25-29,432257.232
2013-2014,Tennessee,30-34,425707.88
2013-2014,Tennessee,35-39,412609.176
2013-2014,Tennessee,40-44,432257.232
2013-2014,Tennessee,45-49,432257.232
2013-2014,Tennessee,5-9,419158.528
2013-2014,Tennessee,50-54,465003.99199999997
2013-2014,Tennessee,55-59,445355.93600000005
2013-2014,Tennessee,60-64,399510.472
2013-2014,Tennessee,65-69,340566.304
2013-2014,Tennessee,70-74,248875.376
2013-2014,Tennessee,75-79,170283.152
2013-2014,Tennessee,80-84,124437.688
2013-2014,Tennessee,85+,104789.632
2013-2014,Tennessee,total,6549352.0
2013-2014,Texas,0-5,1940900.9760000003
2013-2014,Texas,10-14,1994814.8920000002
2013-2014,Texas,15-19,1940900.9760000003
2013-2014,Texas,20-24,1967857.934
2013-2014,Texas,25-29,1940900.9760000003
2013-2014,Texas,30-34,1940900.9760000003
2013-2014,Texas,35-39,1833073.144
2013-2014,Texas,40-44,1833073.144
2013-2014,Texas,45-49,1698288.354
2013-2014,Texas,5-9,2021771.8499999999
2013-2014,Texas,50-54,1752202.27
2013-2014,Texas,55-59,1617417.48
2013-2014,Texas,60-64,1347847.9000000001
2013-2014,Texas,65-69,1051321.362
2013-2014,Texas,70-74,781751.7819999999
2013-2014,Texas,75-79,539139.16
2013-2014,Texas,80-84,377397.41199999995
2013-2014,Texas,85+,350440.454
2013-2014,Texas,total,26956958.0
2013-2014,Utah,0-5,250146.67
2013-2014,Utah,10-14,256032.474
2013-2014,Utah,15-19,226603.454
2013-2014,Utah,20-24,247203.768
2013-2014,Utah,25-29,211888.94400000002
2013-2014,Utah,30-34,226603.454
2013-2014,Utah,35-39,208946.042
2013-2014,Utah,40-44,179517.022
2013-2014,Utah,45-49,153030.904
2013-2014,Utah,5-9,258975.37600000002
2013-2014,Utah,50-54,155973.80599999998
2013-2014,Utah,55-59,147145.1
2013-2014,Utah,60-64,132430.59
2013-2014,Utah,65-69,100058.668
2013-2014,Utah,70-74,73572.55
2013-2014,Utah,75-79,55915.138
2013-2014,Utah,80-84,35314.824
2013-2014,Utah,85+,32371.922000000002
2013-2014,Utah,total,2942902.0
2013-2014,Vermont,0-5,30701.538
2013-2014,Vermont,10-14,33207.786
2013-2014,Vermont,15-19,43232.778000000006
2013-2014,Vermont,20-24,46365.588
2013-2014,Vermont,25-29,36340.596
2013-2014,Vermont,30-34,36967.158
2013-2014,Vermont,35-39,33834.348000000005
2013-2014,Vermont,40-44,38846.844
2013-2014,Vermont,45-49,41353.092000000004
2013-2014,Vermont,5-9,33834.348000000005
2013-2014,Vermont,50-54,48871.836
2013-2014,Vermont,55-59,52004.646
2013-2014,Vermont,60-64,44485.901999999995
2013-2014,Vermont,65-69,35714.034
2013-2014,Vermont,70-74,26942.165999999997
2013-2014,Vermont,75-79,16290.612000000001
2013-2014,Vermont,80-84,14410.926
2013-2014,Vermont,85+,13157.802000000001
2013-2014,Vermont,total,626562.0
2013-2014,Virginia,0-5,507903.629
2013-2014,Virginia,10-14,524556.207
2013-2014,Virginia,15-19,557861.363
2013-2014,Virginia,20-24,591166.519
2013-2014,Virginia,25-29,591166.519
2013-2014,Virginia,30-34,574513.941
2013-2014,Virginia,35-39,532882.496
2013-2014,Virginia,40-44,566187.652
2013-2014,Virginia,45-49,566187.652
2013-2014,Virginia,5-9,524556.207
2013-2014,Virginia,50-54,607819.097
2013-2014,Virginia,55-59,549535.074
2013-2014,Virginia,60-64,491251.05100000004
2013-2014,Virginia,65-69,391335.583
2013-2014,Virginia,70-74,291420.11500000005
2013-2014,Virginia,75-79,191504.647
2013-2014,Virginia,80-84,133220.624
2013-2014,Virginia,85+,141546.913
2013-2014,Virginia,total,8326289.0
2013-2014,Washington,0-5,444876.39
2013-2014,Washington,10-14,444876.39
2013-2014,Washington,15-19,437814.86
2013-2014,Washington,20-24,494307.10000000003
2013-2014,Washington,25-29,508430.16000000003
2013-2014,Washington,30-34,508430.16000000003
2013-2014,Washington,35-39,466060.98000000004
2013-2014,Washington,40-44,458999.45
2013-2014,Washington,45-49,451937.92
2013-2014,Washington,5-9,451937.92
2013-2014,Washington,50-54,494307.10000000003
2013-2014,Washington,55-59,480184.04000000004
2013-2014,Washington,60-64,430753.33
2013-2014,Washington,65-69,353076.5
2013-2014,Washington,70-74,240092.02000000002
2013-2014,Washington,75-79,155353.66
2013-2014,Washington,80-84,112984.48
2013-2014,Washington,85+,127107.54000000001
2013-2014,Washington,total,7061530.0
2013-2014,West Virginia,0-5,101767.93000000001
2013-2014,West Virginia,10-14,109169.23400000001
2013-2014,West Virginia,15-19,112869.886
2013-2014,West Virginia,20-24,122121.516
2013-2014,West Virginia,25-29,109169.23400000001
2013-2014,West Virginia,30-34,111019.56
2013-2014,West Virginia,35-39,107318.908
2013-2014,West Virginia,40-44,120271.19
