city,year,week_number,temp_mean_C,dewpoint_mean_C,RH_mean
 Ancona,2001,1,8.22,4.76,79.6
 Ancona,2001,2,7.75,4.06,78.3
 Ancona,2001,3,5.59,3.61,87.4
 Ancona,2001,4,9.14,5.87,80.6
 Ancona,2001,5,6.21,1.92,75.0
 Ancona,2001,6,9.56,5.78,78.1
 Ancona,2001,7,7.03,2.69,75.6
 Ancona,2001,8,7.64,2.24,70.5
 Ancona,2001,9,7.44,2.89,74.2
 Ancona,2001,10,11.84,8.02,78.3
 Ancona,2001,11,13.0,7.75,71.6
 Ancona,2001,12,16.83,8.79,60.2
 Ancona,2001,13,12.85,7.61,72.0
 Ancona,2001,14,11.83,6.5,71.5
 Ancona,2001,15,10.45,4.85,70.2
 Ancona,2001,16,10.47,5.15,71.3
 Ancona,2001,17,14.6,9.45,72.9
 Ancona,2001,18,17.29,13.61,80.1
 Ancona,2001,19,16.48,11.28,73.0
 Ancona,2001,20,18.35,12.93,72.1
 Ancona,2001,21,18.79,14.02,76.2
 Ancona,2001,22,22.8,13.32,57.4
 Ancona,2001,23,20.57,10.1,54.3
 Ancona,2001,24,22.25,11.4,53.2
 Ancona,2001,25,21.93,11.66,55.1
 Ancona,2001,26,25.02,15.49,58.7
 Ancona,2001,27,24.86,14.66,56.0
 Ancona,2001,28,25.54,16.43,59.3
 Ancona,2001,29,24.79,12.48,48.8
 Ancona,2001,30,25.64,16.08,58.5
 Ancona,2001,31,28.46,16.13,49.8
 Ancona,2001,32,25.98,15.43,54.5
 Ancona,2001,33,25.08,15.29,56.7
 Ancona,2001,34,24.66,18.2,69.4
 Ancona,2001,35,24.95,15.9,59.6
 Ancona,2001,36,20.63,11.4,59.0
 Ancona,2001,37,17.07,9.87,65.6
 Ancona,2001,38,15.89,10.97,74.7
 Ancona,2001,39,18.22,12.86,72.8
 Ancona,2001,40,20.22,16.0,78.1
 Ancona,2001,41,18.88,14.7,78.1
 Ancona,2001,42,16.92,12.93,79.2
 Ancona,2001,43,15.15,10.68,76.5
 Ancona,2001,44,13.02,8.36,75.0
 Ancona,2001,45,11.83,8.61,82.1
 Ancona,2001,46,8.94,5.76,81.3
 Ancona,2001,47,7.03,1.94,72.1
 Ancona,2001,48,7.75,4.11,78.7
 Ancona,2001,49,6.38,2.29,76.0
 Ancona,2001,50,3.67,-0.91,72.7
 Ancona,2001,51,3.42,-0.91,74.4
 Ancona,2001,52,3.52,-1.51,70.3
 Ancona,2001,53,4.88,0.61,75.8
 Ancona,2002,1,1.04,-5.45,64.2
 Ancona,2002,2,2.08,-1.94,76.4
 Ancona,2002,3,3.08,-0.28,79.3
 Ancona,2002,4,6.87,3.81,81.5
 Ancona,2002,5,6.79,4.92,88.3
 Ancona,2002,6,8.19,4.81,80.2
 Ancona,2002,7,8.83,6.53,86.5
 Ancona,2002,8,7.86,2.56,71.0
 Ancona,2002,9,11.54,6.19,70.7
 Ancona,2002,10,10.68,6.62,77.6
 Ancona,2002,11,10.53,6.41,77.6
 Ancona,2002,12,11.79,3.91,59.8
 Ancona,2002,13,8.44,1.42,63.6
 Ancona,2002,14,10.66,6.51,76.8
 Ancona,2002,15,12.16,8.56,80.4
 Ancona,2002,16,12.98,9.42,79.8
 Ancona,2002,17,14.87,8.33,66.9
 Ancona,2002,18,16.73,10.62,69.6
 Ancona,2002,19,16.58,13.06,81.0
 Ancona,2002,20,19.4,11.43,63.4
 Ancona,2002,21,19.76,14.59,73.6
 Ancona,2002,22,19.76,11.8,62.6
 Ancona,2002,23,19.84,13.01,66.7
 Ancona,2002,24,23.94,13.84,56.6
 Ancona,2002,25,27.64,16.65,54.3
 Ancona,2002,26,24.02,14.76,58.2
 Ancona,2002,27,25.31,15.38,56.9
 Ancona,2002,28,25.22,16.85,62.8
 Ancona,2002,29,23.14,16.67,69.2
 Ancona,2002,30,23.46,16.97,68.4
 Ancona,2002,31,25.35,19.33,70.9
 Ancona,2002,32,22.64,15.29,65.2
 Ancona,2002,33,23.31,16.26,66.8
 Ancona,2002,34,23.13,18.78,77.8
 Ancona,2002,35,21.35,17.5,79.7
 Ancona,2002,36,19.94,16.82,83.4
 Ancona,2002,37,18.37,13.52,74.8
 Ancona,2002,38,20.36,15.36,74.6
 Ancona,2002,39,14.37,9.82,75.1
 Ancona,2002,40,14.92,10.98,79.0
 Ancona,2002,41,15.72,12.56,82.6
 Ancona,2002,42,16.41,9.46,65.7
 Ancona,2002,43,17.31,11.29,69.3
 Ancona,2002,44,14.96,10.94,78.3
 Ancona,2002,45,8.89,4.03,73.1
 Ancona,2002,46,15.85,10.65,73.2
 Ancona,2002,47,13.45,8.79,74.6
 Ancona,2002,48,12.65,9.62,82.3
 Ancona,2002,49,9.78,6.75,81.8
 Ancona,2002,50,7.38,5.77,89.8
 Ancona,2002,51,7.11,4.2,82.3
 Ancona,2002,52,9.43,7.3,87.0
 Ancona,2002,53,10.27,8.07,86.3
 Ancona,2003,1,9.27,4.61,73.9
 Ancona,2003,2,3.06,-0.64,78.0
 Ancona,2003,3,5.49,2.19,80.4
 Ancona,2003,4,7.87,3.2,73.3
 Ancona,2003,5,4.52,-0.54,71.1
 Ancona,2003,6,2.82,-3.04,67.4
 Ancona,2003,7,2.24,-2.24,73.0
 Ancona,2003,8,3.46,-1.5,71.3
 Ancona,2003,9,7.17,3.61,79.4
 Ancona,2003,10,8.81,3.94,73.8
 Ancona,2003,11,8.05,0.74,60.9
 Ancona,2003,12,7.31,-0.05,62.0
 Ancona,2003,13,11.34,5.65,70.9
 Ancona,2003,14,7.75,1.49,66.9
 Ancona,2003,15,10.55,4.91,69.8
 Ancona,2003,16,13.18,6.97,68.4
 Ancona,2003,17,16.06,7.92,61.6
 Ancona,2003,18,19.51,11.2,61.4
 Ancona,2003,19,21.36,13.98,66.0
 Ancona,2003,20,18.38,10.05,60.7
 Ancona,2003,21,18.62,10.64,62.2
 Ancona,2003,22,22.08,15.84,69.2
 Ancona,2003,23,24.81,16.94,64.3
 Ancona,2003,24,27.46,18.64,61.0
 Ancona,2003,25,26.57,16.36,57.1
 Ancona,2003,26,27.22,17.67,59.6
 Ancona,2003,27,24.74,14.21,55.2
 Ancona,2003,28,26.06,17.35,60.7
 Ancona,2003,29,27.82,15.94,50.8
 Ancona,2003,30,27.57,17.9,57.9
 Ancona,2003,31,25.74,17.21,61.5
 Ancona,2003,32,28.82,16.9,50.7
 Ancona,2003,33,28.88,17.41,53.3
 Ancona,2003,34,26.03,18.67,66.2
 Ancona,2003,35,25.3,16.25,61.1
 Ancona,2003,36,19.43,13.16,69.5
 Ancona,2003,37,18.44,12.29,69.1
 Ancona,2003,38,19.24,12.11,66.9
 Ancona,2003,39,17.58,13.33,77.3
 Ancona,2003,40,19.17,12.56,67.7
 Ancona,2003,41,16.75,10.3,68.4
 Ancona,2003,42,13.28,7.64,69.8
 Ancona,2003,43,10.95,6.6,75.8
 Ancona,2003,44,13.46,9.21,76.4
 Ancona,2003,45,11.52,7.67,78.0
 Ancona,2003,46,11.2,8.11,81.9
 Ancona,2003,47,12.07,9.83,86.6
 Ancona,2003,48,10.33,7.39,82.7
 Ancona,2003,49,8.88,5.12,78.4
 Ancona,2003,50,8.06,3.85,77.6
 Ancona,2003,51,5.26,0.19,71.7
 Ancona,2003,52,5.16,0.01,71.3
 Ancona,2003,53,7.44,6.1,91.3
 Ancona,2004,1,4.17,0.66,78.7
 Ancona,2004,2,8.68,4.51,76.4
 Ancona,2004,3,7.93,2.54,70.6
 Ancona,2004,4,2.24,-2.27,73.7
 Ancona,2004,5,5.17,-0.32,70.1
 Ancona,2004,6,7.7,2.3,70.5
 Ancona,2004,7,4.82,-0.18,72.0
 Ancona,2004,8,8.4,5.74,84.2
 Ancona,2004,9,4.14,0.8,79.8
 Ancona,2004,10,5.01,0.22,72.4
 Ancona,2004,11,9.15,6.06,82.1
 Ancona,2004,12,12.41,6.4,68.2
 Ancona,2004,13,9.15,4.29,73.5
 Ancona,2004,14,13.3,8.3,73.6
 Ancona,2004,15,10.01,7.45,84.7
 Ancona,2004,16,12.14,9.19,83.1
 Ancona,2004,17,14.1,9.34,74.5
 Ancona,2004,18,15.84,11.51,77.0
 Ancona,2004,19,13.53,7.09,67.0
 Ancona,2004,20,15.73,8.33,64.6
 Ancona,2004,21,17.62,7.08,53.3
 Ancona,2004,22,17.8,11.62,69.6
 Ancona,2004,23,19.01,12.88,70.7
 Ancona,2004,24,22.64,13.14,59.2
 Ancona,2004,25,23.05,12.48,54.2
 Ancona,2004,26,25.56,14.78,53.8
 Ancona,2004,27,26.68,16.02,55.0
 Ancona,2004,28,23.71,11.03,47.8
 Ancona,2004,29,25.78,14.44,52.5
 Ancona,2004,30,25.04,17.36,65.2
 Ancona,2004,31,24.99,15.93,59.8
 Ancona,2004,32,24.22,20.3,80.0
 Ancona,2004,33,25.44,16.41,60.0
 Ancona,2004,34,25.52,14.22,52.5
 Ancona,2004,35,23.29,14.42,59.8
 Ancona,2004,36,22.74,15.72,66.8
 Ancona,2004,37,21.86,13.99,62.9
 Ancona,2004,38,19.43,15.33,79.1
 Ancona,2004,39,17.03,11.02,69.3
 Ancona,2004,40,18.78,14.49,77.6
 Ancona,2004,41,17.87,14.28,80.6
 Ancona,2004,42,15.58,10.93,75.6
 Ancona,2004,43,18.4,15.54,84.2
 Ancona,2004,44,18.73,16.23,86.2
 Ancona,2004,45,12.53,8.98,79.9
 Ancona,2004,46,10.27,6.96,80.9
 Ancona,2004,47,7.79,2.03,69.6
 Ancona,2004,48,8.71,5.76,82.5
 Ancona,2004,49,11.64,10.23,91.2
 Ancona,2004,50,7.76,4.95,83.2
 Ancona,2004,51,6.25,1.96,75.1
 Ancona,2004,52,6.24,2.53,77.9
 Ancona,2004,53,6.47,0.66,67.1
 Ancona,2005,1,5.53,0.89,74.0
 Ancona,2005,2,5.29,2.81,84.6
 Ancona,2005,3,4.37,-0.24,73.0
 Ancona,2005,4,2.87,0.14,82.9
 Ancona,2005,5,1.84,-3.33,69.5
 Ancona,2005,6,2.0,-3.18,70.2
 Ancona,2005,7,5.75,0.54,70.1
 Ancona,2005,8,3.16,0.05,81.1
 Ancona,2005,9,0.43,-4.28,72.2
 Ancona,2005,10,4.05,-2.62,63.9
 Ancona,2005,11,10.04,4.06,68.6
 Ancona,2005,12,12.02,7.87,77.6
 Ancona,2005,13,12.54,9.01,80.1
 Ancona,2005,14,10.22,4.18,68.4
 Ancona,2005,15,12.09,8.48,79.8
 Ancona,2005,16,11.11,5.52,70.0
 Ancona,2005,17,15.41,9.21,68.4
 Ancona,2005,18,18.33,10.31,61.7
 Ancona,2005,19,15.74,10.33,72.2
 Ancona,2005,20,16.82,11.8,73.9
 Ancona,2005,21,19.6,13.0,67.5
 Ancona,2005,22,21.6,14.34,65.5
 Ancona,2005,23,18.21,11.11,65.6
 Ancona,2005,24,19.93,13.97,70.9
 Ancona,2005,25,23.68,14.44,58.1
 Ancona,2005,26,27.15,17.05,56.7
 Ancona,2005,27,23.22,14.07,58.8
 Ancona,2005,28,21.68,15.03,68.2
 Ancona,2005,29,26.38,14.91,52.2
 Ancona,2005,30,25.73,19.21,69.4
 Ancona,2005,31,24.83,14.9,57.1
 Ancona,2005,32,20.94,14.78,69.9
 Ancona,2005,33,21.19,15.82,72.9
 Ancona,2005,34,21.07,15.79,73.2
 Ancona,2005,35,22.31,18.01,77.6
 Ancona,2005,36,20.93,16.77,78.2
 Ancona,2005,37,21.2,15.11,70.6
 Ancona,2005,38,17.88,14.2,80.1
 Ancona,2005,39,18.16,13.47,75.6
 Ancona,2005,40,15.06,11.49,80.9
 Ancona,2005,41,15.18,12.33,83.7
 Ancona,2005,42,13.3,10.21,82.7
 Ancona,2005,43,15.97,13.85,87.8
 Ancona,2005,44,14.26,12.35,88.8
 Ancona,2005,45,13.85,12.23,90.1
 Ancona,2005,46,10.74,8.47,86.5
 Ancona,2005,47,4.73,-0.46,70.6
 Ancona,2005,48,7.09,3.65,79.6
 Ancona,2005,49,8.97,4.71,75.2
 Ancona,2005,50,6.72,2.86,77.1
 Ancona,2005,51,3.05,-2.01,71.0
 Ancona,2005,52,4.46,1.38,81.2
 Ancona,2005,53,3.75,0.6,80.1
 Ancona,2006,1,5.65,2.99,83.4
 Ancona,2006,2,3.87,-0.45,74.0
 Ancona,2006,3,4.4,1.38,81.5
 Ancona,2006,4,2.76,-2.28,70.3
 Ancona,2006,5,7.6,4.45,81.7
 Ancona,2006,6,3.0,-2.82,67.1
 Ancona,2006,7,6.59,-0.22,63.9
 Ancona,2006,8,7.7,4.6,81.7
 Ancona,2006,9,6.47,2.13,75.2
 Ancona,2006,10,7.15,1.01,66.5
 Ancona,2006,11,5.3,0.49,72.2
 Ancona,2006,12,8.35,5.69,84.0
 Ancona,2006,13,14.08,7.12,64.5
 Ancona,2006,14,11.38,6.8,74.8
 Ancona,2006,15,12.48,6.06,67.0
 Ancona,2006,16,14.25,9.91,76.6
 Ancona,2006,17,15.12,11.16,79.5
 Ancona,2006,18,14.74,11.42,81.7
 Ancona,2006,19,15.21,10.25,74.2
 Ancona,2006,20,19.75,11.83,62.2
 Ancona,2006,21,19.74,13.68,70.1
 Ancona,2006,22,16.38,9.91,67.2
 Ancona,2006,23,16.35,8.97,63.8
 Ancona,2006,24,20.91,11.49,57.3
 Ancona,2006,25,25.47,15.08,54.5
 Ancona,2006,26,26.71,18.8,63.6
 Ancona,2006,27,22.63,16.99,71.8
 Ancona,2006,28,24.85,17.77,66.1
 Ancona,2006,29,24.15,13.41,53.9
 Ancona,2006,30,26.7,19.01,64.4
 Ancona,2006,31,24.6,16.93,64.5
 Ancona,2006,32,21.25,15.2,70.9
 Ancona,2006,33,23.39,15.91,64.8
 Ancona,2006,34,23.32,17.13,70.1
 Ancona,2006,35,19.56,11.88,64.1
 Ancona,2006,36,23.13,15.39,64.0
 Ancona,2006,37,20.47,15.03,73.1
 Ancona,2006,38,19.38,14.47,75.1
 Ancona,2006,39,18.66,14.31,77.4
 Ancona,2006,40,19.29,13.55,71.1
 Ancona,2006,41,15.91,11.92,78.3
 Ancona,2006,42,14.2,9.65,75.6
 Ancona,2006,43,17.77,13.83,79.2
 Ancona,2006,44,11.59,5.45,68.6
 Ancona,2006,45,11.05,5.27,69.5
 Ancona,2006,46,12.12,7.49,75.1
 Ancona,2006,47,11.8,8.08,79.0
 Ancona,2006,48,10.21,8.04,86.8
 Ancona,2006,49,10.83,7.12,78.7
 Ancona,2006,50,7.59,4.77,83.0
 Ancona,2006,51,7.45,3.92,79.1
 Ancona,2006,52,5.83,2.76,81.4
 Ancona,2006,53,8.41,4.6,77.5
 Ancona,2007,1,7.9,2.8,71.8
 Ancona,2007,2,8.76,5.58,81.2
 Ancona,2007,3,10.52,7.06,80.2
 Ancona,2007,4,6.82,2.1,73.5
 Ancona,2007,5,6.73,2.34,75.7
 Ancona,2007,6,9.58,4.22,71.3
 Ancona,2007,7,9.12,4.94,76.5
 Ancona,2007,8,9.96,7.46,85.0
 Ancona,2007,9,13.0,6.51,66.2
 Ancona,2007,10,11.51,7.3,76.5
 Ancona,2007,11,12.31,4.36,60.6
 Ancona,2007,12,8.33,3.45,72.7
 Ancona,2007,13,10.26,7.72,85.0
 Ancona,2007,14,11.84,6.44,72.2
 Ancona,2007,15,14.85,8.31,67.0
 Ancona,2007,16,16.01,9.17,67.0
 Ancona,2007,17,17.46,9.43,62.2
 Ancona,2007,18,16.2,11.82,76.9
 Ancona,2007,19,21.66,10.24,51.6
 Ancona,2007,20,19.44,7.24,48.1
 Ancona,2007,21,23.52,13.24,54.5
 Ancona,2007,22,17.53,11.24,68.3
 Ancona,2007,23,20.8,15.29,72.8
 Ancona,2007,24,25.31,12.62,48.2
 Ancona,2007,25,27.74,15.13,49.1
 Ancona,2007,26,25.35,12.42,46.9
 Ancona,2007,27,25.11,10.26,42.2
 Ancona,2007,28,23.97,10.49,46.3
 Ancona,2007,29,29.84,12.49,36.3
 Ancona,2007,30,28.09,14.16,45.1
 Ancona,2007,31,23.27,12.72,53.9
 Ancona,2007,32,23.22,13.82,59.2
 Ancona,2007,33,26.1,14.76,52.4
 Ancona,2007,34,23.67,16.92,68.7
 Ancona,2007,35,24.6,15.12,59.4
 Ancona,2007,36,17.63,8.86,59.2
 Ancona,2007,37,19.86,12.13,63.5
 Ancona,2007,38,18.89,11.46,64.8
 Ancona,2007,39,17.49,10.86,67.9
 Ancona,2007,40,19.34,13.35,70.8
 Ancona,2007,41,15.61,10.36,72.9
 Ancona,2007,42,11.53,4.96,66.4
 Ancona,2007,43,11.88,9.59,86.3
 Ancona,2007,44,12.39,9.13,81.2
 Ancona,2007,45,10.45,2.94,62.7
 Ancona,2007,46,6.59,1.67,72.0
 Ancona,2007,47,8.68,5.48,81.0
 Ancona,2007,48,7.91,3.48,74.8
 Ancona,2007,49,8.23,3.1,72.0
 Ancona,2007,50,5.58,1.2,74.6
 Ancona,2007,51,3.07,-0.57,77.9
 Ancona,2007,52,5.49,3.12,85.2
 Ancona,2007,53,6.26,2.15,75.8
 Ancona,2008,1,6.12,2.36,77.7
 Ancona,2008,2,8.84,6.64,86.5
 Ancona,2008,3,7.04,4.39,83.9
 Ancona,2008,4,6.31,-0.13,65.5
 Ancona,2008,5,8.43,4.56,77.9
 Ancona,2008,6,7.43,2.07,69.9
 Ancona,2008,7,3.34,-4.1,60.9
 Ancona,2008,8,6.35,1.83,74.8
 Ancona,2008,9,12.22,6.83,71.9
 Ancona,2008,10,8.1,4.1,78.2
 Ancona,2008,11,12.47,6.44,68.2
 Ancona,2008,12,8.09,2.85,71.1
 Ancona,2008,13,9.89,5.81,77.3
 Ancona,2008,14,11.6,5.25,67.1
 Ancona,2008,15,14.49,8.81,69.8
 Ancona,2008,16,13.58,7.42,68.5
 Ancona,2008,17,14.23,6.82,63.7
 Ancona,2008,18,14.98,8.08,65.9
 Ancona,2008,19,16.1,7.76,60.7
 Ancona,2008,20,18.67,12.6,70.3
 Ancona,2008,21,18.71,13.05,71.8
 Ancona,2008,22,22.52,14.18,61.9
 Ancona,2008,23,19.68,14.37,73.2
 Ancona,2008,24,19.83,13.48,68.3
 Ancona,2008,25,23.96,15.43,62.6
 Ancona,2008,26,27.79,18.1,58.3
 Ancona,2008,27,27.91,15.88,51.4
 Ancona,2008,28,26.88,13.06,45.8
 Ancona,2008,29,25.12,12.89,50.0
 Ancona,2008,30,22.95,14.84,62.6
 Ancona,2008,31,26.59,17.88,61.9
 Ancona,2008,32,26.28,16.22,56.1
 Ancona,2008,33,25.51,13.88,51.7
 Ancona,2008,34,24.72,13.65,52.4
 Ancona,2008,35,23.54,14.37,58.8
 Ancona,2008,36,26.69,13.8,47.5
 Ancona,2008,37,22.43,13.73,60.7
 Ancona,2008,38,15.37,8.43,65.0
 Ancona,2008,39,14.08,9.34,74.1
 Ancona,2008,40,15.88,8.07,62.6
 Ancona,2008,41,16.59,11.54,73.9
 Ancona,2008,42,17.5,12.4,74.0
 Ancona,2008,43,16.35,12.66,80.3
 Ancona,2008,44,17.12,11.31,70.9
 Ancona,2008,45,13.44,10.25,82.5
 Ancona,2008,46,12.5,8.79,79.0
 Ancona,2008,47,8.06,2.12,68.3
 Ancona,2008,48,8.57,4.66,77.6
 Ancona,2008,49,7.49,3.91,78.9
 Ancona,2008,50,7.91,5.5,85.2
 Ancona,2008,51,7.21,4.8,85.1
 Ancona,2008,52,5.08,1.27,77.1
 Ancona,2008,53,3.5,0.28,80.1
 Ancona,2009,1,3.2,-0.29,78.4
 Ancona,2009,2,5.54,2.69,82.2
 Ancona,2009,3,8.54,5.21,80.4
 Ancona,2009,4,6.86,4.41,85.0
 Ancona,2009,5,6.82,3.94,82.4
 Ancona,2009,6,9.15,5.08,76.3
 Ancona,2009,7,2.9,-4.77,58.7
 Ancona,2009,8,4.31,-1.31,68.3
 Ancona,2009,9,8.57,4.79,78.9
 Ancona,2009,10,9.65,3.23,66.3
 Ancona,2009,11,9.85,3.19,65.5
 Ancona,2009,12,7.92,-0.54,57.2
 Ancona,2009,13,12.45,8.47,78.2
 Ancona,2009,14,13.74,10.25,80.9
 Ancona,2009,15,13.85,9.56,77.2
 Ancona,2009,16,14.3,9.78,76.4
 Ancona,2009,17,13.79,10.54,81.6
 Ancona,2009,18,14.72,8.93,69.7
 Ancona,2009,19,19.77,10.31,57.3
 Ancona,2009,20,21.28,13.56,64.5
 Ancona,2009,21,25.38,12.78,49.0
 Ancona,2009,22,17.16,11.35,71.0
 Ancona,2009,23,21.92,13.82,61.2
 Ancona,2009,24,24.26,15.06,59.2
 Ancona,2009,25,19.84,13.59,69.2
 Ancona,2009,26,21.79,16.65,73.8
 Ancona,2009,27,24.73,17.53,66.6
 Ancona,2009,28,23.7,15.61,63.0
 Ancona,2009,29,25.74,14.86,54.0
 Ancona,2009,30,27.25,14.19,48.0
 Ancona,2009,31,25.96,16.34,58.7
 Ancona,2009,32,24.8,17.46,65.8
 Ancona,2009,33,26.0,18.56,66.3
 Ancona,2009,34,26.08,18.17,64.0
 Ancona,2009,35,25.12,18.35,68.4
 Ancona,2009,36,23.27,12.89,53.4
 Ancona,2009,37,20.1,15.92,78.3
 Ancona,2009,38,20.28,16.87,82.1
 Ancona,2009,39,19.69,14.69,75.2
 Ancona,2009,40,19.3,12.81,68.6
 Ancona,2009,41,16.47,10.9,71.8
 Ancona,2009,42,9.62,4.38,71.3
 Ancona,2009,43,13.98,11.38,84.9
 Ancona,2009,44,10.19,6.51,79.0
 Ancona,2009,45,10.58,7.67,83.0
 Ancona,2009,46,11.46,8.28,81.7
 Ancona,2009,47,11.17,8.65,85.2
 Ancona,2009,48,10.69,6.7,77.1
 Ancona,2009,49,8.81,5.23,78.9
 Ancona,2009,50,6.13,2.59,78.6
 Ancona,2009,51,3.71,-0.06,77.2
 Ancona,2009,52,10.66,6.9,78.5
 Ancona,2009,53,14.47,9.63,72.9
 Ancona,2010,1,6.07,3.0,81.8
 Ancona,2010,2,6.26,3.46,83.1
 Ancona,2010,3,4.57,1.93,83.5
 Ancona,2010,4,3.22,0.51,83.0
 Ancona,2010,5,3.55,-0.7,75.8
 Ancona,2010,6,4.68,1.85,82.4
 Ancona,2010,7,5.81,3.02,82.9
 Ancona,2010,8,9.59,6.21,80.2
 Ancona,2010,9,10.47,6.16,76.0
 Ancona,2010,10,4.04,-0.29,74.9
 Ancona,2010,11,6.79,1.38,71.6
 Ancona,2010,12,12.16,8.59,80.2
 Ancona,2010,13,13.99,6.12,61.1
 Ancona,2010,14,10.63,5.16,70.9
 Ancona,2010,15,10.46,6.58,78.3
 Ancona,2010,16,13.98,8.93,73.8
 Ancona,2010,17,15.64,11.6,78.5
 Ancona,2010,18,17.23,11.39,70.8
 Ancona,2010,19,16.45,11.12,72.1
 Ancona,2010,20,14.84,10.55,76.8
 Ancona,2010,21,19.67,11.48,61.0
 Ancona,2010,22,18.87,13.18,72.1
 Ancona,2010,23,22.04,15.65,68.8
 Ancona,2010,24,24.15,17.61,68.5
 Ancona,2010,25,19.48,13.1,67.9
 Ancona,2010,26,22.86,15.04,62.7
 Ancona,2010,27,24.98,17.91,66.8
 Ancona,2010,28,26.53,17.44,59.4
 Ancona,2010,29,26.81,19.97,67.7
 Ancona,2010,30,23.88,14.07,56.3
 Ancona,2010,31,22.35,17.17,74.3
 Ancona,2010,32,22.87,17.19,72.4
 Ancona,2010,33,23.47,16.56,67.9
 Ancona,2010,34,25.9,18.67,66.7
 Ancona,2010,35,21.45,14.33,67.4
 Ancona,2010,36,20.43,17.1,82.4
 Ancona,2010,37,19.56,14.39,73.3
 Ancona,2010,38,19.03,13.97,73.6
 Ancona,2010,39,16.93,11.68,73.6
 Ancona,2010,40,18.05,14.15,78.9
 Ancona,2010,41,14.76,10.77,78.1
 Ancona,2010,42,13.42,10.27,82.1
 Ancona,2010,43,12.62,7.83,74.0
 Ancona,2010,44,13.5,10.1,80.9
 Ancona,2010,45,12.85,9.14,78.9
 Ancona,2010,46,12.05,9.3,83.9
 Ancona,2010,47,9.82,6.69,81.7
 Ancona,2010,48,7.96,3.86,76.7
 Ancona,2010,49,9.79,5.33,74.3
 Ancona,2010,50,2.84,-1.98,72.4
 Ancona,2010,51,3.95,1.52,84.6
 Ancona,2010,52,5.77,2.59,80.8
 Ancona,2010,53,5.68,3.76,87.9
 Ancona,2011,1,5.49,2.22,80.4
 Ancona,2011,2,6.94,4.55,85.2
 Ancona,2011,3,5.66,4.04,89.6
 Ancona,2011,4,3.32,0.07,79.8
 Ancona,2011,5,6.08,2.73,80.1
 Ancona,2011,6,6.44,2.17,76.5
 Ancona,2011,7,8.79,5.02,78.3
 Ancona,2011,8,5.7,0.22,69.9
 Ancona,2011,9,5.38,3.01,85.1
 Ancona,2011,10,5.18,-1.28,66.1
 Ancona,2011,11,11.22,8.35,83.4
 Ancona,2011,12,9.83,3.44,66.0
 Ancona,2011,13,12.99,7.21,70.0
 Ancona,2011,14,16.06,8.08,61.2
 Ancona,2011,15,14.22,6.72,63.3
 Ancona,2011,16,13.12,6.81,67.0
 Ancona,2011,17,14.41,11.65,84.1
 Ancona,2011,18,14.51,10.24,77.2
 Ancona,2011,19,17.49,9.43,61.2
 Ancona,2011,20,17.14,10.43,66.8
 Ancona,2011,21,21.02,15.13,70.5
 Ancona,2011,22,19.93,14.03,70.2
 Ancona,2011,23,21.34,15.92,72.9
 Ancona,2011,24,21.99,14.99,66.9
 Ancona,2011,25,25.33,14.31,53.1
 Ancona,2011,26,23.62,14.87,60.7
 Ancona,2011,27,23.9,15.26,61.3
 Ancona,2011,28,28.34,17.11,52.8
 Ancona,2011,29,25.49,12.13,44.9
 Ancona,2011,30,20.41,15.03,72.8
 Ancona,2011,31,23.81,17.03,67.9
 Ancona,2011,32,24.45,15.09,57.8
 Ancona,2011,33,25.58,16.76,60.4
 Ancona,2011,34,27.95,16.23,51.2
 Ancona,2011,35,25.48,13.84,50.7
 Ancona,2011,36,24.8,16.88,62.9
 Ancona,2011,37,25.11,17.3,64.2
 Ancona,2011,38,21.05,13.63,64.8
 Ancona,2011,39,20.45,15.21,74.0
 Ancona,2011,40,19.46,11.97,64.7
 Ancona,2011,41,15.03,7.11,61.1
 Ancona,2011,42,12.65,6.59,68.3
 Ancona,2011,43,12.86,10.19,84.4
 Ancona,2011,44,13.65,10.81,83.7
 Ancona,2011,45,13.65,11.12,85.3
 Ancona,2011,46,8.37,4.78,79.3
 Ancona,2011,47,9.67,7.48,86.5
 Ancona,2011,48,8.68,6.19,85.3
 Ancona,2011,49,11.59,6.99,74.6
 Ancona,2011,50,11.56,6.97,74.4
 Ancona,2011,51,4.64,-0.16,72.3
 Ancona,2011,52,6.36,2.3,76.4
 Ancona,2011,53,5.28,-0.3,69.9
 Ancona,2012,1,7.44,2.38,72.5
 Ancona,2012,2,5.93,0.23,68.7
 Ancona,2012,3,3.48,-1.15,73.0
 Ancona,2012,4,5.52,0.1,70.0
 Ancona,2012,5,2.36,0.04,85.1
 Ancona,2012,6,0.22,-3.35,77.7
 Ancona,2012,7,1.45,-3.73,70.3
 Ancona,2012,8,6.78,2.1,74.3
 Ancona,2012,9,9.27,3.04,67.0
 Ancona,2012,10,8.12,3.66,74.6
 Ancona,2012,11,10.21,3.57,65.0
 Ancona,2012,12,12.67,7.0,70.3
 Ancona,2012,13,14.76,4.42,52.7
 Ancona,2012,14,14.01,8.8,72.4
 Ancona,2012,15,10.65,5.14,70.9
 Ancona,2012,16,12.44,7.19,72.1
 Ancona,2012,17,15.57,9.13,66.9
 Ancona,2012,18,17.87,10.71,65.7
 Ancona,2012,19,18.71,11.0,64.7
 Ancona,2012,20,13.8,6.14,62.4
 Ancona,2012,21,17.68,11.42,68.9
 Ancona,2012,22,20.89,11.2,56.3
