city,year,week_number,temp_mean_C,dewpoint_mean_C,RH_mean
 Cagliari,2010,40,20.99,15.83,74.4
 Cagliari,2010,41,19.68,16.91,84.8
 Cagliari,2010,42,15.85,9.97,69.0
 Cagliari,2010,43,14.48,9.08,71.8
 Cagliari,2010,44,15.43,12.33,82.8
 Cagliari,2010,45,15.22,12.35,83.9
 Cagliari,2010,46,14.74,11.22,80.3
 Cagliari,2010,47,12.31,8.27,77.3
 Cagliari,2010,48,12.35,9.22,81.8
 Cagliari,2010,49,12.28,8.22,76.9
 Cagliari,2010,50,8.96,4.41,74.3
 Cagliari,2010,51,11.46,8.87,84.7
 Cagliari,2010,52,8.84,5.53,80.3
 Cagliari,2010,53,11.26,8.7,84.9
 Cagliari,2011,1,10.13,7.97,86.9
 Cagliari,2011,2,11.51,9.13,86.0
 Cagliari,2011,3,9.69,7.01,84.1
 Cagliari,2011,4,7.46,4.08,80.1
 Cagliari,2011,5,9.18,6.27,83.2
 Cagliari,2011,6,9.2,5.92,81.6
 Cagliari,2011,7,10.01,6.61,80.5
 Cagliari,2011,8,10.09,4.51,70.4
 Cagliari,2011,9,8.64,4.97,78.9
 Cagliari,2011,10,9.51,4.66,73.1
 Cagliari,2011,11,13.37,10.78,84.7
 Cagliari,2011,12,10.82,6.96,78.3
 Cagliari,2011,13,13.49,10.28,82.1
 Cagliari,2011,14,16.0,9.3,67.5
 Cagliari,2011,15,15.78,10.12,71.0
 Cagliari,2011,16,13.9,8.93,74.1
 Cagliari,2011,17,15.26,12.17,82.8
 Cagliari,2011,18,16.66,13.05,80.6
 Cagliari,2011,19,17.45,11.34,69.8
 Cagliari,2011,20,17.92,10.78,65.0
 Cagliari,2011,21,19.99,14.66,73.2
 Cagliari,2011,22,19.56,12.6,66.3
 Cagliari,2011,23,20.49,15.13,73.4
 Cagliari,2011,24,21.81,14.77,66.2
 Cagliari,2011,25,23.2,15.54,64.1
 Cagliari,2011,26,24.72,14.99,57.6
 Cagliari,2011,27,24.48,16.53,63.6
 Cagliari,2011,28,26.29,17.5,61.1
 Cagliari,2011,29,24.28,15.45,59.7
 Cagliari,2011,30,23.42,15.28,61.9
 Cagliari,2011,31,24.11,16.54,64.7
 Cagliari,2011,32,24.87,16.59,62.9
 Cagliari,2011,33,25.52,17.92,65.1
 Cagliari,2011,34,26.68,18.51,63.3
 Cagliari,2011,35,24.69,17.11,64.9
 Cagliari,2011,36,23.94,18.38,72.3
 Cagliari,2011,37,23.85,19.02,76.0
 Cagliari,2011,38,21.89,14.65,66.1
 Cagliari,2011,39,21.4,16.41,75.1
 Cagliari,2011,40,20.9,15.38,72.6
 Cagliari,2011,41,19.2,12.38,67.5
 Cagliari,2011,42,16.77,11.05,70.3
 Cagliari,2011,43,18.29,14.58,79.7
 Cagliari,2011,44,18.05,15.09,83.3
 Cagliari,2011,45,16.03,12.8,82.0
 Cagliari,2011,46,14.39,9.78,74.8
 Cagliari,2011,47,15.37,13.03,86.2
 Cagliari,2011,48,13.96,11.36,85.0
 Cagliari,2011,49,14.31,10.18,76.9
 Cagliari,2011,50,13.89,10.68,81.6
 Cagliari,2011,51,9.98,5.03,72.3
 Cagliari,2011,52,10.12,5.94,76.0
 Cagliari,2011,53,12.37,8.96,79.7
 Cagliari,2012,1,11.83,7.31,75.0
 Cagliari,2012,2,9.76,5.45,76.0
 Cagliari,2012,3,9.77,5.36,75.0
 Cagliari,2012,4,10.82,6.65,76.2
 Cagliari,2012,5,7.41,3.83,78.8
 Cagliari,2012,6,4.91,0.37,73.4
 Cagliari,2012,7,6.23,2.03,75.8
 Cagliari,2012,8,9.63,5.6,77.4
 Cagliari,2012,9,11.02,7.02,78.5
 Cagliari,2012,10,10.1,5.25,73.5
 Cagliari,2012,11,12.4,7.52,74.4
 Cagliari,2012,12,14.08,10.12,78.6
 Cagliari,2012,13,14.66,7.23,63.9
 Cagliari,2012,14,15.32,10.21,74.0
 Cagliari,2012,15,13.6,8.38,72.2
 Cagliari,2012,16,13.26,8.84,75.7
 Cagliari,2012,17,16.14,10.71,72.0
 Cagliari,2012,18,16.49,11.58,74.3
 Cagliari,2012,19,18.4,11.84,68.0
 Cagliari,2012,20,17.67,9.49,60.6
 Cagliari,2012,21,17.78,13.99,79.6
 Cagliari,2012,22,20.87,15.55,73.6
 Cagliari,2012,23,22.01,14.83,65.6
 Cagliari,2012,24,22.13,13.5,59.7
 Cagliari,2012,25,25.57,14.93,54.1
 Cagliari,2012,26,26.09,17.15,60.0
 Cagliari,2012,27,25.09,17.95,66.9
 Cagliari,2012,28,27.36,17.37,56.6
 Cagliari,2012,29,25.51,15.32,55.7
 Cagliari,2012,30,24.37,17.52,67.1
 Cagliari,2012,31,27.42,18.81,62.1
 Cagliari,2012,32,28.2,18.01,57.0
 Cagliari,2012,33,27.28,19.56,65.3
 Cagliari,2012,34,27.95,20.5,66.1
 Cagliari,2012,35,24.74,16.14,61.1
 Cagliari,2012,36,21.36,16.55,75.6
 Cagliari,2012,37,22.18,15.71,68.6
 Cagliari,2012,38,21.97,16.1,71.8
 Cagliari,2012,39,24.44,18.49,71.0
 Cagliari,2012,40,20.57,16.17,77.3
 Cagliari,2012,41,21.67,17.52,78.5
 Cagliari,2012,42,19.8,15.21,76.3
 Cagliari,2012,43,19.27,16.65,85.4
 Cagliari,2012,44,15.0,10.45,75.1
 Cagliari,2012,45,16.45,12.88,80.0
 Cagliari,2012,46,17.32,14.86,85.8
 Cagliari,2012,47,14.18,11.79,86.4
 Cagliari,2012,48,12.25,9.33,82.9
 Cagliari,2012,49,10.82,6.2,73.6
 Cagliari,2012,50,10.42,5.61,73.3
 Cagliari,2012,51,12.45,9.15,81.1
 Cagliari,2012,52,11.94,9.19,84.2
 Cagliari,2012,53,9.71,7.04,84.3
 Cagliari,2013,1,10.19,8.1,87.5
 Cagliari,2013,2,11.25,7.49,78.4
 Cagliari,2013,3,9.91,6.05,77.5
 Cagliari,2013,4,9.26,5.5,78.1
 Cagliari,2013,5,11.13,7.47,78.9
 Cagliari,2013,6,8.15,4.16,76.6
 Cagliari,2013,7,8.3,4.73,79.3
 Cagliari,2013,8,8.63,4.86,78.1
 Cagliari,2013,9,9.37,6.22,81.6
 Cagliari,2013,10,13.94,11.37,85.0
 Cagliari,2013,11,10.22,6.03,76.0
 Cagliari,2013,12,12.37,9.05,81.2
 Cagliari,2013,13,13.75,10.82,83.3
 Cagliari,2013,14,13.21,9.29,78.0
 Cagliari,2013,15,15.26,10.29,74.2
 Cagliari,2013,16,15.02,9.38,70.5
 Cagliari,2013,17,16.06,12.62,80.7
 Cagliari,2013,18,17.26,13.37,78.8
 Cagliari,2013,19,17.98,11.48,67.5
 Cagliari,2013,20,17.17,12.05,73.5
 Cagliari,2013,21,15.82,9.27,66.4
 Cagliari,2013,22,17.07,10.96,68.5
 Cagliari,2013,23,19.48,12.81,67.3
 Cagliari,2013,24,22.6,13.38,58.4
 Cagliari,2013,25,22.58,15.13,64.3
 Cagliari,2013,26,20.7,13.33,64.6
 Cagliari,2013,27,23.8,16.49,65.7
 Cagliari,2013,28,25.59,17.96,64.6
 Cagliari,2013,29,26.2,18.43,64.5
 Cagliari,2013,30,27.16,18.65,62.2
 Cagliari,2013,31,26.82,17.18,58.1
 Cagliari,2013,32,27.23,17.99,59.4
 Cagliari,2013,33,25.8,18.14,64.5
 Cagliari,2013,34,25.06,17.7,65.4
 Cagliari,2013,35,23.57,17.45,70.5
 Cagliari,2013,36,23.44,18.22,74.3
 Cagliari,2013,37,20.62,15.08,71.7
 Cagliari,2013,38,21.13,15.46,71.4
 Cagliari,2013,39,21.89,17.55,78.0
 Cagliari,2013,40,22.5,17.87,76.7
 Cagliari,2013,41,19.87,14.61,74.2
 Cagliari,2013,42,21.21,16.51,76.6
 Cagliari,2013,43,21.38,18.07,82.5
 Cagliari,2013,44,18.62,15.17,81.7
 Cagliari,2013,45,17.77,13.15,75.5
 Cagliari,2013,46,15.07,10.65,76.1
 Cagliari,2013,47,10.69,6.93,78.1
 Cagliari,2013,48,8.05,3.65,75.1
 Cagliari,2013,49,11.13,8.32,83.6
 Cagliari,2013,50,10.18,7.35,83.7
 Cagliari,2013,51,11.72,9.21,85.2
 Cagliari,2013,52,11.35,8.5,83.2
 Cagliari,2013,53,8.71,5.32,80.1
 Cagliari,2014,1,11.98,9.38,84.8
 Cagliari,2014,2,10.86,9.11,89.3
 Cagliari,2014,3,10.75,7.98,83.6
 Cagliari,2014,4,10.21,6.55,78.7
 Cagliari,2014,5,9.41,6.42,82.4
 Cagliari,2014,6,11.49,7.96,79.9
 Cagliari,2014,7,13.19,9.87,81.3
 Cagliari,2014,8,11.21,7.34,78.2
 Cagliari,2014,9,9.66,5.99,78.7
 Cagliari,2014,10,10.75,6.48,76.4
 Cagliari,2014,11,12.19,8.47,79.3
 Cagliari,2014,12,12.39,9.33,82.6
 Cagliari,2014,13,12.09,8.9,81.7
 Cagliari,2014,14,14.6,11.4,82.3
 Cagliari,2014,15,14.72,11.1,80.2
 Cagliari,2014,16,14.96,8.84,69.5
 Cagliari,2014,17,15.26,10.26,73.8
 Cagliari,2014,18,15.25,10.59,75.3
 Cagliari,2014,19,18.56,10.94,64.6
 Cagliari,2014,20,16.96,9.87,66.8
 Cagliari,2014,21,18.77,13.44,73.0
 Cagliari,2014,22,18.78,10.82,62.4
 Cagliari,2014,23,22.76,12.18,53.7
 Cagliari,2014,24,24.05,15.67,61.9
 Cagliari,2014,25,23.1,14.28,60.2
 Cagliari,2014,26,23.65,15.88,63.8
 Cagliari,2014,27,24.25,17.53,68.0
 Cagliari,2014,28,22.58,14.62,62.4
 Cagliari,2014,29,25.39,17.12,61.8
 Cagliari,2014,30,25.33,17.24,63.2
 Cagliari,2014,31,25.06,17.17,63.6
 Cagliari,2014,32,25.81,18.7,67.3
 Cagliari,2014,33,24.37,15.18,59.0
 Cagliari,2014,34,24.62,17.05,65.1
 Cagliari,2014,35,25.11,16.57,62.2
 Cagliari,2014,36,23.66,16.8,67.7
 Cagliari,2014,37,24.19,17.44,68.5
 Cagliari,2014,38,25.31,19.65,72.6
 Cagliari,2014,39,21.98,15.29,67.6
 Cagliari,2014,40,21.4,16.23,74.1
 Cagliari,2014,41,23.15,19.1,79.4
 Cagliari,2014,42,21.64,16.16,73.3
 Cagliari,2014,43,17.48,10.73,66.5
 Cagliari,2014,44,16.53,11.39,73.4
 Cagliari,2014,45,16.33,12.72,79.9
 Cagliari,2014,46,15.81,11.92,78.5
 Cagliari,2014,47,16.11,13.29,84.1
 Cagliari,2014,48,17.22,13.65,80.5
 Cagliari,2014,49,12.05,8.93,82.0
 Cagliari,2014,50,11.68,8.18,80.1
 Cagliari,2014,51,12.19,9.23,82.8
 Cagliari,2014,52,9.53,4.61,72.6
 Cagliari,2014,53,4.16,-1.73,65.9
 Cagliari,2015,1,9.79,5.6,76.6
 Cagliari,2015,2,11.6,8.37,81.4
 Cagliari,2015,3,10.31,6.92,80.7
 Cagliari,2015,4,8.74,4.79,77.4
 Cagliari,2015,5,9.0,5.45,78.9
 Cagliari,2015,6,7.82,3.86,77.5
 Cagliari,2015,7,10.19,7.22,82.6
 Cagliari,2015,8,10.21,6.91,80.6
 Cagliari,2015,9,11.13,7.51,79.5
 Cagliari,2015,10,9.37,3.15,66.9
 Cagliari,2015,11,11.62,7.95,79.5
 Cagliari,2015,12,12.92,10.7,86.7
 Cagliari,2015,13,13.72,8.91,73.5
 Cagliari,2015,14,11.8,5.68,68.1
 Cagliari,2015,15,13.75,9.02,75.2
 Cagliari,2015,16,16.04,10.52,71.8
 Cagliari,2015,17,16.22,11.55,75.2
 Cagliari,2015,18,19.66,12.39,65.2
 Cagliari,2015,19,20.43,11.54,59.8
 Cagliari,2015,20,19.82,10.6,58.1
 Cagliari,2015,21,17.42,10.89,67.5
 Cagliari,2015,22,20.34,12.56,63.2
 Cagliari,2015,23,23.55,15.77,63.7
 Cagliari,2015,24,22.41,17.05,72.7
 Cagliari,2015,25,23.04,15.88,66.4
 Cagliari,2015,26,24.64,16.6,63.3
 Cagliari,2015,27,27.59,18.11,58.2
 Cagliari,2015,28,26.42,18.69,64.3
 Cagliari,2015,29,27.89,19.48,62.7
 Cagliari,2015,30,27.14,18.94,62.9
 Cagliari,2015,31,28.08,19.35,61.0
 Cagliari,2015,32,27.5,18.9,61.3
 Cagliari,2015,33,25.35,16.83,61.7
 Cagliari,2015,34,25.01,17.3,65.0
 Cagliari,2015,35,25.69,19.71,71.8
 Cagliari,2015,36,23.24,16.07,65.7
 Cagliari,2015,37,24.44,19.36,75.1
 Cagliari,2015,38,23.06,15.79,65.7
 Cagliari,2015,39,19.65,14.3,73.0
 Cagliari,2015,40,20.92,17.31,80.9
 Cagliari,2015,41,18.95,15.35,80.7
 Cagliari,2015,42,18.2,14.89,82.0
 Cagliari,2015,43,17.06,13.28,79.5
 Cagliari,2015,44,17.36,13.93,81.0
 Cagliari,2015,45,15.96,13.25,84.9
 Cagliari,2015,46,15.82,12.85,83.3
 Cagliari,2015,47,13.18,8.84,75.8
 Cagliari,2015,48,12.1,7.6,74.8
 Cagliari,2015,49,12.54,10.16,86.0
 Cagliari,2015,50,10.2,6.81,81.2
 Cagliari,2015,51,11.52,9.6,88.7
 Cagliari,2015,52,11.28,9.4,88.8
 Cagliari,2015,53,10.49,8.8,89.8
 Cagliari,2016,1,13.57,10.34,81.5
 Cagliari,2016,2,13.91,9.94,77.9
 Cagliari,2016,3,8.74,3.51,71.2
 Cagliari,2016,4,9.9,6.98,83.3
 Cagliari,2016,5,12.21,8.63,80.0
 Cagliari,2016,6,12.52,8.42,77.2
 Cagliari,2016,7,12.45,9.54,82.8
 Cagliari,2016,8,11.98,7.24,74.0
 Cagliari,2016,9,11.34,7.5,77.9
 Cagliari,2016,10,9.84,4.81,71.8
 Cagliari,2016,11,10.61,7.04,79.8
 Cagliari,2016,12,12.4,9.03,81.3
 Cagliari,2016,13,14.03,10.03,78.3
 Cagliari,2016,14,15.81,11.46,76.6
 Cagliari,2016,15,15.14,8.93,68.4
 Cagliari,2016,16,17.2,9.85,64.3
 Cagliari,2016,17,15.58,8.83,66.0
 Cagliari,2016,18,15.22,9.39,70.2
 Cagliari,2016,19,16.88,13.34,80.7
 Cagliari,2016,20,16.78,10.44,68.0
 Cagliari,2016,21,18.68,9.44,57.3
 Cagliari,2016,22,20.79,12.39,60.8
 Cagliari,2016,23,21.83,14.0,63.6
 Cagliari,2016,24,22.73,14.89,63.1
 Cagliari,2016,25,21.75,13.35,61.0
 Cagliari,2016,26,25.29,15.05,55.6
 Cagliari,2016,27,25.85,16.32,58.1
 Cagliari,2016,28,26.26,16.36,56.7
 Cagliari,2016,29,24.31,12.79,50.8
 Cagliari,2016,30,25.89,17.91,63.8
 Cagliari,2016,31,26.32,17.32,60.0
 Cagliari,2016,32,25.25,16.03,58.7
 Cagliari,2016,33,24.21,16.23,63.2
 Cagliari,2016,34,25.6,16.09,57.8
 Cagliari,2016,35,25.44,18.02,65.6
 Cagliari,2016,36,25.18,16.91,63.1
 Cagliari,2016,37,24.13,18.81,73.9
 Cagliari,2016,38,21.27,15.33,70.0
 Cagliari,2016,39,20.26,15.81,77.0
 Cagliari,2016,40,20.71,15.81,75.4
 Cagliari,2016,41,18.86,13.09,70.6
 Cagliari,2016,42,19.17,14.09,74.0
 Cagliari,2016,43,19.58,16.05,81.2
 Cagliari,2016,44,16.7,11.21,72.3
 Cagliari,2016,45,16.06,11.32,74.4
 Cagliari,2016,46,14.77,11.01,79.0
 Cagliari,2016,47,16.45,14.06,86.2
 Cagliari,2016,48,11.39,7.47,78.1
 Cagliari,2016,49,13.42,10.59,83.5
 Cagliari,2016,50,12.14,8.71,80.5
 Cagliari,2016,51,13.09,9.42,79.3
 Cagliari,2016,52,11.83,8.78,82.8
 Cagliari,2016,53,7.28,1.67,68.4
 Cagliari,2017,1,8.37,3.03,70.6
 Cagliari,2017,2,8.86,4.41,74.6
 Cagliari,2017,3,7.61,3.69,76.7
 Cagliari,2017,4,10.34,6.88,80.1
 Cagliari,2017,5,11.28,9.02,86.8
 Cagliari,2017,6,11.19,8.5,83.9
 Cagliari,2017,7,12.27,9.46,83.7
 Cagliari,2017,8,11.51,7.43,77.6
 Cagliari,2017,9,12.24,7.72,75.5
 Cagliari,2017,10,13.0,7.61,71.4
 Cagliari,2017,11,12.25,6.77,71.8
 Cagliari,2017,12,14.53,10.35,77.4
 Cagliari,2017,13,13.35,7.27,69.0
 Cagliari,2017,14,14.07,9.49,75.5
 Cagliari,2017,15,16.36,9.47,66.6
 Cagliari,2017,16,14.03,5.56,59.4
 Cagliari,2017,17,15.15,9.63,71.9
 Cagliari,2017,18,16.18,10.08,68.7
 Cagliari,2017,19,18.6,11.22,64.3
 Cagliari,2017,20,19.99,11.85,61.4
 Cagliari,2017,21,20.49,12.95,64.1
 Cagliari,2017,22,21.15,15.04,69.9
 Cagliari,2017,23,21.74,14.87,67.1
 Cagliari,2017,24,25.2,17.31,63.4
 Cagliari,2017,25,25.08,17.27,63.7
 Cagliari,2017,26,26.67,16.84,56.7
 Cagliari,2017,27,24.76,16.0,59.9
 Cagliari,2017,28,27.05,17.5,58.5
 Cagliari,2017,29,25.53,18.66,67.7
 Cagliari,2017,30,25.92,17.53,61.5
 Cagliari,2017,31,29.06,17.49,51.9
 Cagliari,2017,32,27.48,17.8,57.1
 Cagliari,2017,33,26.16,17.17,59.5
 Cagliari,2017,34,25.34,17.41,63.9
 Cagliari,2017,35,26.68,17.29,58.8
 Cagliari,2017,36,23.41,15.54,62.9
 Cagliari,2017,37,22.3,14.97,65.0
 Cagliari,2017,38,20.02,11.66,60.8
 Cagliari,2017,39,20.73,14.85,71.1
 Cagliari,2017,40,20.49,13.93,68.5
 Cagliari,2017,41,19.37,12.8,67.7
 Cagliari,2017,42,19.29,15.29,79.4
 Cagliari,2017,43,17.99,10.45,64.0
 Cagliari,2017,44,17.01,12.14,74.3
 Cagliari,2017,45,13.76,8.81,73.3
 Cagliari,2017,46,12.69,8.16,75.0
 Cagliari,2017,47,13.38,9.66,79.6
 Cagliari,2017,48,10.99,4.83,66.9
 Cagliari,2017,49,9.37,4.62,73.3
 Cagliari,2017,50,12.86,8.75,76.6
 Cagliari,2017,51,8.24,3.04,71.1
 Cagliari,2017,52,10.62,6.3,76.2
 Cagliari,2017,53,13.49,10.68,83.9
 Cagliari,2018,1,13.74,10.07,79.3
 Cagliari,2018,2,10.56,7.66,83.1
 Cagliari,2018,3,12.05,7.61,75.5
 Cagliari,2018,4,12.65,9.62,82.5
 Cagliari,2018,5,10.32,6.28,77.3
 Cagliari,2018,6,9.17,5.38,78.1
 Cagliari,2018,7,10.3,6.42,77.9
 Cagliari,2018,8,8.21,5.03,81.4
 Cagliari,2018,9,11.19,7.04,76.6
 Cagliari,2018,10,12.58,9.73,83.3
 Cagliari,2018,11,13.16,9.31,78.6
 Cagliari,2018,12,9.8,5.45,75.4
 Cagliari,2018,13,12.78,8.22,75.1
 Cagliari,2018,14,13.96,10.1,78.7
 Cagliari,2018,15,14.63,10.14,75.5
 Cagliari,2018,16,16.65,12.13,76.0
 Cagliari,2018,17,17.91,12.09,70.3
 Cagliari,2018,18,15.46,12.87,85.4
 Cagliari,2018,19,17.04,13.71,81.6
 Cagliari,2018,20,16.33,12.05,77.0
 Cagliari,2018,21,18.9,14.83,78.7
 Cagliari,2018,22,21.36,16.47,75.1
 Cagliari,2018,23,20.84,15.81,74.6
 Cagliari,2018,24,21.92,16.54,73.1
 Cagliari,2018,25,23.67,17.12,68.4
 Cagliari,2018,26,22.9,16.72,70.1
 Cagliari,2018,27,25.31,19.02,70.0
 Cagliari,2018,28,26.77,18.74,63.5
 Cagliari,2018,29,26.47,18.72,64.5
 Cagliari,2018,30,26.79,18.05,61.2
 Cagliari,2018,31,27.79,20.61,66.6
 Cagliari,2018,32,26.35,21.3,75.3
 Cagliari,2018,33,25.44,19.38,70.7
 Cagliari,2018,34,23.89,18.48,73.1
 Cagliari,2018,35,23.96,16.6,65.3
 Cagliari,2018,36,24.27,18.72,72.9
 Cagliari,2018,37,24.2,19.38,76.0
 Cagliari,2018,38,23.42,19.37,79.0
 Cagliari,2018,39,21.14,14.91,69.6
 Cagliari,2018,40,18.85,14.74,78.2
 Cagliari,2018,41,20.42,17.49,83.8
 Cagliari,2018,42,19.67,17.11,85.7
 Cagliari,2018,43,18.19,13.87,77.3
 Cagliari,2018,44,16.12,12.68,80.8
 Cagliari,2018,45,15.25,12.61,85.0
 Cagliari,2018,46,15.42,12.9,85.5
 Cagliari,2018,47,14.58,12.05,85.3
 Cagliari,2018,48,12.43,8.97,80.2
 Cagliari,2018,49,13.92,10.53,80.8
 Cagliari,2018,50,11.94,8.35,79.3
 Cagliari,2018,51,11.78,9.0,83.7
 Cagliari,2018,52,10.49,7.8,84.4
 Cagliari,2018,53,9.18,5.45,79.6
 Cagliari,2019,1,8.22,3.98,75.8
 Cagliari,2019,2,8.71,3.95,73.1
 Cagliari,2019,3,9.23,6.41,83.3
 Cagliari,2019,4,8.84,4.39,74.5
 Cagliari,2019,5,10.23,6.22,76.9
 Cagliari,2019,6,10.3,6.58,79.0
 Cagliari,2019,7,9.65,4.79,73.8
 Cagliari,2019,8,9.66,4.73,73.7
 Cagliari,2019,9,12.13,7.39,74.5
 Cagliari,2019,10,13.47,8.52,74.1
 Cagliari,2019,11,12.5,5.66,65.6
 Cagliari,2019,12,12.85,7.38,71.2
 Cagliari,2019,13,12.1,6.56,70.8
 Cagliari,2019,14,12.12,8.16,78.5
 Cagliari,2019,15,12.75,9.11,79.6
 Cagliari,2019,16,15.16,10.39,74.2
 Cagliari,2019,17,15.88,10.61,72.3
 Cagliari,2019,18,14.36,8.5,70.0
 Cagliari,2019,19,16.5,10.32,68.7
 Cagliari,2019,20,15.55,10.27,72.3
 Cagliari,2019,21,17.47,11.99,72.9
 Cagliari,2019,22,18.78,12.89,70.6
 Cagliari,2019,23,22.62,15.95,67.6
 Cagliari,2019,24,22.87,16.52,69.4
 Cagliari,2019,25,24.15,16.62,64.6
 Cagliari,2019,26,26.99,18.15,60.4
 Cagliari,2019,27,27.77,18.7,60.0
 Cagliari,2019,28,26.53,18.28,62.4
 Cagliari,2019,29,25.5,17.83,64.7
 Cagliari,2019,30,26.54,19.12,65.4
 Cagliari,2019,31,27.42,17.77,58.5
 Cagliari,2019,32,28.01,20.59,66.1
 Cagliari,2019,33,25.57,17.25,62.6
 Cagliari,2019,34,25.59,20.5,74.8
 Cagliari,2019,35,24.34,20.75,81.1
 Cagliari,2019,36,22.72,15.66,66.0
 Cagliari,2019,37,23.35,17.75,72.2
 Cagliari,2019,38,24.29,20.26,79.4
 Cagliari,2019,39,22.98,16.86,70.4
 Cagliari,2019,40,20.97,14.33,67.2
 Cagliari,2019,41,20.27,15.4,75.6
 Cagliari,2019,42,20.16,15.61,76.7
 Cagliari,2019,43,18.99,15.64,81.6
 Cagliari,2019,44,18.13,14.94,82.8
 Cagliari,2019,45,14.62,10.64,77.8
 Cagliari,2019,46,13.09,8.97,76.8
 Cagliari,2019,47,13.15,10.13,82.4
 Cagliari,2019,48,14.5,12.05,85.9
 Cagliari,2019,49,13.28,11.14,87.4
 Cagliari,2019,50,12.98,8.88,77.2
 Cagliari,2019,51,14.58,11.48,82.2
 Cagliari,2019,52,11.65,7.48,76.5
 Cagliari,2019,53,7.95,3.1,72.9
 Cagliari,2020,1,9.56,6.69,83.3
 Cagliari,2020,2,10.21,7.39,83.5
 Cagliari,2020,3,10.97,7.71,81.2
 Cagliari,2020,4,12.5,10.04,85.6
 Cagliari,2020,5,13.65,10.26,81.1
 Cagliari,2020,6,10.95,5.8,72.6
 Cagliari,2020,7,11.61,7.48,77.3
 Cagliari,2020,8,11.97,7.77,77.1
 Cagliari,2020,9,12.47,7.21,72.2
 Cagliari,2020,10,11.83,7.19,74.7
 Cagliari,2020,11,13.69,9.95,79.5
 Cagliari,2020,12,12.57,7.61,73.4
 Cagliari,2020,13,10.33,5.81,75.4
 Cagliari,2020,14,12.56,6.97,71.1
 Cagliari,2020,15,14.91,8.37,67.5
 Cagliari,2020,16,15.97,12.77,82.4
 Cagliari,2020,17,16.32,13.14,82.4
 Cagliari,2020,18,18.71,13.54,73.7
 Cagliari,2020,19,18.99,13.77,73.6
 Cagliari,2020,20,19.38,14.34,73.8
 Cagliari,2020,21,20.15,14.47,71.7
 Cagliari,2020,22,19.19,12.31,66.4
 Cagliari,2020,23,21.05,14.09,66.3
 Cagliari,2020,24,20.74,14.1,67.6
 Cagliari,2020,25,23.03,14.01,58.8
 Cagliari,2020,26,24.99,17.07,63.8
 Cagliari,2020,27,25.43,16.72,60.9
 Cagliari,2020,28,25.96,17.94,63.5
 Cagliari,2020,29,24.64,16.77,63.5
 Cagliari,2020,30,27.36,17.1,55.8
 Cagliari,2020,31,28.14,17.97,56.5
 Cagliari,2020,32,26.64,17.27,58.2
 Cagliari,2020,33,27.37,20.01,66.5
 Cagliari,2020,34,26.65,18.89,64.9
 Cagliari,2020,35,25.4,17.71,64.3
 Cagliari,2020,36,23.47,16.78,68.2
 Cagliari,2020,37,23.65,19.0,76.9
 Cagliari,2020,38,24.24,17.91,70.0
 Cagliari,2020,39,20.36,14.03,68.7
 Cagliari,2020,40,19.13,13.02,69.6
 Cagliari,2020,41,17.76,11.53,68.4
 Cagliari,2020,42,15.97,10.34,70.6
 Cagliari,2020,43,18.57,14.34,77.6
 Cagliari,2020,44,16.35,12.1,77.4
 Cagliari,2020,45,16.62,13.74,84.1
 Cagliari,2020,46,16.68,13.56,83.0
 Cagliari,2020,47,13.57,8.34,71.9
 Cagliari,2020,48,13.77,11.09,84.7
 Cagliari,2020,49,11.36,7.97,80.0
 Cagliari,2020,50,11.15,8.0,81.6
 Cagliari,2020,51,13.2,11.68,90.9
 Cagliari,2020,52,10.87,7.22,78.9
 Cagliari,2020,53,8.94,5.19,78.0
 Cagliari,2021,1,8.34,5.12,80.7
 Cagliari,2021,2,10.87,8.2,84.2
 Cagliari,2021,3,10.47,6.59,77.9
 Cagliari,2021,4,11.96,7.87,76.8
 Cagliari,2021,5,13.44,10.43,82.6
 Cagliari,2021,6,13.36,9.58,78.7
 Cagliari,2021,7,8.96,4.24,73.7
 Cagliari,2021,8,12.75,10.04,84.5
 Cagliari,2021,9,11.81,8.75,82.6
 Cagliari,2021,10,12.77,9.86,83.5
 Cagliari,2021,11,11.43,6.78,74.3
 Cagliari,2021,12,9.63,3.77,69.2
 Cagliari,2021,13,14.0,9.12,74.8
 Cagliari,2021,14,13.3,7.75,70.9
 Cagliari,2021,15,13.35,8.28,72.5
 Cagliari,2021,16,12.06,8.68,80.4
 Cagliari,2021,17,15.98,12.19,79.5
 Cagliari,2021,18,17.04,12.17,74.6
 Cagliari,2021,19,18.34,11.72,67.5
 Cagliari,2021,20,18.18,9.54,59.5
 Cagliari,2021,21,19.25,12.39,66.7
 Cagliari,2021,22,20.31,14.44,70.5
 Cagliari,2021,23,21.46,16.39,74.1
 Cagliari,2021,24,23.79,16.86,67.1
 Cagliari,2021,25,25.17,18.63,68.4
 Cagliari,2021,26,26.08,17.41,60.8
 Cagliari,2021,27,26.9,17.43,58.8
 Cagliari,2021,28,25.27,15.75,57.7
 Cagliari,2021,29,25.74,17.56,62.7
 Cagliari,2021,30,27.85,19.76,63.6
 Cagliari,2021,31,27.15,18.49,60.9
 Cagliari,2021,32,29.02,20.32,62.3
 Cagliari,2021,33,27.59,19.06,61.9
 Cagliari,2021,34,26.19,18.23,63.6
 Cagliari,2021,35,24.65,17.47,66.2
 Cagliari,2021,36,25.04,19.07,71.2
 Cagliari,2021,37,24.21,19.71,77.5
