Diagnostic Test Type ,Surveillance Year,Week ending Code ,HHS region ,RSV Detections,RSV Tests,Outlier,week,flu_season,year_week,rsv_positivity_rate
Antigen,1011,1101,1,92.0,576.0,0,1,2011-2012,2011-01,0.1597222222222222
Antigen,1011,1102,1,74.0,534.0,0,2,2011-2012,2011-02,0.13857677902621723
Antigen,1011,1103,1,97.0,535.0,0,3,2011-2012,2011-03,0.18130841121495328
Antigen,1011,1104,1,90.0,536.0,0,4,2011-2012,2011-04,0.16791044776119404
Antigen,1011,1105,1,79.0,530.0,0,5,2011-2012,2011-05,0.1490566037735849
Antigen,1011,1106,1,113.0,620.0,0,6,2011-2012,2011-06,0.18225806451612903
Antigen,1011,1107,1,117.0,641.0,0,7,2011-2012,2011-07,0.18252730109204368
Antigen,1011,1108,1,97.0,657.0,0,8,2011-2012,2011-08,0.1476407914764079
Antigen,1011,1109,1,90.0,613.0,0,9,2011-2012,2011-09,0.1468189233278956
Antigen,1011,1110,1,73.0,652.0,0,10,2011-2012,2011-10,0.11196319018404909
Antigen,1011,1111,1,65.0,673.0,0,11,2011-2012,2011-11,0.09658246656760773
Antigen,1011,1112,1,53.0,612.0,0,12,2011-2012,2011-12,0.08660130718954248
Antigen,1011,1113,1,47.0,523.0,0,13,2011-2012,2011-13,0.08986615678776291
Antigen,1011,1114,1,28.0,431.0,0,14,2011-2012,2011-14,0.06496519721577726
Antigen,1011,1115,1,18.0,400.0,0,15,2011-2012,2011-15,0.045
Antigen,1011,1116,1,14.0,345.0,0,16,2011-2012,2011-16,0.04057971014492753
Antigen,1011,1117,1,16.0,361.0,0,17,2011-2012,2011-17,0.0443213296398892
Antigen,1011,1118,1,14.0,312.0,0,18,2011-2012,2011-18,0.04487179487179487
Antigen,1011,1119,1,6.0,284.0,0,19,2011-2012,2011-19,0.02112676056338028
Antigen,1011,1120,1,8.0,307.0,0,20,2011-2012,2011-20,0.026058631921824105
Antigen,1011,1121,1,6.0,291.0,0,21,2011-2012,2011-21,0.020618556701030927
Antigen,1011,1122,1,3.0,260.0,0,22,2011-2012,2011-22,0.011538461538461539
Antigen,1011,1123,1,0.0,245.0,0,23,2011-2012,2011-23,0.0
Antigen,1011,1124,1,1.0,224.0,0,24,2011-2012,2011-24,0.004464285714285714
Antigen,1011,1125,1,3.0,225.0,0,25,2011-2012,2011-25,0.013333333333333334
Antigen,1011,1126,1,2.0,179.0,0,26,2011-2012,2011-26,0.0111731843575419
Antigen,1011,1101,10,84.0,402.0,0,1,2011-2012,2011-01,0.208955223880597
Antigen,1011,1102,10,85.0,494.0,0,2,2011-2012,2011-02,0.1720647773279352
Antigen,1011,1103,10,149.0,546.0,0,3,2011-2012,2011-03,0.27289377289377287
Antigen,1011,1104,10,201.0,707.0,0,4,2011-2012,2011-04,0.2842998585572843
Antigen,1011,1105,10,155.0,489.0,0,5,2011-2012,2011-05,0.3169734151329243
Antigen,1011,1106,10,254.0,791.0,0,6,2011-2012,2011-06,0.3211125158027813
Antigen,1011,1107,10,229.0,830.0,0,7,2011-2012,2011-07,0.27590361445783135
Antigen,1011,1108,10,207.0,751.0,0,8,2011-2012,2011-08,0.2756324900133156
Antigen,1011,1109,10,195.0,862.0,0,9,2011-2012,2011-09,0.22621809744779584
Antigen,1011,1110,10,145.0,915.0,0,10,2011-2012,2011-10,0.15846994535519127
Antigen,1011,1111,10,122.0,708.0,0,11,2011-2012,2011-11,0.17231638418079095
Antigen,1011,1112,10,98.0,702.0,0,12,2011-2012,2011-12,0.1396011396011396
Antigen,1011,1113,10,82.0,655.0,0,13,2011-2012,2011-13,0.1251908396946565
Antigen,1011,1114,10,59.0,642.0,0,14,2011-2012,2011-14,0.09190031152647975
Antigen,1011,1115,10,59.0,628.0,0,15,2011-2012,2011-15,0.09394904458598727
Antigen,1011,1116,10,40.0,443.0,0,16,2011-2012,2011-16,0.09029345372460497
Antigen,1011,1117,10,21.0,488.0,0,17,2011-2012,2011-17,0.0430327868852459
Antigen,1011,1118,10,19.0,405.0,0,18,2011-2012,2011-18,0.04691358024691358
Antigen,1011,1119,10,13.0,402.0,0,19,2011-2012,2011-19,0.03233830845771144
Antigen,1011,1120,10,14.0,330.0,0,20,2011-2012,2011-20,0.04242424242424243
Antigen,1011,1121,10,7.0,281.0,0,21,2011-2012,2011-21,0.02491103202846975
Antigen,1011,1122,10,10.0,287.0,0,22,2011-2012,2011-22,0.03484320557491289
Antigen,1011,1123,10,7.0,248.0,0,23,2011-2012,2011-23,0.028225806451612902
Antigen,1011,1124,10,6.0,253.0,0,24,2011-2012,2011-24,0.023715415019762844
Antigen,1011,1125,10,0.0,208.0,0,25,2011-2012,2011-25,0.0
Antigen,1011,1126,10,1.0,189.0,0,26,2011-2012,2011-26,0.005291005291005291
Antigen,1011,1101,2,275.0,1.296,0,1,2011-2012,2011-01,212.19135802469134
Antigen,1011,1102,2,193.0,1.057,0,2,2011-2012,2011-02,182.5922421948912
Antigen,1011,1103,2,189.0,1.148,0,3,2011-2012,2011-03,164.63414634146343
Antigen,1011,1104,2,220.0,1.112,0,4,2011-2012,2011-04,197.84172661870502
Antigen,1011,1105,2,179.0,1.064,0,5,2011-2012,2011-05,168.2330827067669
Antigen,1011,1106,2,179.0,1.121,0,6,2011-2012,2011-06,159.67885816235503
Antigen,1011,1107,2,158.0,1.082,0,7,2011-2012,2011-07,146.02587800369685
Antigen,1011,1108,2,172.0,1.053,0,8,2011-2012,2011-08,163.34283000949668
Antigen,1011,1109,2,131.0,992.0,0,9,2011-2012,2011-09,0.13205645161290322
Antigen,1011,1110,2,111.0,869.0,0,10,2011-2012,2011-10,0.1277330264672037
Antigen,1011,1111,2,94.0,815.0,0,11,2011-2012,2011-11,0.11533742331288344
Antigen,1011,1112,2,52.0,779.0,0,12,2011-2012,2011-12,0.06675224646983312
Antigen,1011,1113,2,46.0,732.0,0,13,2011-2012,2011-13,0.06284153005464481
Antigen,1011,1114,2,37.0,599.0,0,14,2011-2012,2011-14,0.06176961602671119
Antigen,1011,1115,2,32.0,544.0,0,15,2011-2012,2011-15,0.058823529411764705
Antigen,1011,1116,2,23.0,484.0,0,16,2011-2012,2011-16,0.047520661157024795
Antigen,1011,1117,2,11.0,330.0,0,17,2011-2012,2011-17,0.03333333333333333
Antigen,1011,1118,2,8.0,336.0,0,18,2011-2012,2011-18,0.023809523809523808
Antigen,1011,1119,2,15.0,321.0,0,19,2011-2012,2011-19,0.04672897196261682
Antigen,1011,1120,2,4.0,218.0,0,20,2011-2012,2011-20,0.01834862385321101
Antigen,1011,1121,2,7.0,240.0,0,21,2011-2012,2011-21,0.029166666666666667
Antigen,1011,1122,2,1.0,156.0,0,22,2011-2012,2011-22,0.00641025641025641
Antigen,1011,1123,2,4.0,165.0,0,23,2011-2012,2011-23,0.024242424242424242
Antigen,1011,1124,2,3.0,134.0,0,24,2011-2012,2011-24,0.022388059701492536
Antigen,1011,1125,2,2.0,131.0,0,25,2011-2012,2011-25,0.015267175572519083
Antigen,1011,1126,2,1.0,107.0,0,26,2011-2012,2011-26,0.009345794392523364
Antigen,1011,1101,3,236.0,860.0,0,1,2011-2012,2011-01,0.2744186046511628
Antigen,1011,1102,3,202.0,776.0,0,2,2011-2012,2011-02,0.2603092783505155
Antigen,1011,1103,3,280.0,945.0,0,3,2011-2012,2011-03,0.2962962962962963
Antigen,1011,1104,3,289.0,981.0,0,4,2011-2012,2011-04,0.2945973496432212
Antigen,1011,1105,3,343.0,1.066,0,5,2011-2012,2011-05,321.7636022514071
Antigen,1011,1106,3,345.0,1.168,0,6,2011-2012,2011-06,295.37671232876716
Antigen,1011,1107,3,313.0,1.173,0,7,2011-2012,2011-07,266.83716965046887
Antigen,1011,1108,3,285.0,1.096,0,8,2011-2012,2011-08,260.0364963503649
Antigen,1011,1109,3,251.0,1.014,0,9,2011-2012,2011-09,247.53451676528599
Antigen,1011,1110,3,205.0,1.027,0,10,2011-2012,2011-10,199.61051606621228
Antigen,1011,1111,3,144.0,909.0,0,11,2011-2012,2011-11,0.15841584158415842
Antigen,1011,1112,3,110.0,863.0,0,12,2011-2012,2011-12,0.12746234067207415
Antigen,1011,1113,3,100.0,719.0,0,13,2011-2012,2011-13,0.13908205841446453
Antigen,1011,1114,3,84.0,562.0,0,14,2011-2012,2011-14,0.1494661921708185
Antigen,1011,1115,3,50.0,474.0,0,15,2011-2012,2011-15,0.10548523206751055
Antigen,1011,1116,3,34.0,424.0,0,16,2011-2012,2011-16,0.08018867924528301
Antigen,1011,1117,3,23.0,377.0,0,17,2011-2012,2011-17,0.0610079575596817
Antigen,1011,1118,3,17.0,322.0,0,18,2011-2012,2011-18,0.052795031055900624
Antigen,1011,1119,3,5.0,188.0,0,19,2011-2012,2011-19,0.026595744680851064
Antigen,1011,1120,3,15.0,220.0,0,20,2011-2012,2011-20,0.06818181818181818
Antigen,1011,1121,3,3.0,183.0,0,21,2011-2012,2011-21,0.01639344262295082
Antigen,1011,1122,3,1.0,154.0,0,22,2011-2012,2011-22,0.006493506493506494
Antigen,1011,1123,3,3.0,147.0,0,23,2011-2012,2011-23,0.02040816326530612
Antigen,1011,1124,3,1.0,107.0,0,24,2011-2012,2011-24,0.009345794392523364
Antigen,1011,1125,3,0.0,122.0,0,25,2011-2012,2011-25,0.0
Antigen,1011,1126,3,0.0,94.0,0,26,2011-2012,2011-26,0.0
Antigen,1011,1101,4,523.0,2.179,0,1,2011-2012,2011-01,240.01835704451585
Antigen,1011,1102,4,442.0,2.075,0,2,2011-2012,2011-02,213.01204819277106
Antigen,1011,1103,4,429.0,2.107,0,3,2011-2012,2011-03,203.60702420503083
Antigen,1011,1104,4,438.0,2.225,0,4,2011-2012,2011-04,196.85393258426964
Antigen,1011,1105,4,411.0,2.253,0,5,2011-2012,2011-05,182.42343541944075
Antigen,1011,1106,4,431.0,2.414,0,6,2011-2012,2011-06,178.54183927091964
Antigen,1011,1107,4,367.0,2.261,0,7,2011-2012,2011-07,162.31755860238832
Antigen,1011,1108,4,380.0,2.313,0,8,2011-2012,2011-08,164.28880242109813
Antigen,1011,1109,4,347.0,2.026,0,9,2011-2012,2011-09,171.2734452122409
Antigen,1011,1110,4,264.0,1.872,0,10,2011-2012,2011-10,141.02564102564102
Antigen,1011,1111,4,269.0,1.766,0,11,2011-2012,2011-11,152.32163080407702
Antigen,1011,1112,4,152.0,1.536,0,12,2011-2012,2011-12,98.95833333333333
Antigen,1011,1113,4,128.0,1.364,0,13,2011-2012,2011-13,93.84164222873899
Antigen,1011,1114,4,108.0,1.217,0,14,2011-2012,2011-14,88.74281018898931
Antigen,1011,1115,4,96.0,1.169,0,15,2011-2012,2011-15,82.12147134302823
Antigen,1011,1116,4,64.0,1.01,0,16,2011-2012,2011-16,63.366336633663366
Antigen,1011,1117,4,57.0,949.0,0,17,2011-2012,2011-17,0.06006322444678609
Antigen,1011,1118,4,47.0,923.0,0,18,2011-2012,2011-18,0.050920910075839654
Antigen,1011,1119,4,49.0,822.0,0,19,2011-2012,2011-19,0.05961070559610705
Antigen,1011,1120,4,42.0,703.0,0,20,2011-2012,2011-20,0.059743954480796585
Antigen,1011,1121,4,43.0,700.0,0,21,2011-2012,2011-21,0.06142857142857143
Antigen,1011,1122,4,30.0,817.0,0,22,2011-2012,2011-22,0.03671970624235006
Antigen,1011,1123,4,34.0,558.0,0,23,2011-2012,2011-23,0.06093189964157706
Antigen,1011,1124,4,27.0,532.0,0,24,2011-2012,2011-24,0.05075187969924812
Antigen,1011,1125,4,34.0,442.0,0,25,2011-2012,2011-25,0.07692307692307693
Antigen,1011,1126,4,23.0,469.0,0,26,2011-2012,2011-26,0.04904051172707889
Antigen,1011,1101,5,157.0,833.0,0,1,2011-2012,2011-01,0.18847539015606243
Antigen,1011,1102,5,206.0,923.0,0,2,2011-2012,2011-02,0.22318526543878656
Antigen,1011,1103,5,322.0,1.174,0,3,2011-2012,2011-03,274.2759795570699
Antigen,1011,1104,5,397.0,1.372,0,4,2011-2012,2011-04,289.3586005830904
Antigen,1011,1105,5,441.0,1.416,0,5,2011-2012,2011-05,311.4406779661017
Antigen,1011,1106,5,506.0,1.596,0,6,2011-2012,2011-06,317.04260651629073
Antigen,1011,1107,5,566.0,1.718,0,7,2011-2012,2011-07,329.45285215366704
Antigen,1011,1108,5,584.0,1.754,0,8,2011-2012,2011-08,332.9532497149373
Antigen,1011,1109,5,565.0,1.614,0,9,2011-2012,2011-09,350.0619578686493
Antigen,1011,1110,5,486.0,1.6,0,10,2011-2012,2011-10,303.75
Antigen,1011,1111,5,437.0,1.483,0,11,2011-2012,2011-11,294.6729602157788
Antigen,1011,1112,5,340.0,1.32,0,12,2011-2012,2011-12,257.57575757575756
Antigen,1011,1113,5,259.0,1.12,0,13,2011-2012,2011-13,231.24999999999997
Antigen,1011,1114,5,179.0,922.0,0,14,2011-2012,2011-14,0.19414316702819956
Antigen,1011,1115,5,133.0,834.0,0,15,2011-2012,2011-15,0.15947242206235013
Antigen,1011,1116,5,79.0,611.0,0,16,2011-2012,2011-16,0.12929623567921442
Antigen,1011,1117,5,53.0,548.0,0,17,2011-2012,2011-17,0.09671532846715329
Antigen,1011,1118,5,46.0,477.0,0,18,2011-2012,2011-18,0.09643605870020965
Antigen,1011,1119,5,23.0,395.0,0,19,2011-2012,2011-19,0.05822784810126582
Antigen,1011,1120,5,12.0,351.0,0,20,2011-2012,2011-20,0.03418803418803419
Antigen,1011,1121,5,10.0,279.0,0,21,2011-2012,2011-21,0.035842293906810034
Antigen,1011,1122,5,6.0,226.0,0,22,2011-2012,2011-22,0.02654867256637168
Antigen,1011,1123,5,3.0,226.0,0,23,2011-2012,2011-23,0.01327433628318584
Antigen,1011,1124,5,6.0,185.0,0,24,2011-2012,2011-24,0.032432432432432434
Antigen,1011,1125,5,5.0,170.0,0,25,2011-2012,2011-25,0.029411764705882353
Antigen,1011,1126,5,3.0,153.0,0,26,2011-2012,2011-26,0.0196078431372549
Antigen,1011,1101,6,605.0,2.251,0,1,2011-2012,2011-01,268.7694358063083
Antigen,1011,1102,6,608.0,2.216,0,2,2011-2012,2011-02,274.3682310469314
Antigen,1011,1103,6,702.0,2.557,0,3,2011-2012,2011-03,274.5404771216269
Antigen,1011,1104,6,834.0,2.821,0,4,2011-2012,2011-04,295.6398440269408
Antigen,1011,1105,6,718.0,2.553,0,5,2011-2012,2011-05,281.2377594986291
Antigen,1011,1106,6,780.0,2.621,0,6,2011-2012,2011-06,297.5963372758489
Antigen,1011,1107,6,672.0,2.537,0,7,2011-2012,2011-07,264.8797792668506
Antigen,1011,1108,6,639.0,2.473,0,8,2011-2012,2011-08,258.39061868176304
Antigen,1011,1109,6,534.0,2.245,0,9,2011-2012,2011-09,237.86191536748328
Antigen,1011,1110,6,392.0,2.028,0,10,2011-2012,2011-10,193.2938856015779
Antigen,1011,1111,6,308.0,1.824,0,11,2011-2012,2011-11,168.859649122807
Antigen,1011,1112,6,189.0,1.429,0,12,2011-2012,2011-12,132.26032190342897
Antigen,1011,1113,6,90.0,970.0,0,13,2011-2012,2011-13,0.09278350515463918
Antigen,1011,1114,6,59.0,1.058,0,14,2011-2012,2011-14,55.76559546313799
Antigen,1011,1115,6,49.0,835.0,0,15,2011-2012,2011-15,0.058682634730538925
Antigen,1011,1116,6,37.0,697.0,0,16,2011-2012,2011-16,0.05308464849354376
Antigen,1011,1117,6,26.0,573.0,0,17,2011-2012,2011-17,0.04537521815008726
Antigen,1011,1118,6,7.0,481.0,0,18,2011-2012,2011-18,0.014553014553014554
Antigen,1011,1119,6,11.0,462.0,0,19,2011-2012,2011-19,0.023809523809523808
Antigen,1011,1120,6,9.0,422.0,0,20,2011-2012,2011-20,0.02132701421800948
Antigen,1011,1121,6,12.0,312.0,0,21,2011-2012,2011-21,0.038461538461538464
Antigen,1011,1122,6,5.0,304.0,0,22,2011-2012,2011-22,0.01644736842105263
Antigen,1011,1123,6,3.0,244.0,0,23,2011-2012,2011-23,0.012295081967213115
Antigen,1011,1124,6,2.0,253.0,0,24,2011-2012,2011-24,0.007905138339920948
Antigen,1011,1125,6,2.0,212.0,0,25,2011-2012,2011-25,0.009433962264150943
Antigen,1011,1126,6,0.0,187.0,0,26,2011-2012,2011-26,0.0
Antigen,1011,1101,7,95.0,572.0,0,1,2011-2012,2011-01,0.1660839160839161
Antigen,1011,1102,7,66.0,582.0,0,2,2011-2012,2011-02,0.1134020618556701
Antigen,1011,1103,7,107.0,566.0,0,3,2011-2012,2011-03,0.18904593639575973
Antigen,1011,1104,7,180.0,798.0,0,4,2011-2012,2011-04,0.22556390977443608
Antigen,1011,1105,7,187.0,728.0,0,5,2011-2012,2011-05,0.25686813186813184
Antigen,1011,1106,7,216.0,847.0,0,6,2011-2012,2011-06,0.2550177095631641
Antigen,1011,1107,7,244.0,834.0,0,7,2011-2012,2011-07,0.29256594724220625
Antigen,1011,1108,7,245.0,839.0,0,8,2011-2012,2011-08,0.29201430274135876
Antigen,1011,1109,7,259.0,912.0,0,9,2011-2012,2011-09,0.28399122807017546
Antigen,1011,1110,7,230.0,868.0,0,10,2011-2012,2011-10,0.26497695852534564
Antigen,1011,1111,7,184.0,828.0,0,11,2011-2012,2011-11,0.2222222222222222
Antigen,1011,1112,7,153.0,738.0,0,12,2011-2012,2011-12,0.2073170731707317
Antigen,1011,1113,7,69.0,537.0,0,13,2011-2012,2011-13,0.12849162011173185
Antigen,1011,1114,7,57.0,488.0,0,14,2011-2012,2011-14,0.1168032786885246
Antigen,1011,1115,7,36.0,418.0,0,15,2011-2012,2011-15,0.0861244019138756
Antigen,1011,1116,7,33.0,367.0,0,16,2011-2012,2011-16,0.08991825613079019
Antigen,1011,1117,7,20.0,339.0,0,17,2011-2012,2011-17,0.058997050147492625
Antigen,1011,1118,7,13.0,334.0,0,18,2011-2012,2011-18,0.038922155688622756
Antigen,1011,1119,7,8.0,268.0,0,19,2011-2012,2011-19,0.029850746268656716
Antigen,1011,1120,7,5.0,227.0,0,20,2011-2012,2011-20,0.022026431718061675
Antigen,1011,1121,7,3.0,262.0,0,21,2011-2012,2011-21,0.011450381679389313
Antigen,1011,1122,7,4.0,198.0,0,22,2011-2012,2011-22,0.020202020202020204
Antigen,1011,1123,7,1.0,195.0,0,23,2011-2012,2011-23,0.005128205128205128
Antigen,1011,1124,7,0.0,154.0,0,24,2011-2012,2011-24,0.0
Antigen,1011,1125,7,0.0,138.0,0,25,2011-2012,2011-25,0.0
Antigen,1011,1126,7,0.0,148.0,0,26,2011-2012,2011-26,0.0
Antigen,1011,1101,8,100.0,651.0,0,1,2011-2012,2011-01,0.15360983102918588
Antigen,1011,1102,8,101.0,617.0,0,2,2011-2012,2011-02,0.16369529983792544
Antigen,1011,1103,8,169.0,759.0,0,3,2011-2012,2011-03,0.22266139657444006
Antigen,1011,1104,8,216.0,823.0,0,4,2011-2012,2011-04,0.2624544349939247
Antigen,1011,1105,8,286.0,895.0,0,5,2011-2012,2011-05,0.3195530726256983
Antigen,1011,1106,8,286.0,978.0,0,6,2011-2012,2011-06,0.29243353783231085
Antigen,1011,1107,8,424.0,1.239,1,7,2011-2012,2011-07,342.2114608555286
Antigen,1011,1108,8,386.0,1.255,0,8,2011-2012,2011-08,307.5697211155379
Antigen,1011,1109,8,334.0,1.096,0,9,2011-2012,2011-09,304.7445255474452
Antigen,1011,1110,8,312.0,1.122,0,10,2011-2012,2011-10,278.0748663101604
Antigen,1011,1111,8,209.0,951.0,0,11,2011-2012,2011-11,0.21976866456361724
Antigen,1011,1112,8,206.0,902.0,0,12,2011-2012,2011-12,0.22838137472283815
Antigen,1011,1113,8,155.0,783.0,0,13,2011-2012,2011-13,0.1979565772669221
Antigen,1011,1114,8,121.0,680.0,0,14,2011-2012,2011-14,0.17794117647058824
Antigen,1011,1115,8,78.0,659.0,0,15,2011-2012,2011-15,0.11836115326251896
Antigen,1011,1116,8,81.0,592.0,0,16,2011-2012,2011-16,0.13682432432432431
Antigen,1011,1117,8,54.0,533.0,0,17,2011-2012,2011-17,0.10131332082551595
Antigen,1011,1118,8,45.0,495.0,0,18,2011-2012,2011-18,0.09090909090909091
Antigen,1011,1119,8,25.0,449.0,0,19,2011-2012,2011-19,0.0556792873051225
Antigen,1011,1120,8,31.0,408.0,0,20,2011-2012,2011-20,0.07598039215686274
Antigen,1011,1121,8,18.0,390.0,0,21,2011-2012,2011-21,0.046153846153846156
Antigen,1011,1122,8,10.0,317.0,0,22,2011-2012,2011-22,0.031545741324921134
Antigen,1011,1123,8,12.0,349.0,0,23,2011-2012,2011-23,0.034383954154727794
Antigen,1011,1124,8,11.0,263.0,0,24,2011-2012,2011-24,0.04182509505703422
Antigen,1011,1125,8,6.0,244.0,0,25,2011-2012,2011-25,0.02459016393442623
Antigen,1011,1126,8,0.0,207.0,0,26,2011-2012,2011-26,0.0
Antigen,1011,1101,9,481.0,1.348,0,1,2011-2012,2011-01,356.8249258160237
Antigen,1011,1102,9,472.0,1.471,0,2,2011-2012,2011-02,320.87015635622026
Antigen,1011,1103,9,530.0,1.599,0,3,2011-2012,2011-03,331.45716072545343
Antigen,1011,1104,9,577.0,1.789,0,4,2011-2012,2011-04,322.5265511458916
Antigen,1011,1105,9,486.0,1.534,0,5,2011-2012,2011-05,316.8187744458931
Antigen,1011,1106,9,506.0,1.733,0,6,2011-2012,2011-06,291.9792267743797
Antigen,1011,1107,9,436.0,1.581,0,7,2011-2012,2011-07,275.7748260594561
Antigen,1011,1108,9,369.0,1.496,0,8,2011-2012,2011-08,246.6577540106952
Antigen,1011,1109,9,317.0,1.415,0,9,2011-2012,2011-09,224.02826855123675
Antigen,1011,1110,9,242.0,1.346,0,10,2011-2012,2011-10,179.79197622585437
Antigen,1011,1111,9,177.0,1.219,0,11,2011-2012,2011-11,145.20098441345365
Antigen,1011,1112,9,122.0,1.045,0,12,2011-2012,2011-12,116.7464114832536
Antigen,1011,1113,9,113.0,946.0,0,13,2011-2012,2011-13,0.11945031712473574
Antigen,1011,1114,9,53.0,816.0,0,14,2011-2012,2011-14,0.06495098039215687
Antigen,1011,1115,9,51.0,805.0,0,15,2011-2012,2011-15,0.06335403726708075
Antigen,1011,1116,9,39.0,723.0,0,16,2011-2012,2011-16,0.05394190871369295
Antigen,1011,1117,9,40.0,687.0,0,17,2011-2012,2011-17,0.05822416302765648
Antigen,1011,1118,9,20.0,562.0,0,18,2011-2012,2011-18,0.03558718861209965
Antigen,1011,1119,9,18.0,531.0,0,19,2011-2012,2011-19,0.03389830508474576
Antigen,1011,1120,9,11.0,463.0,0,20,2011-2012,2011-20,0.023758099352051837
Antigen,1011,1121,9,4.0,442.0,0,21,2011-2012,2011-21,0.00904977375565611
Antigen,1011,1122,9,2.0,431.0,0,22,2011-2012,2011-22,0.004640371229698376
Antigen,1011,1123,9,8.0,390.0,0,23,2011-2012,2011-23,0.020512820512820513
Antigen,1011,1124,9,7.0,353.0,0,24,2011-2012,2011-24,0.019830028328611898
Antigen,1011,1125,9,6.0,323.0,0,25,2011-2012,2011-25,0.018575851393188854
Antigen,1011,1126,9,7.0,281.0,0,26,2011-2012,2011-26,0.02491103202846975
Antigen,1112,1127,1,1.0,183.0,0,27,2011-2012,2011-27,0.00546448087431694
Antigen,1112,1128,1,2.0,157.0,0,28,2011-2012,2011-28,0.012738853503184714
Antigen,1112,1129,1,0.0,151.0,0,29,2011-2012,2011-29,0.0
Antigen,1112,1130,1,2.0,140.0,0,30,2011-2012,2011-30,0.014285714285714285
Antigen,1112,1131,1,1.0,147.0,0,31,2011-2012,2011-31,0.006802721088435374
Antigen,1112,1132,1,1.0,142.0,0,32,2011-2012,2011-32,0.007042253521126761
Antigen,1112,1133,1,1.0,141.0,0,33,2011-2012,2011-33,0.0070921985815602835
Antigen,1112,1134,1,1.0,163.0,0,34,2011-2012,2011-34,0.006134969325153374
Antigen,1112,1135,1,0.0,155.0,0,35,2011-2012,2011-35,0.0
Antigen,1112,1136,1,0.0,170.0,0,36,2011-2012,2011-36,0.0
Antigen,1112,1137,1,4.0,215.0,0,37,2011-2012,2011-37,0.018604651162790697
Antigen,1112,1138,1,1.0,238.0,0,38,2011-2012,2011-38,0.004201680672268907
Antigen,1112,1139,1,8.0,279.0,0,39,2011-2012,2011-39,0.02867383512544803
Antigen,1112,1140,1,4.0,267.0,0,40,2011-2012,2011-40,0.0149812734082397
Antigen,1112,1141,1,8.0,316.0,0,41,2011-2012,2011-41,0.02531645569620253
Antigen,1112,1142,1,8.0,322.0,0,42,2011-2012,2011-42,0.024844720496894408
Antigen,1112,1143,1,6.0,329.0,0,43,2011-2012,2011-43,0.0182370820668693
Antigen,1112,1144,1,8.0,327.0,0,44,2011-2012,2011-44,0.024464831804281346
Antigen,1112,1145,1,19.0,409.0,0,45,2011-2012,2011-45,0.04645476772616137
Antigen,1112,1146,1,20.0,355.0,0,46,2011-2012,2011-46,0.056338028169014086
Antigen,1112,1147,1,23.0,345.0,0,47,2011-2012,2011-47,0.06666666666666667
Antigen,1112,1148,1,39.0,386.0,0,48,2011-2012,2011-48,0.10103626943005181
Antigen,1112,1149,1,61.0,446.0,0,49,2011-2012,2011-49,0.1367713004484305
Antigen,1112,1150,1,82.0,496.0,0,50,2011-2012,2011-50,0.16532258064516128
Antigen,1112,1151,1,110.0,526.0,0,51,2011-2012,2011-51,0.20912547528517111
Antigen,1112,1152,1,120.0,560.0,0,52,2011-2012,2011-52,0.21428571428571427
Antigen,1112,1201,1,139.0,571.0,0,1,2011-2012,2012-01,0.2434325744308231
Antigen,1112,1202,1,89.0,549.0,0,2,2011-2012,2012-02,0.1621129326047359
Antigen,1112,1203,1,100.0,549.0,0,3,2011-2012,2012-03,0.18214936247723132
Antigen,1112,1204,1,98.0,528.0,0,4,2011-2012,2012-04,0.1856060606060606
Antigen,1112,1205,1,89.0,438.0,0,5,2011-2012,2012-05,0.20319634703196346
Antigen,1112,1206,1,83.0,474.0,0,6,2011-2012,2012-06,0.1751054852320675
Antigen,1112,1207,1,60.0,473.0,0,7,2011-2012,2012-07,0.12684989429175475
Antigen,1112,1208,1,46.0,462.0,0,8,2011-2012,2012-08,0.09956709956709957
Antigen,1112,1209,1,59.0,456.0,0,9,2011-2012,2012-09,0.12938596491228072
Antigen,1112,1210,1,50.0,429.0,0,10,2011-2012,2012-10,0.11655011655011654
Antigen,1112,1211,1,27.0,431.0,0,11,2011-2012,2012-11,0.06264501160092807
Antigen,1112,1212,1,25.0,468.0,0,12,2011-2012,2012-12,0.053418803418803416
Antigen,1112,1213,1,17.0,415.0,0,13,2011-2012,2012-13,0.04096385542168675
Antigen,1112,1214,1,4.0,362.0,0,14,2011-2012,2012-14,0.011049723756906077
Antigen,1112,1215,1,4.0,380.0,0,15,2011-2012,2012-15,0.010526315789473684
Antigen,1112,1216,1,6.0,379.0,0,16,2011-2012,2012-16,0.0158311345646438
Antigen,1112,1217,1,1.0,338.0,0,17,2011-2012,2012-17,0.0029585798816568047
Antigen,1112,1127,10,0.0,210.0,0,27,2011-2012,2011-27,0.0
Antigen,1112,1128,10,0.0,137.0,0,28,2011-2012,2011-28,0.0
Antigen,1112,1129,10,3.0,158.0,0,29,2011-2012,2011-29,0.0189873417721519
Antigen,1112,1130,10,2.0,158.0,0,30,2011-2012,2011-30,0.012658227848101266
Antigen,1112,1131,10,0.0,136.0,0,31,2011-2012,2011-31,0.0
Antigen,1112,1132,10,0.0,108.0,0,32,2011-2012,2011-32,0.0
Antigen,1112,1133,10,0.0,137.0,0,33,2011-2012,2011-33,0.0
Antigen,1112,1134,10,0.0,170.0,0,34,2011-2012,2011-34,0.0
Antigen,1112,1135,10,1.0,176.0,0,35,2011-2012,2011-35,0.005681818181818182
Antigen,1112,1136,10,2.0,162.0,0,36,2011-2012,2011-36,0.012345679012345678
