Diagnostic Test Type ,Surveillance Year,Week ending Code ,HHS region ,RSV Detections,RSV Tests,Outlier,week,flu_season,year_week,rsv_positivity_rate
PCR,1617,1703,1,76.0,714.0,0,3,2016-2017,2017-03,0.10644257703081232
PCR,1617,1704,1,94.0,904.0,0,4,2016-2017,2017-04,0.10398230088495575
PCR,1617,1705,1,66.0,783.0,0,5,2016-2017,2017-05,0.0842911877394636
PCR,1617,1706,1,79.0,809.0,0,6,2016-2017,2017-06,0.09765142150803462
PCR,1617,1707,1,74.0,870.0,0,7,2016-2017,2017-07,0.08505747126436781
PCR,1617,1708,1,57.0,864.0,0,8,2016-2017,2017-08,0.06597222222222222
PCR,1617,1709,1,44.0,797.0,0,9,2016-2017,2017-09,0.05520702634880803
PCR,1617,1710,1,55.0,782.0,0,10,2016-2017,2017-10,0.07033248081841433
PCR,1617,1711,1,40.0,682.0,0,11,2016-2017,2017-11,0.05865102639296188
PCR,1617,1712,1,35.0,701.0,0,12,2016-2017,2017-12,0.04992867332382311
PCR,1617,1713,1,26.0,662.0,0,13,2016-2017,2017-13,0.03927492447129909
PCR,1617,1714,1,29.0,720.0,0,14,2016-2017,2017-14,0.04027777777777778
PCR,1617,1715,1,23.0,731.0,0,15,2016-2017,2017-15,0.03146374829001368
PCR,1617,1716,1,25.0,634.0,0,16,2016-2017,2017-16,0.03943217665615142
PCR,1617,1717,1,8.0,561.0,0,17,2016-2017,2017-17,0.0142602495543672
PCR,1617,1644,10,19.0,829.0,0,44,2016-2017,2016-44,0.022919179734620022
PCR,1617,1645,10,29.0,844.0,0,45,2016-2017,2016-45,0.034360189573459717
PCR,1617,1646,10,52.0,915.0,0,46,2016-2017,2016-46,0.05683060109289618
PCR,1617,1647,10,50.0,930.0,0,47,2016-2017,2016-47,0.053763440860215055
PCR,1617,1648,10,68.0,998.0,0,48,2016-2017,2016-48,0.06813627254509018
PCR,1617,1649,10,85.0,1.023,0,49,2016-2017,2016-49,83.088954056696
PCR,1617,1650,10,105.0,1.175,0,50,2016-2017,2016-50,89.36170212765957
PCR,1617,1651,10,165.0,1.462,0,51,2016-2017,2016-51,112.85909712722298
PCR,1617,1652,10,231.0,2.162,0,52,2016-2017,2016-52,106.84551341350601
PCR,1617,1701,10,315.0,2.761,0,1,2016-2017,2017-01,114.08909815284316
PCR,1617,1702,10,289.0,2.802,0,2,2016-2017,2017-02,103.14061384725196
PCR,1617,1703,10,336.0,2.801,0,3,2016-2017,2017-03,119.95715815780078
PCR,1617,1704,10,341.0,2.609,0,4,2016-2017,2017-04,130.7014181678804
PCR,1617,1705,10,324.0,2.327,0,5,2016-2017,2017-05,139.2350666093683
PCR,1617,1706,10,279.0,2.078,0,6,2016-2017,2017-06,134.26371511068336
PCR,1617,1707,10,267.0,1.758,0,7,2016-2017,2017-07,151.87713310580205
PCR,1617,1708,10,238.0,1.473,0,8,2016-2017,2017-08,161.57501697216563
PCR,1617,1709,10,171.0,1.144,0,9,2016-2017,2017-09,149.47552447552448
PCR,1617,1710,10,144.0,1.112,0,10,2016-2017,2017-10,129.49640287769782
PCR,1617,1711,10,121.0,1.13,0,11,2016-2017,2017-11,107.07964601769912
PCR,1617,1712,10,91.0,1.018,0,12,2016-2017,2017-12,89.3909626719057
PCR,1617,1713,10,57.0,874.0,0,13,2016-2017,2017-13,0.06521739130434782
PCR,1617,1714,10,52.0,832.0,0,14,2016-2017,2017-14,0.0625
PCR,1617,1715,10,38.0,732.0,0,15,2016-2017,2017-15,0.05191256830601093
PCR,1617,1716,10,32.0,684.0,0,16,2016-2017,2017-16,0.04678362573099415
PCR,1617,1717,10,10.0,608.0,0,17,2016-2017,2017-17,0.01644736842105263
PCR,1617,1644,2,27.0,655.0,0,44,2016-2017,2016-44,0.04122137404580153
PCR,1617,1645,2,47.0,714.0,0,45,2016-2017,2016-45,0.06582633053221289
PCR,1617,1646,2,57.0,734.0,0,46,2016-2017,2016-46,0.0776566757493188
PCR,1617,1647,2,65.0,687.0,0,47,2016-2017,2016-47,0.09461426491994178
PCR,1617,1648,2,117.0,862.0,0,48,2016-2017,2016-48,0.1357308584686775
PCR,1617,1649,2,127.0,832.0,0,49,2016-2017,2016-49,0.15264423076923078
PCR,1617,1650,2,143.0,940.0,0,50,2016-2017,2016-50,0.15212765957446808
PCR,1617,1651,2,182.0,1.046,0,51,2016-2017,2016-51,173.9961759082218
PCR,1617,1652,2,217.0,1.173,0,52,2016-2017,2016-52,184.99573742540494
PCR,1617,1701,2,227.0,1.472,0,1,2016-2017,2017-01,154.21195652173913
PCR,1617,1702,2,185.0,1.328,0,2,2016-2017,2017-02,139.30722891566265
PCR,1617,1703,2,166.0,1.445,0,3,2016-2017,2017-03,114.87889273356402
PCR,1617,1704,2,184.0,1.815,0,4,2016-2017,2017-04,101.37741046831957
PCR,1617,1705,2,157.0,1.682,0,5,2016-2017,2017-05,93.34126040428062
PCR,1617,1706,2,134.0,1.867,0,6,2016-2017,2017-06,71.77289769683985
PCR,1617,1707,2,114.0,1.802,0,7,2016-2017,2017-07,63.263041065482795
PCR,1617,1708,2,91.0,1.495,0,8,2016-2017,2017-08,60.8695652173913
PCR,1617,1709,2,73.0,1.277,0,9,2016-2017,2017-09,57.165231010180115
PCR,1617,1710,2,60.0,1.122,0,10,2016-2017,2017-10,53.475935828877
PCR,1617,1711,2,44.0,955.0,0,11,2016-2017,2017-11,0.04607329842931937
PCR,1617,1712,2,34.0,985.0,0,12,2016-2017,2017-12,0.03451776649746193
PCR,1617,1713,2,34.0,999.0,0,13,2016-2017,2017-13,0.03403403403403404
PCR,1617,1714,2,29.0,1.066,0,14,2016-2017,2017-14,27.20450281425891
PCR,1617,1715,2,30.0,973.0,0,15,2016-2017,2017-15,0.030832476875642344
PCR,1617,1716,2,23.0,898.0,0,16,2016-2017,2017-16,0.025612472160356347
PCR,1617,1717,2,17.0,877.0,0,17,2016-2017,2017-17,0.019384264538198404
PCR,1617,1644,3,35.0,895.0,0,44,2016-2017,2016-44,0.03910614525139665
PCR,1617,1645,3,34.0,834.0,0,45,2016-2017,2016-45,0.0407673860911271
PCR,1617,1646,3,73.0,898.0,0,46,2016-2017,2016-46,0.08129175946547884
PCR,1617,1647,3,80.0,735.0,0,47,2016-2017,2016-47,0.10884353741496598
PCR,1617,1648,3,115.0,1.156,0,48,2016-2017,2016-48,99.48096885813149
PCR,1617,1649,3,130.0,1.668,0,49,2016-2017,2016-49,77.93764988009593
PCR,1617,1650,3,164.0,1.92,0,50,2016-2017,2016-50,85.41666666666667
PCR,1617,1651,3,173.0,1.282,0,51,2016-2017,2016-51,134.94539781591263
PCR,1617,1652,3,208.0,1.299,0,52,2016-2017,2016-52,160.1231716705158
PCR,1617,1701,3,213.0,1.488,0,1,2016-2017,2017-01,143.1451612903226
PCR,1617,1702,3,196.0,1.726,0,2,2016-2017,2017-02,113.55735805330244
PCR,1617,1703,3,204.0,1.893,0,3,2016-2017,2017-03,107.76545166402535
PCR,1617,1704,3,167.0,1.882,0,4,2016-2017,2017-04,88.73538788522849
PCR,1617,1705,3,144.0,1.905,0,5,2016-2017,2017-05,75.59055118110236
PCR,1617,1706,3,143.0,2.412,0,6,2016-2017,2017-06,59.28689883913765
PCR,1617,1707,3,134.0,2.431,0,7,2016-2017,2017-07,55.121349238996295
PCR,1617,1708,3,85.0,2.386,0,8,2016-2017,2017-08,35.62447611064543
PCR,1617,1709,3,89.0,1.853,0,9,2016-2017,2017-09,48.03022126281705
PCR,1617,1710,3,81.0,1.624,0,10,2016-2017,2017-10,49.87684729064039
PCR,1617,1711,3,44.0,1.399,0,11,2016-2017,2017-11,31.451036454610435
PCR,1617,1712,3,54.0,1.362,0,12,2016-2017,2017-12,39.64757709251101
PCR,1617,1713,3,51.0,1.346,0,13,2016-2017,2017-13,37.89004457652303
PCR,1617,1714,3,74.0,1.15,0,14,2016-2017,2017-14,64.34782608695653
PCR,1617,1715,3,39.0,1.12,0,15,2016-2017,2017-15,34.82142857142857
PCR,1617,1716,3,12.0,931.0,0,16,2016-2017,2017-16,0.01288936627282492
PCR,1617,1717,3,13.0,846.0,0,17,2016-2017,2017-17,0.015366430260047281
PCR,1617,1644,4,106.0,1.017,0,44,2016-2017,2016-44,104.22812192723698
PCR,1617,1645,4,117.0,1.078,0,45,2016-2017,2016-45,108.5343228200371
PCR,1617,1646,4,155.0,1.195,0,46,2016-2017,2016-46,129.70711297071128
PCR,1617,1647,4,157.0,1.034,0,47,2016-2017,2016-47,151.83752417794972
PCR,1617,1648,4,185.0,1.237,0,48,2016-2017,2016-48,149.55537590945835
PCR,1617,1649,4,189.0,1.265,0,49,2016-2017,2016-49,149.40711462450594
PCR,1617,1650,4,211.0,1.296,0,50,2016-2017,2016-50,162.80864197530863
PCR,1617,1651,4,242.0,1.309,0,51,2016-2017,2016-51,184.87394957983193
PCR,1617,1652,4,275.0,1.471,0,52,2016-2017,2016-52,186.9476546566961
PCR,1617,1701,4,255.0,1.451,0,1,2016-2017,2017-01,175.7408683666437
PCR,1617,1702,4,162.0,1.221,0,2,2016-2017,2017-02,132.67813267813267
PCR,1617,1703,4,186.0,1.328,0,3,2016-2017,2017-03,140.06024096385542
PCR,1617,1704,4,166.0,1.376,0,4,2016-2017,2017-04,120.63953488372094
PCR,1617,1705,4,162.0,1.488,0,5,2016-2017,2017-05,108.87096774193549
PCR,1617,1706,4,163.0,1.621,0,6,2016-2017,2017-06,100.55521283158544
PCR,1617,1707,4,130.0,1.709,0,7,2016-2017,2017-07,76.06787595084845
PCR,1617,1708,4,98.0,1.638,0,8,2016-2017,2017-08,59.82905982905983
PCR,1617,1709,4,107.0,1.58,0,9,2016-2017,2017-09,67.72151898734177
PCR,1617,1710,4,84.0,1.637,0,10,2016-2017,2017-10,51.31337813072694
PCR,1617,1711,4,56.0,1.516,0,11,2016-2017,2017-11,36.93931398416886
PCR,1617,1712,4,45.0,1.617,0,12,2016-2017,2017-12,27.82931354359926
PCR,1617,1713,4,40.0,1.532,0,13,2016-2017,2017-13,26.109660574412533
PCR,1617,1714,4,37.0,1.292,0,14,2016-2017,2017-14,28.637770897832816
PCR,1617,1715,4,25.0,1.196,0,15,2016-2017,2017-15,20.90301003344482
PCR,1617,1716,4,26.0,1.114,0,16,2016-2017,2017-16,23.33931777378815
PCR,1617,1717,4,15.0,1.121,0,17,2016-2017,2017-17,13.380909901873327
PCR,1617,1644,5,114.0,2.514,0,44,2016-2017,2016-44,45.34606205250597
PCR,1617,1645,5,108.0,2.733,0,45,2016-2017,2016-45,39.51701427003293
PCR,1617,1646,5,160.0,2.718,0,46,2016-2017,2016-46,58.86681383370125
PCR,1617,1647,5,171.0,2.486,0,47,2016-2017,2016-47,68.78519710378117
PCR,1617,1648,5,281.0,3.045,0,48,2016-2017,2016-48,92.28243021346469
PCR,1617,1649,5,320.0,3.095,0,49,2016-2017,2016-49,103.39256865912762
PCR,1617,1650,5,376.0,3.218,0,50,2016-2017,2016-50,116.84275947793661
PCR,1617,1651,5,476.0,3.416,0,51,2016-2017,2016-51,139.34426229508196
PCR,1617,1652,5,597.0,3.995,0,52,2016-2017,2016-52,149.43679599499373
PCR,1617,1701,5,638.0,4.485,0,1,2016-2017,2017-01,142.25195094760312
PCR,1617,1702,5,527.0,4.489,0,2,2016-2017,2017-02,117.3980842058365
PCR,1617,1703,5,552.0,4.736,0,3,2016-2017,2017-03,116.55405405405406
PCR,1617,1704,5,603.0,4.91,0,4,2016-2017,2017-04,122.81059063136456
PCR,1617,1705,5,522.0,4.95,0,5,2016-2017,2017-05,105.45454545454545
PCR,1617,1706,5,506.0,5.695,0,6,2016-2017,2017-06,88.84986830553116
PCR,1617,1707,5,467.0,6.508,0,7,2016-2017,2017-07,71.7578365089121
PCR,1617,1708,5,406.0,6.972,0,8,2016-2017,2017-08,58.23293172690763
PCR,1617,1709,5,311.0,6.07,0,9,2016-2017,2017-09,51.23558484349258
PCR,1617,1710,5,252.0,5.555,0,10,2016-2017,2017-10,45.364536453645364
PCR,1617,1711,5,221.0,5.369,0,11,2016-2017,2017-11,41.162227602905574
PCR,1617,1712,5,185.0,5.62,0,12,2016-2017,2017-12,32.91814946619217
PCR,1617,1713,5,139.0,5.387,0,13,2016-2017,2017-13,25.802858733989236
PCR,1617,1714,5,112.0,4.608,0,14,2016-2017,2017-14,24.305555555555557
PCR,1617,1715,5,89.0,3.954,0,15,2016-2017,2017-15,22.508851795649974
PCR,1617,1716,5,73.0,3.636,0,16,2016-2017,2017-16,20.077007700770075
PCR,1617,1717,5,33.0,2.935,0,17,2016-2017,2017-17,11.243611584327086
PCR,1617,1644,6,129.0,1.352,0,44,2016-2017,2016-44,95.41420118343194
PCR,1617,1645,6,160.0,1.545,0,45,2016-2017,2016-45,103.55987055016182
PCR,1617,1646,6,231.0,1.803,0,46,2016-2017,2016-46,128.1198003327787
PCR,1617,1647,6,231.0,1.603,0,47,2016-2017,2016-47,144.1048034934498
PCR,1617,1648,6,296.0,1.854,0,48,2016-2017,2016-48,159.65480043149944
PCR,1617,1649,6,286.0,1.762,0,49,2016-2017,2016-49,162.3155505107832
PCR,1617,1650,6,431.0,2.118,0,50,2016-2017,2016-50,203.49386213408877
PCR,1617,1651,6,484.0,2.083,0,51,2016-2017,2016-51,232.3571771483437
PCR,1617,1652,6,577.0,2.306,0,52,2016-2017,2016-52,250.2168256721596
PCR,1617,1701,6,528.0,2.309,0,1,2016-2017,2017-01,228.67042009527933
PCR,1617,1702,6,414.0,2.377,0,2,2016-2017,2017-02,174.16912074042912
PCR,1617,1703,6,430.0,2.303,0,3,2016-2017,2017-03,186.71298306556665
PCR,1617,1704,6,484.0,2.546,0,4,2016-2017,2017-04,190.102120974077
PCR,1617,1705,6,341.0,2.844,0,5,2016-2017,2017-05,119.90154711673699
PCR,1617,1706,6,454.0,3.447,0,6,2016-2017,2017-06,131.70873223092545
PCR,1617,1707,6,368.0,3.425,0,7,2016-2017,2017-07,107.44525547445257
PCR,1617,1708,6,287.0,3.174,0,8,2016-2017,2017-08,90.42218021424071
PCR,1617,1709,6,294.0,2.918,0,9,2016-2017,2017-09,100.75394105551747
PCR,1617,1710,6,183.0,2.803,0,10,2016-2017,2017-10,65.28719229397075
PCR,1617,1711,6,176.0,2.582,0,11,2016-2017,2017-11,68.16421378776143
PCR,1617,1712,6,119.0,2.316,0,12,2016-2017,2017-12,51.38169257340242
PCR,1617,1713,6,108.0,2.097,0,13,2016-2017,2017-13,51.502145922746784
PCR,1617,1714,6,57.0,1.886,0,14,2016-2017,2017-14,30.22269353128314
PCR,1617,1715,6,52.0,1.879,0,15,2016-2017,2017-15,27.674294837679618
PCR,1617,1716,6,46.0,1.653,0,16,2016-2017,2017-16,27.828191167574108
PCR,1617,1717,6,37.0,1.517,0,17,2016-2017,2017-17,24.390243902439025
PCR,1617,1644,7,35.0,609.0,0,44,2016-2017,2016-44,0.05747126436781609
PCR,1617,1645,7,52.0,659.0,0,45,2016-2017,2016-45,0.07890743550834597
PCR,1617,1646,7,58.0,712.0,0,46,2016-2017,2016-46,0.08146067415730338
PCR,1617,1647,7,54.0,596.0,0,47,2016-2017,2016-47,0.09060402684563758
PCR,1617,1648,7,62.0,771.0,0,48,2016-2017,2016-48,0.08041504539559015
PCR,1617,1649,7,71.0,762.0,0,49,2016-2017,2016-49,0.09317585301837271
PCR,1617,1650,7,85.0,770.0,0,50,2016-2017,2016-50,0.11038961038961038
PCR,1617,1651,7,106.0,756.0,0,51,2016-2017,2016-51,0.1402116402116402
PCR,1617,1652,7,127.0,876.0,0,52,2016-2017,2016-52,0.1449771689497717
PCR,1617,1701,7,129.0,930.0,0,1,2016-2017,2017-01,0.13870967741935483
PCR,1617,1702,7,128.0,967.0,0,2,2016-2017,2017-02,0.13236814891416754
PCR,1617,1703,7,136.0,1.052,0,3,2016-2017,2017-03,129.27756653992395
PCR,1617,1704,7,147.0,1.054,0,4,2016-2017,2017-04,139.4686907020873
PCR,1617,1705,7,126.0,1.129,0,5,2016-2017,2017-05,111.60318866253321
PCR,1617,1706,7,153.0,1.23,0,6,2016-2017,2017-06,124.39024390243902
PCR,1617,1707,7,134.0,1.331,0,7,2016-2017,2017-07,100.67618332081142
PCR,1617,1708,7,130.0,1.107,0,8,2016-2017,2017-08,117.43450767841011
PCR,1617,1709,7,93.0,902.0,0,9,2016-2017,2017-09,0.10310421286031042
PCR,1617,1710,7,84.0,924.0,0,10,2016-2017,2017-10,0.09090909090909091
PCR,1617,1711,7,54.0,918.0,0,11,2016-2017,2017-11,0.058823529411764705
PCR,1617,1712,7,37.0,369.0,0,12,2016-2017,2017-12,0.1002710027100271
PCR,1617,1713,7,17.0,388.0,0,13,2016-2017,2017-13,0.04381443298969072
PCR,1617,1714,7,21.0,793.0,0,14,2016-2017,2017-14,0.02648171500630517
PCR,1617,1715,7,25.0,742.0,0,15,2016-2017,2017-15,0.03369272237196765
PCR,1617,1716,7,14.0,658.0,0,16,2016-2017,2017-16,0.02127659574468085
PCR,1617,1717,7,14.0,654.0,0,17,2016-2017,2017-17,0.021406727828746176
PCR,1617,1644,8,19.0,935.0,0,44,2016-2017,2016-44,0.020320855614973262
PCR,1617,1645,8,18.0,992.0,0,45,2016-2017,2016-45,0.018145161290322582
PCR,1617,1646,8,24.0,998.0,0,46,2016-2017,2016-46,0.02404809619238477
PCR,1617,1647,8,34.0,1.032,0,47,2016-2017,2016-47,32.945736434108525
PCR,1617,1648,8,55.0,1.224,0,48,2016-2017,2016-48,44.93464052287582
PCR,1617,1649,8,93.0,1.155,0,49,2016-2017,2016-49,80.51948051948052
PCR,1617,1650,8,133.0,1.317,0,50,2016-2017,2016-50,100.98709187547456
PCR,1617,1651,8,199.0,1.553,0,51,2016-2017,2016-51,128.13908564069544
PCR,1617,1652,8,302.0,1.927,0,52,2016-2017,2016-52,156.7202906071614
PCR,1617,1701,8,369.0,1.962,0,1,2016-2017,2017-01,188.07339449541286
PCR,1617,1702,8,338.0,1.97,0,2,2016-2017,2017-02,171.5736040609137
PCR,1617,1703,8,389.0,1.837,0,3,2016-2017,2017-03,211.75830157866088
PCR,1617,1704,8,458.0,1.857,0,4,2016-2017,2017-04,246.6343564889607
PCR,1617,1705,8,453.0,1.883,0,5,2016-2017,2017-05,240.57355284121084
PCR,1617,1706,8,515.0,2.101,0,6,2016-2017,2017-06,245.12137077582105
PCR,1617,1707,8,445.0,2.046,0,7,2016-2017,2017-07,217.49755620723366
PCR,1617,1708,8,407.0,1.897,0,8,2016-2017,2017-08,214.54928835002636
PCR,1617,1709,8,271.0,1.575,0,9,2016-2017,2017-09,172.06349206349208
PCR,1617,1710,8,230.0,1.613,0,10,2016-2017,2017-10,142.5914445133292
PCR,1617,1711,8,206.0,1.53,0,11,2016-2017,2017-11,134.640522875817
PCR,1617,1712,8,144.0,1.457,0,12,2016-2017,2017-12,98.83321894303363
PCR,1617,1713,8,111.0,1.33,0,13,2016-2017,2017-13,83.45864661654134
PCR,1617,1714,8,83.0,1.408,0,14,2016-2017,2017-14,58.94886363636364
PCR,1617,1715,8,57.0,1.276,0,15,2016-2017,2017-15,44.67084639498432
PCR,1617,1716,8,23.0,1.067,0,16,2016-2017,2017-16,21.555763823805062
PCR,1617,1717,8,40.0,1.169,0,17,2016-2017,2017-17,34.21727972626176
PCR,1617,1644,9,68.0,1.774,0,44,2016-2017,2016-44,38.331454340473506
PCR,1617,1645,9,77.0,1.956,0,45,2016-2017,2016-45,39.36605316973415
PCR,1617,1646,9,108.0,2.166,0,46,2016-2017,2016-46,49.86149584487535
PCR,1617,1647,9,123.0,1.913,0,47,2016-2017,2016-47,64.29691583899634
PCR,1617,1648,9,240.0,2.571,0,48,2016-2017,2016-48,93.34889148191364
PCR,1617,1649,9,319.0,2.688,0,49,2016-2017,2016-49,118.67559523809523
PCR,1617,1650,9,445.0,3.133,0,50,2016-2017,2016-50,142.03638684966486
PCR,1617,1651,9,643.0,3.771,0,51,2016-2017,2016-51,170.51180058339963
PCR,1617,1652,9,859.0,4.843,0,52,2016-2017,2016-52,177.36939913276893
PCR,1617,1701,9,1.099,5.856,0,1,2016-2017,2017-01,0.1876707650273224
PCR,1617,1702,9,956.0,5.913,0,2,2016-2017,2017-02,161.67765939455435
PCR,1617,1703,9,869.0,5.313,0,3,2016-2017,2017-03,163.56107660455487
PCR,1617,1704,9,918.0,5.067,0,4,2016-2017,2017-04,181.17229129662522
PCR,1617,1705,9,877.0,5.202,0,5,2016-2017,2017-05,168.58900422914263
PCR,1617,1706,9,859.0,5.063,0,6,2016-2017,2017-06,169.66225557969585
PCR,1617,1707,9,713.0,4.486,0,7,2016-2017,2017-07,158.93892108782882
PCR,1617,1708,9,623.0,4.187,0,8,2016-2017,2017-08,148.79388583711486
PCR,1617,1709,9,453.0,3.76,0,9,2016-2017,2017-09,120.47872340425532
PCR,1617,1710,9,356.0,3.629,0,10,2016-2017,2017-10,98.09864976577569
PCR,1617,1711,9,275.0,3.334,0,11,2016-2017,2017-11,82.48350329934013
PCR,1617,1712,9,180.0,3.241,0,12,2016-2017,2017-12,55.538414069731566
PCR,1617,1713,9,120.0,2.787,0,13,2016-2017,2017-13,43.05705059203445
PCR,1617,1714,9,88.0,2.545,0,14,2016-2017,2017-14,34.57760314341847
PCR,1617,1715,9,68.0,2.349,0,15,2016-2017,2017-15,28.94848871860366
PCR,1617,1716,9,52.0,2.194,0,16,2016-2017,2017-16,23.701002734731084
PCR,1617,1717,9,39.0,2.06,0,17,2016-2017,2017-17,18.932038834951456
PCR,1718,1744,1,21.0,589.0,0,44,2017-2018,2017-44,0.035653650254668934
PCR,1718,1745,1,24.0,674.0,0,45,2017-2018,2017-45,0.03560830860534125
PCR,1718,1746,1,41.0,794.0,0,46,2017-2018,2017-46,0.05163727959697733
PCR,1718,1747,1,63.0,746.0,0,47,2017-2018,2017-47,0.08445040214477212
PCR,1718,1748,1,112.0,871.0,0,48,2017-2018,2017-48,0.1285878300803674
PCR,1718,1749,1,107.0,886.0,0,49,2017-2018,2017-49,0.12076749435665914
PCR,1718,1750,1,132.0,980.0,0,50,2017-2018,2017-50,0.1346938775510204
PCR,1718,1751,1,189.0,1.104,0,51,2017-2018,2017-51,171.19565217391303
PCR,1718,1752,1,206.0,1.135,0,52,2017-2018,2017-52,181.4977973568282
PCR,1718,1801,1,188.0,1.302,0,1,2017-2018,2018-01,144.39324116743472
PCR,1718,1802,1,170.0,1.367,0,2,2017-2018,2018-02,124.35991221653255
PCR,1718,1803,1,180.0,1.469,0,3,2017-2018,2018-03,122.53233492171545
PCR,1718,1804,1,221.0,1.832,0,4,2017-2018,2018-04,120.63318777292577
PCR,1718,1805,1,228.0,1.878,0,5,2017-2018,2018-05,121.40575079872205
PCR,1718,1806,1,188.0,1.958,0,6,2017-2018,2018-06,96.01634320735444
PCR,1718,1807,1,183.0,2.032,0,7,2017-2018,2018-07,90.05905511811024
PCR,1718,1808,1,131.0,1.689,0,8,2017-2018,2018-08,77.56068679692125
PCR,1718,1809,1,134.0,1.432,0,9,2017-2018,2018-09,93.57541899441341
PCR,1718,1810,1,102.0,1.198,0,10,2017-2018,2018-10,85.14190317195326
PCR,1718,1811,1,65.0,1.011,0,11,2017-2018,2018-11,64.29277942631059
PCR,1718,1812,1,50.0,889.0,0,12,2017-2018,2018-12,0.0562429696287964
PCR,1718,1813,1,46.0,837.0,0,13,2017-2018,2018-13,0.054958183990442055
PCR,1718,1814,1,43.0,858.0,0,14,2017-2018,2018-14,0.05011655011655012
PCR,1718,1815,1,37.0,810.0,0,15,2017-2018,2018-15,0.04567901234567901
PCR,1718,1816,1,27.0,752.0,0,16,2017-2018,2018-16,0.03590425531914894
PCR,1718,1817,1,23.0,703.0,0,17,2017-2018,2018-17,0.032716927453769556
PCR,1718,1744,10,7.0,777.0,0,44,2017-2018,2017-44,0.009009009009009009
PCR,1718,1745,10,25.0,876.0,0,45,2017-2018,2017-45,0.028538812785388126
PCR,1718,1746,10,23.0,801.0,0,46,2017-2018,2017-46,0.02871410736579276
PCR,1718,1747,10,44.0,980.0,0,47,2017-2018,2017-47,0.044897959183673466
PCR,1718,1748,10,57.0,1.139,0,48,2017-2018,2017-48,50.043898156277436
PCR,1718,1749,10,88.0,1.271,0,49,2017-2018,2017-49,69.23682140047208
PCR,1718,1750,10,116.0,1.51,0,50,2017-2018,2017-50,76.82119205298014
PCR,1718,1751,10,226.0,2.194,0,51,2017-2018,2017-51,103.00820419325433
PCR,1718,1752,10,273.0,2.569,0,52,2017-2018,2017-52,106.26702997275204
PCR,1718,1801,10,303.0,2.934,0,1,2017-2018,2018-01,103.2719836400818
PCR,1718,1802,10,314.0,3.056,0,2,2017-2018,2018-02,102.74869109947643
PCR,1718,1803,10,339.0,2.83,0,3,2017-2018,2018-03,119.78798586572438
PCR,1718,1804,10,417.0,2.881,0,4,2017-2018,2018-04,144.74140923290526
PCR,1718,1805,10,344.0,2.579,0,5,2017-2018,2018-05,133.38503295851103
PCR,1718,1806,10,319.0,2.412,0,6,2017-2018,2018-06,132.2553897180763
PCR,1718,1807,10,277.0,2.229,0,7,2017-2018,2018-07,124.27097353073127
PCR,1718,1808,10,260.0,2.054,0,8,2017-2018,2018-08,126.58227848101266
PCR,1718,1809,10,207.0,2.076,0,9,2017-2018,2018-09,99.71098265895954
PCR,1718,1810,10,145.0,1.93,0,10,2017-2018,2018-10,75.12953367875647
PCR,1718,1811,10,135.0,1.724,0,11,2017-2018,2018-11,78.3062645011601
PCR,1718,1812,10,93.0,1.555,0,12,2017-2018,2018-12,59.80707395498393
PCR,1718,1813,10,76.0,1.45,0,13,2017-2018,2018-13,52.41379310344828
PCR,1718,1814,10,71.0,1.424,0,14,2017-2018,2018-14,49.859550561797754
PCR,1718,1815,10,61.0,1.224,0,15,2017-2018,2018-15,49.83660130718955
PCR,1718,1816,10,27.0,931.0,0,16,2017-2018,2018-16,0.02900107411385607
PCR,1718,1817,10,20.0,834.0,0,17,2017-2018,2018-17,0.023980815347721823
PCR,1718,1744,2,39.0,718.0,0,44,2017-2018,2017-44,0.054317548746518104
PCR,1718,1745,2,54.0,809.0,0,45,2017-2018,2017-45,0.06674907292954264
PCR,1718,1746,2,80.0,868.0,0,46,2017-2018,2017-46,0.09216589861751152
PCR,1718,1747,2,86.0,756.0,0,47,2017-2018,2017-47,0.11375661375661375
PCR,1718,1748,2,150.0,1.045,0,48,2017-2018,2017-48,143.54066985645935
PCR,1718,1749,2,183.0,1.101,0,49,2017-2018,2017-49,166.2125340599455
PCR,1718,1750,2,203.0,1.179,0,50,2017-2018,2017-50,172.17981340118743
PCR,1718,1751,2,224.0,1.304,0,51,2017-2018,2017-51,171.77914110429447
PCR,1718,1752,2,242.0,1.498,0,52,2017-2018,2017-52,161.54873164218958
PCR,1718,1801,2,308.0,1.723,0,1,2017-2018,2018-01,178.7579802669762
PCR,1718,1802,2,229.0,1.923,0,2,2017-2018,2018-02,119.08476339053561
PCR,1718,1803,2,209.0,1.854,0,3,2017-2018,2018-03,112.72923408845739
PCR,1718,1804,2,222.0,2.359,0,4,2017-2018,2018-04,94.10767274268758
PCR,1718,1805,2,194.0,2.495,0,5,2017-2018,2018-05,77.75551102204409
PCR,1718,1806,2,144.0,2.7,0,6,2017-2018,2018-06,53.33333333333333
PCR,1718,1807,2,130.0,2.768,0,7,2017-2018,2018-07,46.96531791907515
PCR,1718,1808,2,95.0,2.115,0,8,2017-2018,2018-08,44.91725768321513
PCR,1718,1809,2,64.0,1.409,0,9,2017-2018,2018-09,45.42228530872959
PCR,1718,1810,2,76.0,1.214,0,10,2017-2018,2018-10,62.60296540362438
PCR,1718,1811,2,50.0,1.077,0,11,2017-2018,2018-11,46.425255338904364
