region,year,week_number,temperature_mean_c,dewpoint_mean_c,relative_humidity_mean
Delaware,2010,40,15.02,7.39,62.8
Delaware,2010,41,11.61,4.54,65.3
Delaware,2010,42,10.25,4.07,68.2
Delaware,2010,43,6.47,1.2,71.1
Delaware,2010,44,6.49,-1.62,58.2
Delaware,2010,45,6.36,1.23,71.7
Delaware,2010,46,0.48,-3.48,75.5
Delaware,2010,47,-4.35,-9.63,68.0
Delaware,2010,48,-5.35,-9.52,73.3
Delaware,2010,49,-7.55,-11.47,74.4
Delaware,2010,50,-11.46,-14.35,79.4
Delaware,2010,51,-7.18,-8.89,87.6
Delaware,2010,52,-9.97,-11.99,85.2
Delaware,2011,1,-9.72,-11.91,84.1
Delaware,2011,2,-13.07,-15.69,80.7
Delaware,2011,3,-15.4,-18.47,77.3
Delaware,2011,4,-7.56,-9.9,83.5
Delaware,2011,5,-10.59,-13.35,80.4
Delaware,2011,6,-10.96,-14.48,75.6
Delaware,2011,7,0.53,-2.74,79.4
Delaware,2011,8,-8.47,-12.55,73.1
Delaware,2011,9,-5.88,-10.94,68.6
Delaware,2011,10,-1.95,-6.63,71.5
Delaware,2011,11,5.9,0.32,69.7
Delaware,2011,12,1.76,-3.42,70.0
Delaware,2011,13,3.99,-2.1,67.1
Delaware,2011,14,9.48,2.66,66.3
Delaware,2011,15,6.58,0.77,70.1
Delaware,2011,16,5.33,1.43,77.8
Delaware,2011,17,9.76,2.31,63.5
Delaware,2011,18,12.17,1.95,53.6
Delaware,2011,19,15.25,9.1,69.4
Delaware,2011,20,15.37,7.6,63.9
Delaware,2011,21,15.01,10.07,74.4
Delaware,2011,22,21.59,13.94,64.0
Delaware,2011,23,20.17,12.95,65.9
Delaware,2011,24,20.14,15.06,74.4
Delaware,2011,25,18.86,15.45,81.7
Delaware,2011,26,23.38,17.78,72.4
Delaware,2011,27,24.87,20.14,76.1
Delaware,2011,28,24.45,20.88,81.4
Delaware,2011,29,27.21,22.36,75.9
Delaware,2011,30,25.58,21.82,80.7
Delaware,2011,31,25.14,20.53,76.9
Delaware,2011,32,20.7,15.33,73.2
Delaware,2011,33,21.14,16.35,75.7
Delaware,2011,34,22.17,15.96,70.1
Delaware,2011,35,20.75,16.94,80.6
Delaware,2011,36,18.35,11.39,66.9
Delaware,2011,37,13.49,6.44,65.0
Delaware,2011,38,12.66,5.23,64.2
Delaware,2011,39,15.08,4.96,54.9
Delaware,2011,40,20.44,8.66,50.7
Delaware,2011,41,13.27,6.24,64.9
Delaware,2011,42,6.54,-0.19,64.5
Delaware,2011,43,7.23,-0.73,60.2
Delaware,2011,44,6.08,-1.82,59.4
Delaware,2011,45,4.19,-4.98,52.8
Delaware,2011,46,-0.26,-8.05,58.2
Delaware,2011,47,2.67,-1.6,74.7
Delaware,2011,48,-2.17,-8.08,65.8
Delaware,2011,49,-7.68,-12.69,68.7
Delaware,2011,50,-0.48,-3.57,81.1
Delaware,2011,51,-2.16,-7.97,66.1
Delaware,2011,52,1.87,-4.09,66.8
Delaware,2012,1,-0.58,-7.31,61.7
Delaware,2012,2,-3.63,-9.42,65.8
Delaware,2012,3,-10.52,-14.99,71.4
Delaware,2012,4,-5.18,-7.02,87.2
Delaware,2012,5,0.91,-3.15,75.4
Delaware,2012,6,-7.02,-13.45,62.4
Delaware,2012,7,-2.36,-7.02,72.4
Delaware,2012,8,-1.77,-4.75,81.1
Delaware,2012,9,-2.78,-5.57,81.9
Delaware,2012,10,5.58,-2.79,58.8
Delaware,2012,11,14.68,8.17,68.4
Delaware,2012,12,14.06,9.42,75.7
Delaware,2012,13,14.82,7.25,63.8
Delaware,2012,14,13.43,0.96,46.2
Delaware,2012,15,9.05,-0.38,56.9
Delaware,2012,16,9.55,3.17,67.6
Delaware,2012,17,13.38,4.75,60.2
Delaware,2012,18,18.67,14.3,77.7
Delaware,2012,19,14.17,4.77,56.4
Delaware,2012,20,20.04,7.47,48.6
Delaware,2012,21,19.02,11.71,66.0
Delaware,2012,22,15.27,8.99,69.0
Delaware,2012,23,23.76,14.7,58.6
Delaware,2012,24,20.0,13.34,67.9
Delaware,2012,25,23.71,16.72,66.7
Delaware,2012,26,25.27,18.96,69.5
Delaware,2012,27,27.27,20.19,66.6
Delaware,2012,28,24.78,16.88,64.0
Delaware,2012,29,28.22,19.93,62.6
Delaware,2012,30,25.9,17.67,62.5
Delaware,2012,31,25.08,17.12,64.5
Delaware,2012,32,21.78,14.51,65.8
Delaware,2012,33,18.33,11.6,68.1
Delaware,2012,34,22.23,14.76,65.9
Delaware,2012,35,25.62,14.98,55.2
Delaware,2012,36,20.2,10.99,59.3
Delaware,2012,37,19.44,7.57,50.9
Delaware,2012,38,12.94,0.95,47.9
Delaware,2012,39,14.82,1.25,44.8
Delaware,2012,40,9.36,-2.12,48.9
Delaware,2012,41,9.68,-0.77,51.8
Delaware,2012,42,10.53,3.69,65.9
Delaware,2012,43,6.56,2.26,75.0
Delaware,2012,44,4.98,-1.58,64.2
Delaware,2012,45,5.51,0.66,72.8
Delaware,2012,46,2.12,-4.36,63.8
Delaware,2012,47,3.7,-2.77,64.1
Delaware,2012,48,-1.27,-4.86,77.6
Delaware,2012,49,2.06,-3.49,69.6
Delaware,2012,50,-2.38,-7.46,70.4
Delaware,2012,51,-6.17,-9.26,79.7
Delaware,2012,52,-11.18,-14.63,76.4
Delaware,2013,1,-8.52,-11.73,78.1
Delaware,2013,2,-3.92,-7.25,78.5
Delaware,2013,3,-4.27,-9.8,66.6
Delaware,2013,4,-10.41,-15.97,64.5
Delaware,2013,5,-6.85,-10.79,74.4
Delaware,2013,6,-1.36,-4.73,78.7
Delaware,2013,7,-2.84,-7.76,70.5
Delaware,2013,8,-8.59,-13.63,68.8
Delaware,2013,9,-3.85,-7.43,77.1
Delaware,2013,10,-1.17,-4.65,78.2
Delaware,2013,11,-1.29,-6.96,66.9
Delaware,2013,12,-4.29,-11.55,59.1
Delaware,2013,13,3.0,-3.19,66.1
Delaware,2013,14,4.73,-3.35,58.1
Delaware,2013,15,2.03,0.01,86.9
Delaware,2013,16,2.03,-2.76,72.0
Delaware,2013,17,7.25,0.57,66.8
Delaware,2013,18,8.45,1.28,64.5
Delaware,2013,19,12.19,5.14,66.3
Delaware,2013,20,20.5,11.5,59.9
Delaware,2013,21,13.81,9.53,77.3
Delaware,2013,22,16.61,12.52,78.5
Delaware,2013,23,15.43,10.67,75.2
Delaware,2013,24,20.71,15.36,73.6
Delaware,2013,25,23.39,17.31,70.4
Delaware,2013,26,23.11,16.97,70.4
Delaware,2013,27,23.13,15.42,63.9
Delaware,2013,28,24.61,18.55,70.5
Delaware,2013,29,25.16,18.3,67.6
Delaware,2013,30,19.76,13.33,68.9
Delaware,2013,31,19.19,14.23,75.2
Delaware,2013,32,20.89,16.28,76.5
Delaware,2013,33,18.33,13.68,75.8
Delaware,2013,34,24.81,20.41,77.5
Delaware,2013,35,25.67,20.27,73.7
Delaware,2013,36,21.59,16.68,75.0
Delaware,2013,37,19.69,13.23,68.8
Delaware,2013,38,16.86,11.14,71.7
Delaware,2013,39,18.66,10.54,61.9
Delaware,2013,40,14.81,8.01,68.6
Delaware,2013,41,14.66,5.24,55.7
Delaware,2013,42,7.0,2.13,73.3
Delaware,2013,43,3.85,-1.24,71.7
Delaware,2013,44,5.36,1.43,77.6
Delaware,2013,45,1.93,-1.88,77.5
Delaware,2013,46,1.61,-3.54,70.3
Delaware,2013,47,-1.83,-7.6,66.7
Delaware,2013,48,-3.19,-8.32,69.0
Delaware,2013,49,-11.47,-14.08,81.3
Delaware,2013,50,-13.85,-16.14,82.8
Delaware,2013,51,-8.75,-10.97,84.1
Delaware,2013,52,-10.0,-13.0,78.8
Delaware,2014,1,-15.29,-18.54,76.2
Delaware,2014,2,-10.75,-13.64,79.2
Delaware,2014,3,-4.1,-8.24,73.5
Delaware,2014,4,-7.94,-13.46,65.3
Delaware,2014,5,-12.23,-18.68,60.9
Delaware,2014,6,-14.12,-19.17,66.4
Delaware,2014,7,-9.79,-13.74,73.4
Delaware,2014,8,-1.02,-8.39,60.2
Delaware,2014,9,-14.19,-20.09,61.9
Delaware,2014,10,-7.09,-10.91,75.7
Delaware,2014,11,3.79,-2.67,65.2
Delaware,2014,12,0.86,-5.55,64.3
Delaware,2014,13,1.24,-5.79,62.3
Delaware,2014,14,3.1,-2.24,70.2
Delaware,2014,15,11.31,0.73,52.8
Delaware,2014,16,6.43,-1.8,58.2
Delaware,2014,17,12.62,3.38,57.8
Delaware,2014,18,8.19,3.1,73.1
Delaware,2014,19,14.56,6.56,61.5
Delaware,2014,20,9.19,0.67,59.9
Delaware,2014,21,19.09,9.69,57.8
Delaware,2014,22,22.68,16.82,71.7
Delaware,2014,23,18.65,13.33,73.6
Delaware,2014,24,18.5,10.88,64.8
Delaware,2014,25,22.64,18.5,78.9
Delaware,2014,26,22.02,17.1,75.6
Delaware,2014,27,20.96,15.28,71.9
Delaware,2014,28,22.09,17.06,75.0
Delaware,2014,29,18.74,13.25,72.1
Delaware,2014,30,22.87,18.15,75.8
Delaware,2014,31,19.8,14.31,73.3
Delaware,2014,32,20.72,18.19,86.1
Delaware,2014,33,20.63,16.12,77.1
Delaware,2014,34,23.83,19.58,78.2
Delaware,2014,35,19.62,16.36,82.5
Delaware,2014,36,18.47,13.52,74.5
Delaware,2014,37,13.08,9.05,78.0
Delaware,2014,38,16.69,10.77,70.1
Delaware,2014,39,18.24,13.17,74.1
Delaware,2014,40,12.48,7.16,71.7
Delaware,2014,41,9.82,1.63,60.0
Delaware,2014,42,11.44,3.88,63.3
Delaware,2014,43,13.27,5.64,63.5
Delaware,2014,44,5.97,-1.51,60.5
Delaware,2014,45,6.64,0.25,64.9
Delaware,2014,46,-7.34,-11.86,71.4
Delaware,2014,47,-6.09,-8.78,81.3
Delaware,2014,48,-4.89,-10.16,67.9
Delaware,2014,49,-3.71,-10.13,63.4
Delaware,2014,50,2.47,0.23,85.4
Delaware,2014,51,-2.77,-4.66,87.0
Delaware,2014,52,-2.05,-4.1,86.1
Delaware,2015,1,-13.33,-16.1,79.8
Delaware,2015,2,-16.1,-19.24,76.9
Delaware,2015,3,-7.81,-10.26,82.7
Delaware,2015,4,-0.2,-2.58,84.5
Delaware,2015,5,-0.93,-4.04,80.0
Delaware,2015,6,-7.46,-11.29,74.5
Delaware,2015,7,-5.87,-11.48,65.8
Delaware,2015,8,-9.48,-16.43,58.0
Delaware,2015,9,-10.27,-17.03,59.7
Delaware,2015,10,-3.97,-11.42,58.4
Delaware,2015,11,9.65,-0.17,54.4
Delaware,2015,12,6.8,-4.4,47.6
Delaware,2015,13,2.22,-3.83,66.8
Delaware,2015,14,10.95,-2.65,42.0
Delaware,2015,15,9.01,2.95,69.2
Delaware,2015,16,14.02,3.93,54.4
Delaware,2015,17,9.13,-1.49,51.3
Delaware,2015,18,14.99,3.82,51.6
Delaware,2015,19,15.55,8.99,68.0
Delaware,2015,20,14.47,9.32,73.6
Delaware,2015,21,12.13,5.04,64.8
Delaware,2015,22,16.67,11.27,73.0
Delaware,2015,23,20.46,14.95,71.9
Delaware,2015,24,21.11,14.95,71.0
Delaware,2015,25,21.03,14.9,69.8
Delaware,2015,26,22.16,15.66,69.1
Delaware,2015,27,20.83,15.87,74.9
Delaware,2015,28,21.48,16.59,75.1
Delaware,2015,29,25.1,19.02,71.1
Delaware,2015,30,23.62,17.65,71.0
Delaware,2015,31,24.05,17.13,68.3
Delaware,2015,32,23.15,17.35,71.8
Delaware,2015,33,24.15,17.66,69.3
Delaware,2015,34,18.11,13.33,75.5
Delaware,2015,35,17.49,12.99,77.0
Delaware,2015,36,24.7,20.4,77.9
Delaware,2015,37,17.02,11.98,74.3
Delaware,2015,38,19.42,13.38,69.7
Delaware,2015,39,19.79,15.48,78.0
Delaware,2015,40,13.8,5.62,59.3
Delaware,2015,41,15.38,9.21,68.3
Delaware,2015,42,11.33,0.39,50.1
Delaware,2015,43,13.18,6.32,66.1
Delaware,2015,44,7.67,2.13,69.6
Delaware,2015,45,9.89,4.78,72.2
Delaware,2015,46,6.68,0.4,66.3
Delaware,2015,47,1.56,-2.22,78.7
Delaware,2015,48,-2.1,-5.84,76.1
Delaware,2015,49,-1.8,-3.83,86.4
Delaware,2015,50,3.68,-0.0,78.3
Delaware,2015,51,-2.08,-4.96,80.9
Delaware,2015,52,-2.8,-5.33,82.9
Delaware,2015,53,-7.89,-10.83,79.7
Delaware,2016,1,-7.36,-9.29,86.0
Delaware,2016,2,-11.57,-14.87,76.6
Delaware,2016,3,-9.07,-11.14,84.9
Delaware,2016,4,-0.65,-3.33,82.5
Delaware,2016,5,-3.4,-6.46,80.2
Delaware,2016,6,-8.82,-13.31,70.5
Delaware,2016,7,1.68,-1.51,80.8
Delaware,2016,8,2.06,-2.5,73.7
Delaware,2016,9,-0.54,-5.78,69.2
Delaware,2016,10,10.31,4.5,70.2
Delaware,2016,11,5.16,-1.12,66.1
Delaware,2016,12,3.47,-2.47,67.9
Delaware,2016,13,7.31,-0.14,62.2
Delaware,2016,14,5.67,-3.11,55.8
Delaware,2016,15,13.52,2.35,48.9
Delaware,2016,16,13.32,8.79,76.0
Delaware,2016,17,8.5,5.17,80.5
Delaware,2016,18,15.09,4.11,51.2
Delaware,2016,19,12.26,5.59,66.8
Delaware,2016,20,15.23,5.78,55.9
Delaware,2016,21,19.96,14.81,74.5
Delaware,2016,22,19.6,12.09,64.0
Delaware,2016,23,24.34,15.95,61.0
Delaware,2016,24,24.73,19.39,73.6
Delaware,2016,25,23.58,16.08,65.4
Delaware,2016,26,20.82,14.27,68.0
Delaware,2016,27,23.23,18.1,74.7
Delaware,2016,28,22.59,16.76,71.5
Delaware,2016,29,26.86,22.36,77.4
Delaware,2016,30,22.61,16.79,71.3
Delaware,2016,31,23.42,17.74,72.5
Delaware,2016,32,23.77,18.51,74.3
Delaware,2016,33,21.51,16.99,77.1
Delaware,2016,34,20.35,15.61,75.7
Delaware,2016,35,20.97,16.35,76.2
Delaware,2016,36,20.62,15.96,76.4
Delaware,2016,37,17.8,12.79,73.8
Delaware,2016,38,22.0,16.83,74.6
Delaware,2016,39,14.32,7.6,66.7
Delaware,2016,40,12.05,6.56,71.6
Delaware,2016,41,11.8,6.97,73.3
Delaware,2016,42,10.96,6.3,75.4
Delaware,2016,43,10.61,6.61,77.6
Delaware,2016,44,11.53,5.87,70.9
Delaware,2016,45,8.2,2.01,67.3
Delaware,2016,46,3.98,0.05,77.0
Delaware,2016,47,1.54,-1.09,83.5
Delaware,2016,48,1.39,-0.98,84.6
Delaware,2016,49,-7.47,-11.81,71.6
Delaware,2016,50,-14.37,-19.54,66.1
Delaware,2016,51,-1.7,-5.89,74.6
Delaware,2016,52,-1.9,-7.53,66.4
Delaware,2017,1,-11.88,-16.34,69.9
Delaware,2017,2,-9.24,-14.96,64.0
Delaware,2017,3,0.26,-1.63,87.6
Delaware,2017,4,-2.42,-4.61,85.0
Delaware,2017,5,-3.65,-8.9,67.8
Delaware,2017,6,-2.43,-7.3,70.4
Delaware,2017,7,4.35,-0.87,70.8
Delaware,2017,8,3.27,-1.48,72.8
Delaware,2017,9,0.69,-3.81,73.0
Delaware,2017,10,-0.08,-8.54,55.1
Delaware,2017,11,0.08,-6.08,65.1
Delaware,2017,12,5.01,-0.46,69.8
Delaware,2017,13,7.64,2.71,73.3
Delaware,2017,14,10.63,3.4,64.3
Delaware,2017,15,11.17,6.04,74.2
Delaware,2017,16,11.42,3.79,63.7
Delaware,2017,17,6.64,-0.01,65.4
Delaware,2017,18,12.15,3.36,60.5
Delaware,2017,19,17.57,8.47,58.3
Delaware,2017,20,13.82,10.04,79.7
Delaware,2017,21,14.53,8.39,69.2
Delaware,2017,22,19.46,9.98,58.3
Delaware,2017,23,24.6,14.7,55.8
Delaware,2017,24,22.61,15.79,68.4
Delaware,2017,25,19.72,10.67,58.8
Delaware,2017,26,20.1,12.83,65.8
Delaware,2017,27,24.87,17.3,64.7
Delaware,2017,28,24.99,18.46,69.1
Delaware,2017,29,26.32,20.32,71.7
Delaware,2017,30,23.47,17.29,70.4
Delaware,2017,31,19.82,14.31,72.6
Delaware,2017,32,19.53,14.44,74.7
Delaware,2017,33,20.25,17.1,83.4
Delaware,2017,34,20.17,16.28,79.8
Delaware,2017,35,19.86,16.15,81.1
Delaware,2017,36,17.51,11.09,68.2
Delaware,2017,37,20.46,14.62,71.1
Delaware,2017,38,21.67,16.83,75.6
Delaware,2017,39,14.48,9.78,75.8
Delaware,2017,40,14.21,10.27,79.0
Delaware,2017,41,8.84,3.21,69.9
Delaware,2017,42,13.57,6.23,64.4
Delaware,2017,43,6.15,-1.69,58.9
Delaware,2017,44,2.71,-2.38,69.9
Delaware,2017,45,-1.22,-6.64,67.9
Delaware,2017,46,2.53,-1.43,76.2
Delaware,2017,47,2.23,-3.29,68.5
Delaware,2017,48,4.76,-3.38,58.1
Delaware,2017,49,-2.33,-6.52,73.8
Delaware,2017,50,0.39,-3.9,73.8
Delaware,2017,51,-3.69,-9.23,67.3
Delaware,2017,52,-17.43,-22.35,66.0
Delaware,2018,1,-15.79,-19.79,71.7
Delaware,2018,2,-6.83,-10.75,74.2
Delaware,2018,3,-6.14,-11.09,69.3
Delaware,2018,4,-3.65,-6.16,83.5
Delaware,2018,5,-8.21,-13.2,67.8
Delaware,2018,6,-15.09,-18.34,76.6
Delaware,2018,7,-5.71,-9.67,74.5
Delaware,2018,8,-8.43,-10.97,82.4
Delaware,2018,9,-0.78,-4.69,76.1
Delaware,2018,10,-1.45,-5.14,77.0
Delaware,2018,11,1.29,-5.25,65.3
Delaware,2018,12,2.29,-0.67,81.9
Delaware,2018,13,1.87,-3.78,68.7
Delaware,2018,14,-3.06,-9.03,65.6
Delaware,2018,15,2.39,-1.35,77.9
Delaware,2018,16,3.0,-2.98,67.3
Delaware,2018,17,10.82,0.78,53.9
Delaware,2018,18,16.59,8.47,62.4
Delaware,2018,19,14.57,8.24,69.7
Delaware,2018,20,17.77,11.91,71.3
Delaware,2018,21,22.6,16.39,71.3
Delaware,2018,22,22.74,15.36,65.8
Delaware,2018,23,22.96,16.98,70.9
Delaware,2018,24,23.93,17.97,70.9
Delaware,2018,25,20.04,17.23,84.7
Delaware,2018,26,23.17,19.29,80.0
Delaware,2018,27,24.01,19.4,76.5
Delaware,2018,28,25.18,21.04,79.2
Delaware,2018,29,22.06,17.52,77.1
Delaware,2018,30,20.08,15.39,76.3
Delaware,2018,31,21.3,16.89,77.6
Delaware,2018,32,23.17,19.12,79.6
Delaware,2018,33,22.32,19.06,82.9
Delaware,2018,34,20.23,16.45,80.4
Delaware,2018,35,20.77,17.49,82.4
Delaware,2018,36,18.76,14.39,77.3
Delaware,2018,37,22.93,17.69,73.7
Delaware,2018,38,18.01,14.18,79.7
Delaware,2018,39,11.68,6.36,71.5
Delaware,2018,40,9.19,5.82,80.2
Delaware,2018,41,5.08,2.73,85.5
Delaware,2018,42,7.42,-0.34,60.4
Delaware,2018,43,8.29,2.29,69.2
Delaware,2018,44,6.83,2.26,75.0
Delaware,2018,45,-2.94,-6.6,76.7
Delaware,2018,46,-3.26,-8.2,70.1
Delaware,2018,47,0.14,-3.5,77.3
Delaware,2018,48,-3.42,-6.31,81.0
Delaware,2018,49,-6.99,-9.15,84.7
Delaware,2018,50,-4.39,-6.7,84.8
Delaware,2018,51,-0.07,-3.24,79.9
Delaware,2018,52,-4.95,-7.45,83.1
Delaware,2019,1,-4.03,-8.0,74.8
Delaware,2019,2,-1.85,-6.43,72.0
Delaware,2019,3,-7.52,-11.35,74.6
Delaware,2019,4,-10.67,-14.8,72.2
Delaware,2019,5,-10.43,-15.62,66.6
Delaware,2019,6,-14.09,-18.52,70.0
Delaware,2019,7,-11.09,-13.85,80.3
Delaware,2019,8,-9.53,-12.08,81.9
Delaware,2019,9,-15.22,-18.95,73.3
Delaware,2019,10,-9.07,-12.27,77.7
Delaware,2019,11,0.47,-1.91,85.2
Delaware,2019,12,4.4,-1.27,69.4
Delaware,2019,13,4.7,-1.94,64.1
Delaware,2019,14,7.9,3.62,76.4
Delaware,2019,15,4.59,-0.43,73.4
Delaware,2019,16,12.23,3.54,59.0
Delaware,2019,17,10.86,2.92,62.8
Delaware,2019,18,9.98,4.33,70.9
Delaware,2019,19,9.59,2.8,65.5
Delaware,2019,20,16.93,10.96,70.7
Delaware,2019,21,12.96,7.36,71.2
Delaware,2019,22,17.52,11.45,70.4
Delaware,2019,23,22.79,15.32,65.1
Delaware,2019,24,19.17,11.15,63.0
Delaware,2019,25,20.11,15.0,73.9
Delaware,2019,26,24.55,18.76,72.0
Delaware,2019,27,24.34,19.79,76.9
Delaware,2019,28,24.49,19.06,72.8
Delaware,2019,29,25.77,21.59,78.9
Delaware,2019,30,22.68,16.12,68.3
Delaware,2019,31,22.2,16.43,71.1
Delaware,2019,32,23.96,17.68,69.9
Delaware,2019,33,21.01,16.72,77.8
Delaware,2019,34,20.79,15.96,74.9
Delaware,2019,35,18.67,12.58,70.2
Delaware,2019,36,20.38,15.87,77.2
Delaware,2019,37,20.28,16.77,81.4
Delaware,2019,38,23.26,18.0,73.5
Delaware,2019,39,16.34,10.47,69.9
Delaware,2019,40,12.2,8.19,78.1
Delaware,2019,41,8.42,2.51,68.5
Delaware,2019,42,9.24,2.91,66.5
Delaware,2019,43,5.83,-0.01,68.5
Delaware,2019,44,-0.09,-6.54,63.3
Delaware,2019,45,-0.96,-5.71,71.3
Delaware,2019,46,-1.65,-6.69,69.3
Delaware,2019,47,2.52,-1.45,76.2
Delaware,2019,48,0.1,-3.03,80.3
Delaware,2019,49,-0.53,-4.55,75.0
Delaware,2019,50,-8.41,-13.09,69.6
Delaware,2019,51,-3.56,-7.81,73.8
Delaware,2019,52,-0.04,-2.3,85.5
Delaware,2020,1,-1.88,-5.67,76.1
Delaware,2020,2,-6.09,-11.85,64.8
Delaware,2020,3,-10.8,-14.69,73.8
Delaware,2020,4,-5.97,-8.17,84.5
Delaware,2020,5,-1.0,-3.59,83.4
Delaware,2020,6,-4.64,-10.34,65.4
Delaware,2020,7,-6.0,-12.06,63.7
Delaware,2020,8,-3.43,-9.69,64.5
Delaware,2020,9,0.2,-5.19,69.2
Delaware,2020,10,5.28,-2.3,60.4
Delaware,2020,11,1.31,-3.12,73.6
Delaware,2020,12,0.9,-3.04,76.0
Delaware,2020,13,5.84,3.06,83.7
Delaware,2020,14,4.99,-2.09,63.7
Delaware,2020,15,7.82,0.02,61.1
Delaware,2020,16,1.72,-5.74,60.8
Delaware,2020,17,12.58,3.08,57.8
Delaware,2020,18,16.28,5.53,53.2
Delaware,2020,19,9.17,2.01,63.6
Delaware,2020,20,11.63,3.87,62.2
Delaware,2020,21,16.11,12.16,78.2
Delaware,2020,22,17.79,11.65,70.6
Delaware,2020,23,25.37,15.6,57.1
Delaware,2020,24,23.36,13.03,55.1
Delaware,2020,25,24.43,15.82,61.3
Delaware,2020,26,22.61,15.73,67.7
Delaware,2020,27,25.8,20.82,75.5
Delaware,2020,28,24.94,18.63,69.8
Delaware,2020,29,24.16,17.68,69.2
Delaware,2020,30,25.23,18.94,69.8
Delaware,2020,31,23.01,15.82,66.2
Delaware,2020,32,22.21,16.26,71.3
Delaware,2020,33,23.76,17.0,68.2
Delaware,2020,34,23.81,16.83,67.2
Delaware,2020,35,25.0,16.02,59.3
Delaware,2020,36,20.9,10.27,53.8
Delaware,2020,37,12.15,7.55,75.2
Delaware,2020,38,17.46,9.37,61.4
Delaware,2020,39,19.98,11.88,61.9
Delaware,2020,40,10.85,2.4,59.4
Delaware,2020,41,17.52,5.76,49.5
Delaware,2020,42,9.51,-1.5,48.1
Delaware,2020,43,0.21,-3.57,76.8
Delaware,2020,44,0.56,-5.55,65.4
Delaware,2020,45,12.62,3.89,58.3
Delaware,2020,46,-0.92,-3.97,80.9
Delaware,2020,47,4.0,-1.13,71.2
Delaware,2020,48,0.52,-3.39,76.7
Delaware,2020,49,-1.13,-6.72,67.9
Delaware,2020,50,0.93,-4.17,70.7
Delaware,2020,51,-4.1,-9.15,69.1
Delaware,2020,52,-3.7,-9.52,65.8
Delaware,2020,53,-6.58,-9.31,81.3
Delaware,2021,1,-1.68,-3.97,85.0
Delaware,2021,2,-0.56,-4.05,77.8
Delaware,2021,3,-3.38,-8.62,68.7
Delaware,2021,4,-6.14,-9.3,78.6
Delaware,2021,5,-8.05,-12.77,70.1
Delaware,2021,6,-18.65,-24.21,62.5
Delaware,2021,7,-13.75,-18.35,69.2
Delaware,2021,8,1.65,-4.13,67.7
Delaware,2021,9,4.38,-2.26,65.1
Delaware,2021,10,6.65,-0.31,64.3
Delaware,2021,11,3.7,-1.61,72.5
Delaware,2021,12,5.46,0.73,74.1
Delaware,2021,13,8.59,-5.78,39.1
Delaware,2021,14,11.77,5.8,71.0
Delaware,2021,15,5.74,-1.68,60.9
Delaware,2021,16,5.37,-4.53,51.8
Delaware,2021,17,15.66,5.77,56.3
Delaware,2021,18,10.08,0.06,53.9
Delaware,2021,19,13.38,2.49,51.6
Delaware,2021,20,19.91,15.58,77.5
Delaware,2021,21,15.89,9.27,67.8
Delaware,2021,22,23.33,9.94,47.0
Delaware,2021,23,26.76,14.35,49.9
Delaware,2021,24,25.66,11.98,45.0
Delaware,2021,25,21.91,13.12,60.0
Delaware,2021,26,24.88,14.88,57.5
Delaware,2021,27,22.32,17.2,74.8
Delaware,2021,28,22.09,16.79,73.8
Delaware,2021,29,25.07,17.78,66.3
Delaware,2021,30,25.11,17.72,65.7
Delaware,2021,31,22.74,17.16,72.4
Delaware,2021,32,23.67,13.95,58.1
Delaware,2021,33,23.89,17.2,68.0
Delaware,2021,34,24.56,19.28,74.2
